estimate_year,index,DC_001,MD_009,MD_017,MD_021,MD_031,MD_033,VA_013,VA_043,VA_047,VA_059,VA_061,VA_107,VA_153,VA_157,VA_177,VA_179,VA_187,VA_510,VA_600,VA_610,VA_630,VA_683,VA_685,WV_037
2005-2009,B11003_3_with_own_children_under_18_years,19345,8978,12515,23245,92030,56123,12708,1016,4692,103006,5942,34281,40372,519,12518,13671,3092,7580,1900,1065,981,3309,1173,4941
2005-2009,B11003_4_under_6_years_only,7460,1662,2099,5351,24674,12402,5171,121,875,26234,1172,10150,10555,145,2463,2479,757,3755,427,213,299,504,437,1220
2005-2009,B11003_5_under_6_years_and_6_to_17_years,3079,1416,2699,4324,17647,12545,1822,162,1359,19458,1032,7417,9816,63,2945,3022,569,1441,385,182,271,724,296,924
2005-2009,B11003_6_6_to_17_years_only,8806,5900,7717,13570,49709,31176,5715,733,2458,57314,3738,16714,20001,311,7110,8170,1766,2384,1088,670,411,2081,440,2797
2005-2009,B11003_7_no_own_children_under_18_years,36799,9360,14445,24227,95388,65454,18161,2064,5418,107985,8078,23178,33405,1285,12262,12506,4192,13337,2436,1074,1639,3169,999,6045
2005-2009,B11003_8_other_family,53891,4388,9967,10735,49101,74922,8333,587,2312,45142,2628,8850,21357,404,6981,6116,1918,7146,1185,491,1430,2153,740,2709
2005-2009,"B11003_9_male_householder,_no_wife_present",9377,1135,2348,2859,12824,18223,2857,287,796,13413,910,2520,6216,150,1934,1872,475,2147,494,100,307,698,226,953
2005-2009,B11003_10_with_own_children_under_18_years,3716,560,1067,1363,4781,7949,1155,143,459,4910,536,1324,3355,102,1232,1057,303,733,97,56,157,381,134,395
2005-2009,B11003_11_under_6_years_only,955,83,324,460,1233,2915,302,43,160,1619,135,301,1010,41,304,346,130,398,7,0,46,212,9,181
2005-2009,B11003_12_under_6_years_and_6_to_17_years,414,30,104,249,777,1004,13,16,110,612,71,201,383,0,84,258,17,22,12,5,54,22,0,9
2005-2009,B11003_13_6_to_17_years_only,2347,447,639,654,2771,4030,840,84,189,2679,330,822,1962,61,844,453,156,313,78,51,57,147,125,205
2005-2009,B11003_14_no_own_children_under_18_years,5661,575,1281,1496,8043,10274,1702,144,337,8503,374,1196,2861,48,702,815,172,1414,397,44,150,317,92,558
2005-2009,"B11003_15_female_householder,_no_husband_present",44514,3253,7619,7876,36277,56699,5476,300,1516,31729,1718,6330,15141,254,5047,4244,1443,4999,691,391,1123,1455,514,1756
2005-2009,B11003_16_with_own_children_under_18_years,22817,1796,4734,4699,20320,31016,3091,163,874,17303,898,3724,9352,113,3425,2841,724,2862,272,216,591,1080,247,944
2005-2009,B11003_17_under_6_years_only,3451,227,927,987,3402,6038,817,64,174,2941,74,622,1830,15,457,646,299,501,0,52,141,278,24,263
2005-2009,B11003_18_under_6_years_and_6_to_17_years,4518,279,863,564,2372,4423,233,0,151,2042,97,508,1739,56,658,321,83,429,5,0,23,233,92,161
2005-2009,B11003_19_6_to_17_years_only,14848,1290,2944,3148,14546,20555,2041,99,549,12320,727,2594,5783,42,2310,1874,342,1932,267,164,427,569,131,520
2005-2009,B11003_20_no_own_children_under_18_years,21697,1457,2885,3177,15957,25683,2385,137,642,14426,820,2606,5789,141,1622,1403,719,2137,419,175,532,375,267,812
2005-2009,B25075_1_total,113066,25270,40124,62627,240950,193824,43550,4165,12120,266520,18066,74708,92508,2160,32856,31453,10291,29340,6221,2958,3535,8003,2928,14860
2005-2009,"B25075_2_less_than_$10,000",132,34,336,153,175,349,74,0,129,500,36,78,388,0,231,195,52,22,11,0,9,52,0,176
2005-2009,"B25075_3_$10,000_to_$14,999",55,12,74,60,151,113,33,0,28,233,34,14,198,0,94,91,15,12,0,0,10,107,0,17
2005-2009,"B25075_4_$15,000_to_$19,999",20,6,33,148,193,129,9,0,0,264,52,36,86,0,113,204,30,38,24,0,0,11,0,71
2005-2009,"B25075_5_$20,000_to_$24,999",36,46,16,66,120,374,46,39,28,326,52,38,48,0,54,107,26,60,0,0,0,48,7,93
2005-2009,"B25075_6_$25,000_to_$29,999",187,26,84,111,89,371,12,0,63,146,0,33,61,0,173,62,22,109,0,0,0,70,4,220
2005-2009,"B25075_7_$30,000_to_$34,999",64,44,53,61,217,505,33,0,8,266,29,35,131,0,67,68,0,53,5,0,0,0,0,106
2005-2009,"B25075_8_$35,000_to_$39,999",24,27,8,58,373,317,17,0,0,327,32,77,97,16,98,62,10,34,0,0,20,37,0,127
2005-2009,"B25075_9_$40,000_to_$49,999",275,19,79,92,637,310,39,0,0,670,16,87,251,0,53,109,102,72,0,0,0,10,0,78
2005-2009,"B25075_10_$50,000_to_$59,999",127,23,45,32,302,337,114,21,69,655,23,80,206,36,76,28,113,94,24,10,0,0,26,124
2005-2009,"B25075_11_$60,000_to_$69,999",211,25,23,86,462,441,163,20,19,577,11,28,106,0,61,74,80,18,16,0,0,0,0,138
2005-2009,"B25075_12_$70,000_to_$79,999",266,34,83,48,387,382,110,0,18,440,59,70,134,0,121,77,88,73,0,0,45,0,25,216
2005-2009,"B25075_13_$80,000_to_$89,999",464,36,181,163,433,739,34,12,92,641,64,93,183,0,136,33,203,85,0,0,46,17,0,328
2005-2009,"B25075_14_$90,000_to_$99,999",444,0,135,307,420,1006,31,103,158,457,47,85,402,34,164,104,156,73,16,15,60,27,15,268
2005-2009,"B25075_15_$100,000_to_$124,999",1649,208,562,729,1385,3318,199,57,421,1755,313,372,1004,162,629,266,260,255,8,12,7,122,133,624
2005-2009,"B25075_16_$125,000_to_$149,999",1722,425,618,914,1442,4621,338,83,318,1795,245,369,920,60,658,338,338,132,66,13,63,120,28,807
2005-2009,"B25075_17_$150,000_to_$174,999",2572,456,1091,1956,2708,7150,347,166,508,2189,375,638,1839,116,1265,980,673,271,48,9,292,338,174,1098
2005-2009,"B25075_18_$175,000_to_$199,999",3211,711,1156,2543,3699,8622,438,198,488,2572,334,796,1604,80,1773,885,727,458,93,23,220,318,86,996
2005-2009,"B25075_19_$200,000_to_$249,999",9360,2503,4729,8073,12189,25180,1569,463,1744,10691,1441,2446,7876,129,4663,2674,2104,1944,383,87,439,870,346,1641
2005-2009,"B25075_20_$250,000_to_$299,999",8129,2786,4457,6875,13211,26688,1750,458,1373,11959,1781,3402,7734,236,4926,3619,1244,2162,271,44,304,972,359,1612
2005-2009,"B25075_21_$300,000_to_$399,999",21220,5706,12116,15905,44102,59791,6697,933,3049,39783,4313,13104,24625,225,9254,8856,2178,4627,856,291,1043,1986,980,2899
2005-2009,"B25075_22_$400,000_to_$499,999",15707,4683,6781,11244,43190,28265,5707,675,1989,49683,3027,14627,18409,249,4470,6681,958,4567,1375,274,467,1478,406,1555
2005-2009,"B25075_23_$500,000_to_$749,999",22805,5475,6130,10643,66536,20455,15419,674,1294,89339,3602,25609,21600,404,2915,4567,645,8044,2405,1126,276,1242,332,1147
2005-2009,"B25075_24_$750,000_to_$999,999",13235,1435,855,1568,27946,2976,6856,121,166,32363,1062,8454,3373,244,595,949,94,3793,357,820,78,142,7,255
2005-2009,"B25075_25_$1,000,000_or_more",11151,550,479,792,20583,1385,3515,142,158,18889,1118,4137,1233,169,267,424,173,2344,263,234,156,36,0,264
2005-2009,B03002_1_total,588433,88055,140181,224185,946172,834986,206405,14359,44923,1012751,66330,277465,360910,7171,118512,120436,36087,142131,23369,11233,22314,35559,11633,50791
2005-2009,B03002_2_not_hispanic_or_latino,538620,85843,135047,211619,803663,731800,171921,13853,41645,871408,62810,249439,294262,7080,110974,110835,34998,122385,20188,10180,20591,25874,8102,48881
2005-2009,B03002_3_white_alone,187734,70675,75326,180762,504617,151196,132101,12668,32943,591788,54781,187127,189650,6453,87924,84391,32211,81046,14666,8410,15061,19475,5882,44212
2005-2009,B03002_4_black_or_african_american_alone,321511,12237,51637,17842,150771,528463,16527,861,7043,91450,5506,20798,68371,405,17303,19738,1810,29746,1244,553,4584,4006,1241,3469
2005-2009,B03002_5_american_indian_and_alaska_native_alone,1299,129,910,577,1202,1366,466,46,73,1626,171,279,1097,41,298,401,108,326,106,15,89,23,3,83
2005-2009,B03002_6_asian_alone,17246,1225,3603,7838,124195,32172,17197,79,607,161770,1083,33779,24796,20,2556,3075,322,7331,3539,1040,458,1459,739,424
2005-2009,B03002_7_native_hawaiian_and_other_pacific_islander_alone,402,0,30,381,94,184,63,0,0,1079,48,167,400,0,106,64,54,210,54,0,16,0,0,0
2005-2009,B03002_8_some_other_race_alone,2302,31,303,437,4741,2560,1670,36,113,3687,114,911,1798,24,206,344,29,575,42,21,184,48,37,28
2005-2009,B03002_9_two_or_more_races,8126,1546,3238,3782,18043,15859,3897,163,866,20008,1107,6378,8150,137,2581,2822,464,3151,537,141,199,863,200,665
2005-2009,B03002_10_two_races_including_some_other_race,540,11,138,58,994,705,137,0,4,1665,13,378,613,13,175,74,0,114,33,39,0,82,46,15
2005-2009,"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",7586,1535,3100,3724,17049,15154,3760,163,862,18343,1094,6000,7537,124,2406,2748,464,3037,504,102,199,781,154,650
2005-2009,B03002_12_hispanic_or_latino,49813,2212,5134,12566,142509,103186,34484,506,3278,141343,3520,28026,66648,91,7538,9601,1089,19746,3181,1053,1723,9685,3531,1910
2005-2009,B03002_13_white_alone,23249,1392,3250,6166,65202,43723,15129,311,1566,83573,2279,15867,30040,33,3764,3770,794,10587,2267,478,535,3847,1434,1159
2005-2009,B03002_14_black_or_african_american_alone,3120,194,588,306,3651,4558,198,0,231,2102,41,856,1489,0,578,232,14,1293,0,19,107,40,47,19
2005-2009,B03002_15_american_indian_and_alaska_native_alone,274,15,98,195,1418,1128,105,0,0,2096,0,55,604,0,0,107,0,353,0,0,19,52,47,5
2005-2009,B03002_16_asian_alone,193,0,120,30,802,298,168,0,12,623,91,164,216,0,18,64,0,59,14,82,0,0,0,30
2005-2009,B03002_17_native_hawaiian_and_other_pacific_islander_alone,24,0,13,0,146,339,72,0,0,33,0,38,23,0,63,40,0,0,0,0,18,0,0,22
2005-2009,B03002_18_some_other_race_alone,21633,548,842,5038,65665,50007,15910,195,1294,44702,738,9848,31375,58,2868,4394,258,6536,699,330,1044,5118,1903,622
2005-2009,B03002_19_two_or_more_races,1320,63,223,831,5625,3133,2902,0,175,8214,371,1198,2901,0,247,994,23,918,201,144,0,628,100,53
2005-2009,B03002_20_two_races_including_some_other_race,768,37,117,418,3457,1792,2064,0,175,5027,208,790,1912,0,135,705,23,571,145,144,0,579,61,42
2005-2009,"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",552,26,106,413,2168,1341,838,0,0,3187,163,408,989,0,112,289,0,347,56,0,0,49,39,11
2005-2009,B25063_1_total,137657,4464,8847,18647,103149,104113,46753,1322,4470,101719,4639,16320,31249,916,7834,8124,3347,33520,2212,1172,5368,3640,858,4631
2005-2009,B25063_2_with_cash_rent,134256,4045,8017,17484,99586,101577,45741,1087,4112,98471,3837,15544,30335,712,7343,7749,3130,32812,2186,1129,5301,3594,820,4156
2005-2009,B25063_3_less_than_$100,1833,10,0,32,233,183,78,0,0,301,0,0,26,0,28,0,0,147,0,0,15,0,0,0
2005-2009,B25063_4_$100_to_$149,1663,49,27,73,220,323,57,0,13,163,0,0,19,0,0,0,10,84,0,0,77,0,0,64
2005-2009,B25063_5_$150_to_$199,3929,119,143,208,971,738,471,0,0,940,0,134,196,0,10,18,166,264,8,27,36,0,0,112
2005-2009,B25063_6_$200_to_$249,2258,43,128,122,722,447,264,0,85,747,27,34,139,0,12,14,74,77,34,37,42,0,0,155
2005-2009,B25063_7_$250_to_$299,2572,18,51,51,528,521,183,0,29,429,8,155,142,0,75,43,0,256,0,21,99,12,0,37
2005-2009,B25063_8_$300_to_$349,1938,8,54,150,412,229,87,0,207,444,40,57,147,0,0,7,54,209,0,9,31,24,17,57
2005-2009,B25063_9_$350_to_$399,1796,48,46,161,505,454,139,15,83,687,53,86,88,0,162,98,98,122,0,0,44,13,21,168
2005-2009,B25063_10_$400_to_$449,1676,54,67,181,423,387,90,53,44,357,39,23,0,15,30,8,9,55,0,9,37,35,0,183
2005-2009,B25063_11_$450_to_$499,1834,7,260,231,359,465,86,0,105,682,0,77,179,0,49,28,225,130,7,0,67,16,0,63
2005-2009,B25063_12_$500_to_$549,3606,77,154,373,600,544,245,37,98,742,36,61,252,29,215,46,156,257,11,0,40,98,0,134
2005-2009,B25063_13_$550_to_$599,3154,36,280,459,542,620,294,26,186,624,33,58,228,8,147,54,187,277,5,0,95,19,0,94
2005-2009,B25063_14_$600_to_$649,4146,103,117,365,878,1314,196,2,151,630,56,43,301,31,140,100,115,248,41,23,191,0,0,269
2005-2009,B25063_15_$650_to_$699,4939,100,97,451,935,1162,121,0,116,579,137,100,308,0,142,151,229,136,30,0,102,55,0,150
2005-2009,B25063_16_$700_to_$749,5368,111,58,486,928,1823,418,64,315,679,107,99,397,34,138,129,267,191,60,0,214,211,0,214
2005-2009,B25063_17_$750_to_$799,6444,117,135,699,1167,2608,493,75,137,751,193,139,513,55,97,153,82,401,43,32,194,97,0,501
2005-2009,B25063_18_$800_to_$899,12848,226,656,1704,4033,9697,1757,111,349,2472,386,345,1349,190,480,200,395,1778,0,21,665,107,21,467
2005-2009,B25063_19_$900_to_$999,10088,224,584,1621,5267,14962,2910,289,538,3733,337,672,2161,0,775,546,271,2464,81,78,883,332,8,409
2005-2009,"B25063_20_$1,000_to_$1,249",22062,834,1336,4090,19759,32915,7812,256,755,17488,886,2968,7908,204,2021,2395,444,8521,303,255,1885,921,261,599
2005-2009,"B25063_21_$1,250_to_$1,499",14236,795,1673,2560,23121,15289,8447,105,433,20821,721,3050,6047,60,1227,1436,151,6798,501,179,218,711,257,194
2005-2009,"B25063_22_$1,500_to_$1,999",14542,780,1535,2709,22846,10784,11793,36,343,26602,466,4708,6010,75,1062,1433,147,7199,670,219,277,676,180,218
2005-2009,"B25063_23_$2,000_or_more",13324,286,616,758,15137,6112,9800,18,125,18600,312,2735,3925,11,533,890,50,3198,392,219,89,267,55,68
2005-2009,B25063_24_no_cash_rent,3401,419,830,1163,3563,2536,1012,235,358,3248,802,776,914,204,491,375,217,708,26,43,67,46,38,475
2005-2009,B25071_1_median_gross_rent_as_a_percentage_of_household_income,29.1,31.7,31.5,27.7,29.9,29.1,25.2,29.3,31.5,27.9,28.0,29.2,29.6,25.5,31.2,29.0,27.5,26.4,28.9,28.5,34.7,33.4,32.5,26.3
2005-2009,B25036_1_total,250723,29734,48971,81274,344099,297937,90303,5487,16590,368239,22705,91028,123757,3076,40690,39577,13638,62860,8433,4130,8903,11643,3786,19491
2005-2009,B25036_2_owner_occupied,113066,25270,40124,62627,240950,193824,43550,4165,12120,266520,18066,74708,92508,2160,32856,31453,10291,29340,6221,2958,3535,8003,2928,14860
2005-2009,B25036_3_built_2005_or_later,2075,588,1499,1914,3998,4749,982,90,1034,4863,564,7309,6965,19,1467,1756,407,612,104,82,280,54,203,487
2005-2009,B25036_4_built_2000_to_2004,3140,3651,5839,8779,16314,14611,1876,449,2401,17970,1449,20474,19053,119,6409,6406,1420,2061,482,168,132,594,396,2452
2005-2009,B25036_5_built_1990_to_1999,2189,7437,9642,14918,30671,31461,2934,586,2568,42207,3551,24535,17569,340,10898,8969,2193,3875,560,212,161,1445,782,2843
2005-2009,B25036_6_built_1980_to_1989,3810,5576,7986,11165,55350,30089,5250,692,1834,68702,5229,10033,19226,434,7078,6410,1687,2636,347,127,197,2830,206,2513
2005-2009,B25036_7_built_1970_to_1979,5586,3929,7442,9876,38177,27517,3386,754,1646,56325,3250,5673,16119,442,4648,4457,1632,4839,870,318,387,1490,192,2533
2005-2009,B25036_8_built_1960_to_1969,9161,1612,3304,4537,35075,36196,3915,389,856,37729,1067,3001,8816,120,990,1556,824,2728,1493,279,618,764,314,1446
2005-2009,B25036_9_built_1950_to_1959,13216,812,1876,3417,33773,27828,8584,419,765,28616,925,957,2854,100,571,912,705,4216,1879,655,536,415,779,595
2005-2009,B25036_10_built_1940_to_1949,16336,598,1092,1389,14086,11424,10166,122,237,6657,422,386,903,107,384,416,626,4192,211,703,265,125,43,416
2005-2009,B25036_11_built_1939_or_earlier,57553,1067,1444,6632,13506,9949,6457,664,779,3451,1609,2340,1003,479,411,571,797,4181,275,414,959,286,13,1575
2005-2009,B25036_12_renter_occupied,137657,4464,8847,18647,103149,104113,46753,1322,4470,101719,4639,16320,31249,916,7834,8124,3347,33520,2212,1172,5368,3640,858,4631
2005-2009,B25036_13_built_2005_or_later,2479,76,375,887,2712,1374,1394,0,224,3053,133,1425,2165,15,339,284,120,697,82,37,77,20,29,110
2005-2009,B25036_14_built_2000_to_2004,4479,416,404,1706,9621,3788,4239,51,426,9194,164,4527,4976,44,1194,1650,50,1801,47,22,565,357,326,251
2005-2009,B25036_15_built_1990_to_1999,3647,1756,1617,3248,12771,9511,4953,85,531,17187,929,4235,5616,71,2004,2413,579,3231,132,37,608,640,92,691
2005-2009,B25036_16_built_1980_to_1989,7019,544,2899,2845,18306,12057,5721,196,927,19963,763,2515,6869,98,1866,1538,394,3644,163,105,843,1175,67,942
2005-2009,B25036_17_built_1970_to_1979,15800,708,1441,3157,21328,21732,6845,342,679,25579,731,1593,5663,200,1027,910,453,6995,642,191,1199,509,113,916
2005-2009,B25036_18_built_1960_to_1969,23051,326,818,1551,17770,29050,8092,130,451,14346,424,715,3285,132,578,391,469,7407,717,389,937,420,92,483
2005-2009,B25036_19_built_1950_to_1959,25949,151,571,1588,12417,15610,7191,59,340,7684,458,209,1743,84,376,286,272,4416,298,184,462,316,128,341
2005-2009,B25036_20_built_1940_to_1949,20065,182,221,684,4996,6500,6168,53,286,2738,178,201,316,21,247,214,364,3382,111,139,202,10,0,192
2005-2009,B25036_21_built_1939_or_earlier,35168,305,501,2981,3228,4491,2150,406,606,1975,859,900,616,251,203,438,646,1947,20,68,475,193,11,705
