FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Married-couple family:,With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years,Other family:,"Male householder, no wife present:",With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years,"Female householder, no husband present:",With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years
ACSSF,2010e5,wv,000,0034,0000633,070,54,047,07000US540479016884484,"War city, Big Creek district, McDowell County, West Virginia",212,146,47,19,3,25,99,66,19,19,0,0,19,0,47,20,0,4,16,27
ACSSF,2010e5,wv,000,0034,0000634,070,54,047,07000US540479016899999,"Remainder of Big Creek district, Big Creek district, McDowell County, West Virginia",1104,817,162,18,36,108,655,287,72,20,0,20,0,52,215,154,16,42,96,61
ACSSF,2010e5,wv,000,0034,0000635,070,54,047,07000US540479024007516,"Big Sandy CDP, Browns Creek district, McDowell County, West Virginia",63,63,33,19,0,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000636,070,54,047,07000US540479024020500,"Davy town, Browns Creek district, McDowell County, West Virginia",94,84,7,7,0,0,77,10,0,0,0,0,0,0,10,0,0,0,0,10
ACSSF,2010e5,wv,000,0034,0000637,070,54,047,07000US540479024043780,"Kimball town, Browns Creek district, McDowell County, West Virginia",72,50,9,0,0,9,41,22,2,2,2,0,0,0,20,4,0,4,0,16
ACSSF,2010e5,wv,000,0034,0000638,070,54,047,07000US540479024069844,"Roderfield CDP (part), Browns Creek district, McDowell County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000639,070,54,047,07000US540479024083764,"Vivian CDP, Browns Creek district, McDowell County, West Virginia",17,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000640,070,54,047,07000US540479024085228,"Welch city (part), Browns Creek district, McDowell County, West Virginia",449,315,95,0,25,70,220,134,33,7,0,0,7,26,101,28,0,0,28,73
ACSSF,2010e5,wv,000,0034,0000641,070,54,047,07000US540479024099999,"Remainder of Browns Creek district, Browns Creek district, McDowell County, West Virginia",545,431,212,0,0,212,219,114,50,15,0,0,15,35,64,52,0,0,52,12
ACSSF,2010e5,wv,000,0034,0000642,070,54,047,07000US540479234501780,"Anawalt town, North Elkin district, McDowell County, West Virginia",77,60,12,0,0,12,48,17,6,4,0,0,4,2,11,5,0,5,0,6
ACSSF,2010e5,wv,000,0034,0000643,070,54,047,07000US540479234519324,"Crumpler CDP, North Elkin district, McDowell County, West Virginia",61,57,25,0,0,25,32,4,4,4,0,0,4,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000644,070,54,047,07000US540479234530196,"Gary city, North Elkin district, McDowell County, West Virginia",233,148,30,20,0,10,118,85,0,0,0,0,0,0,85,35,0,15,20,50
ACSSF,2010e5,wv,000,0034,0000645,070,54,047,07000US540479234543516,"Keystone city, North Elkin district, McDowell County, West Virginia",61,38,16,4,9,3,22,23,6,0,0,0,0,6,17,0,0,0,0,17
ACSSF,2010e5,wv,000,0034,0000646,070,54,047,07000US540479234552588,"Maybeury CDP, North Elkin district, McDowell County, West Virginia",66,55,29,0,14,15,26,11,0,0,0,0,0,0,11,0,0,0,0,11
ACSSF,2010e5,wv,000,0034,0000647,070,54,047,07000US540479234559428,"Northfork town, North Elkin district, McDowell County, West Virginia",125,46,10,4,0,6,36,79,5,5,0,0,5,0,74,44,8,8,28,30
ACSSF,2010e5,wv,000,0034,0000648,070,54,047,07000US540479234561684,"Pageton CDP, North Elkin district, McDowell County, West Virginia",40,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000649,070,54,047,07000US540479234585228,"Welch city (part), North Elkin district, McDowell County, West Virginia",33,14,14,0,14,0,0,19,0,0,0,0,0,0,19,0,0,0,0,19
ACSSF,2010e5,wv,000,0034,0000650,070,54,047,07000US540479234599999,"Remainder of North Elkin district, North Elkin district, McDowell County, West Virginia",635,472,190,0,14,176,282,163,24,0,0,0,0,24,139,52,0,12,40,87
ACSSF,2010e5,wv,000,0034,0000651,070,54,047,07000US540479271209700,"Bradshaw town, Sandy River district, McDowell County, West Virginia",70,50,15,2,3,10,35,20,8,0,0,0,0,8,12,9,6,0,3,3
ACSSF,2010e5,wv,000,0034,0000652,070,54,047,07000US540479271239652,"Iaeger town, Sandy River district, McDowell County, West Virginia",77,74,22,2,2,18,52,3,0,0,0,0,0,0,3,3,0,0,3,0
ACSSF,2010e5,wv,000,0034,0000653,070,54,047,07000US540479271267228,"Raysal CDP (part), Sandy River district, McDowell County, West Virginia",69,69,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000654,070,54,047,07000US540479271269844,"Roderfield CDP (part), Sandy River district, McDowell County, West Virginia",16,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000655,070,54,047,07000US540479271299999,"Remainder of Sandy River district, Sandy River district, McDowell County, West Virginia",1261,1015,267,70,106,91,748,246,93,25,0,0,25,68,153,82,0,0,82,71
ACSSF,2010e5,wv,000,0034,0000656,070,54,049,07000US540499215404612,"Barrackville town, Middletown district, Marion County, West Virginia",404,315,105,17,20,68,210,89,36,3,0,0,3,33,53,23,11,11,1,30
ACSSF,2010e5,wv,000,0034,0000657,070,54,049,07000US540499215426452,"Fairmont city (part), Middletown district, Marion County, West Virginia",2978,1979,614,147,85,382,1365,999,203,127,18,0,109,76,796,416,187,77,152,380
ACSSF,2010e5,wv,000,0034,0000658,070,54,049,07000US540499215464228,"Pleasant Valley city (part), Middletown district, Marion County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000659,070,54,049,07000US540499215499999,"Remainder of Middletown district, Middletown district, Marion County, West Virginia",681,524,238,0,30,208,286,157,0,0,0,0,0,0,157,73,0,0,73,84
ACSSF,2010e5,wv,000,0034,0000660,070,54,049,07000US540499241826452,"Fairmont city (part), Palatine district, Marion County, West Virginia",1332,927,286,73,77,136,641,405,129,106,0,0,106,23,276,162,0,15,147,114
ACSSF,2010e5,wv,000,0034,0000661,070,54,049,07000US540499241864228,"Pleasant Valley city (part), Palatine district, Marion County, West Virginia",846,648,298,59,98,141,350,198,71,33,8,0,25,38,127,84,14,0,70,43
ACSSF,2010e5,wv,000,0034,0000662,070,54,049,07000US540499241886620,"White Hall town, Palatine district, Marion County, West Virginia",151,128,46,26,6,14,82,23,3,0,0,0,0,3,20,6,3,0,3,14
ACSSF,2010e5,wv,000,0034,0000663,070,54,049,07000US540499241888708,"Worthington town (part), Palatine district, Marion County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000664,070,54,049,07000US540499241899999,"Remainder of Palatine district, Palatine district, Marion County, West Virginia",3663,2847,1081,279,138,664,1766,816,233,88,0,0,88,145,583,289,52,22,215,294
ACSSF,2010e5,wv,000,0034,0000665,070,54,049,07000US540499359413468,"Carolina CDP, West Augusta district, Marion County, West Virginia",110,93,70,9,17,44,23,17,17,0,0,0,0,17,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000666,070,54,049,07000US540499359426524,"Fairview town, West Augusta district, Marion County, West Virginia",110,85,41,5,6,30,44,25,9,5,5,0,0,4,16,10,2,0,8,6
ACSSF,2010e5,wv,000,0034,0000667,070,54,049,07000US540499359426932,"Farmington town, West Augusta district, Marion County, West Virginia",92,64,18,8,2,8,46,28,2,0,0,0,0,2,26,10,0,0,10,16
ACSSF,2010e5,wv,000,0034,0000668,070,54,049,07000US540499359432908,"Grant Town town, West Augusta district, Marion County, West Virginia",135,88,38,14,3,21,50,47,19,0,0,0,0,19,28,12,0,0,12,16
ACSSF,2010e5,wv,000,0034,0000669,070,54,049,07000US540499359439676,"Idamay CDP, West Augusta district, Marion County, West Virginia",165,151,35,35,0,0,116,14,0,0,0,0,0,0,14,0,0,0,0,14
ACSSF,2010e5,wv,000,0034,0000670,070,54,049,07000US540499359451100,"Mannington city, West Augusta district, Marion County, West Virginia",624,455,214,29,48,137,241,169,60,29,0,29,0,31,109,64,21,12,31,45
ACSSF,2010e5,wv,000,0034,0000671,070,54,049,07000US540499359455276,"Monongah town, West Augusta district, Marion County, West Virginia",373,245,118,16,4,98,127,128,20,0,0,0,0,20,108,82,26,13,43,26
ACSSF,2010e5,wv,000,0034,0000672,070,54,049,07000US540499359466460,"Rachel CDP, West Augusta district, Marion County, West Virginia",47,32,23,0,0,23,9,15,15,15,0,0,15,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000673,070,54,049,07000US540499359468908,"Rivesville town, West Augusta district, Marion County, West Virginia",328,224,82,14,20,48,142,104,27,10,0,0,10,17,77,43,5,5,33,34
ACSSF,2010e5,wv,000,0034,0000674,070,54,049,07000US540499359488708,"Worthington town (part), West Augusta district, Marion County, West Virginia",61,46,12,8,4,0,34,15,4,0,0,0,0,4,11,6,0,0,6,5
ACSSF,2010e5,wv,000,0034,0000675,070,54,049,07000US540499359499999,"Remainder of West Augusta district, West Augusta district, Marion County, West Virginia",2927,2498,792,180,99,513,1706,429,142,57,13,0,44,85,287,173,0,0,173,114
ACSSF,2010e5,wv,000,0034,0000676,070,54,051,07000US540519078006340,"Benwood city, District 1, Marshall County, West Virginia",363,230,77,5,28,44,153,133,44,27,0,0,27,17,89,57,8,13,36,32
ACSSF,2010e5,wv,000,0034,0000677,070,54,051,07000US540519078050260,"McMechen city, District 1, Marshall County, West Virginia",429,329,86,41,19,26,243,100,26,26,6,0,20,0,74,57,28,0,29,17
ACSSF,2010e5,wv,000,0034,0000678,070,54,051,07000US540519078086452,"Wheeling city (part), District 1, Marshall County, West Virginia",91,91,66,0,0,66,25,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000679,070,54,051,07000US540519078099999,"District Remainder of 1, District 1, Marshall County, West Virginia",2157,1758,692,95,103,494,1066,399,116,47,12,0,35,69,283,96,18,19,59,187
ACSSF,2010e5,wv,000,0034,0000680,070,54,051,07000US540519081656020,"Moundsville city, District 2, Marshall County, West Virginia",2457,1720,473,41,109,323,1247,737,181,103,38,0,65,78,556,287,96,27,164,269
ACSSF,2010e5,wv,000,0034,0000681,070,54,051,07000US540519081699999,"District Remainder of 2, District 2, Marshall County, West Virginia",239,239,27,0,11,16,212,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000682,070,54,051,07000US540519085212484,"Cameron city, District 3, Marshall County, West Virginia",256,197,101,27,27,47,96,59,30,23,23,0,0,7,29,13,5,0,8,16
ACSSF,2010e5,wv,000,0034,0000683,070,54,051,07000US540519085231492,"Glen Dale city, District 3, Marshall County, West Virginia",487,391,134,45,13,76,257,96,49,29,3,0,26,20,47,15,0,0,15,32
ACSSF,2010e5,wv,000,0034,0000684,070,54,051,07000US540519085299999,"District Remainder of 3, District 3, Marshall County, West Virginia",2906,2359,818,187,187,444,1541,547,168,52,52,0,0,116,379,239,68,12,159,140
ACSSF,2010e5,wv,000,0034,0000685,070,54,053,07000US540539004899999,"Arbuckle district, Arbuckle district, Mason County, West Virginia",310,256,60,11,36,13,196,54,19,17,0,0,17,2,35,0,0,0,0,35
ACSSF,2010e5,wv,000,0034,0000686,070,54,053,07000US540539061202188,"Apple Grove CDP (part), Clendenin district, Mason County, West Virginia",22,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000687,070,54,053,07000US540539061229716,"Gallipolis Ferry CDP, Clendenin district, Mason County, West Virginia",307,242,39,6,0,33,203,65,7,0,0,0,0,7,58,46,0,34,12,12
ACSSF,2010e5,wv,000,0034,0000688,070,54,053,07000US540539061236436,"Henderson town, Clendenin district, Mason County, West Virginia",51,26,9,4,0,5,17,25,5,3,0,3,0,2,20,19,6,4,9,1
ACSSF,2010e5,wv,000,0034,0000689,070,54,053,07000US540539061299999,"Remainder of Clendenin district, Clendenin district, Mason County, West Virginia",711,557,206,21,65,120,351,154,61,28,0,0,28,33,93,0,0,0,0,93
ACSSF,2010e5,wv,000,0034,0000690,070,54,053,07000US540539064846300,"Leon town, Cologne district, Mason County, West Virginia",46,39,12,0,4,8,27,7,5,5,0,0,5,0,2,0,0,0,0,2
ACSSF,2010e5,wv,000,0034,0000691,070,54,053,07000US540539064899999,"Remainder of Cologne district, Cologne district, Mason County, West Virginia",238,211,62,0,14,48,149,27,27,0,0,0,0,27,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000692,070,54,053,07000US540539066099999,"Cooper district, Cooper district, Mason County, West Virginia",541,465,125,27,27,71,340,76,15,15,0,0,15,0,61,11,0,0,11,50
ACSSF,2010e5,wv,000,0034,0000693,070,54,053,07000US540539126035500,"Hartford City town (part), Graham district, Mason County, West Virginia",135,97,56,25,0,31,41,38,12,0,0,0,0,12,26,17,0,0,17,9
ACSSF,2010e5,wv,000,0034,0000694,070,54,053,07000US540539126058564,"New Haven town, Graham district, Mason County, West Virginia",516,352,153,55,24,74,199,164,23,18,12,6,0,5,141,88,12,0,76,53
ACSSF,2010e5,wv,000,0034,0000695,070,54,053,07000US540539126099999,"Remainder of Graham district, Graham district, Mason County, West Virginia",330,290,102,0,50,52,188,40,35,12,12,0,0,23,5,5,0,0,5,0
ACSSF,2010e5,wv,000,0034,0000696,070,54,053,07000US540539151202188,"Apple Grove CDP (part), Hannan district, Mason County, West Virginia",23,0,0,0,0,0,0,23,23,0,0,0,0,23,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000697,070,54,053,07000US540539151299999,"Remainder of Hannan district, Hannan district, Mason County, West Virginia",825,670,243,35,69,139,427,155,23,23,0,0,23,0,132,83,41,0,42,49
ACSSF,2010e5,wv,000,0034,0000698,070,54,053,07000US540539186064708,"Point Pleasant city (part), Lewis district, Mason County, West Virginia",1080,751,309,8,107,194,442,329,95,82,9,0,73,13,234,125,57,0,68,109
ACSSF,2010e5,wv,000,0034,0000699,070,54,053,07000US540539186099999,"Remainder of Lewis district, Lewis district, Mason County, West Virginia",484,413,128,72,0,56,285,71,0,0,0,0,0,0,71,24,0,0,24,47
ACSSF,2010e5,wv,000,0034,0000700,070,54,053,07000US540539265264708,"Point Pleasant city (part), Robinson district, Mason County, West Virginia",60,46,11,0,11,0,35,14,0,0,0,0,0,0,14,0,0,0,0,14
ACSSF,2010e5,wv,000,0034,0000701,070,54,053,07000US540539265299999,"Remainder of Robinson district, Robinson district, Mason County, West Virginia",664,426,140,0,37,103,286,238,0,0,0,0,0,0,238,238,162,10,66,0
ACSSF,2010e5,wv,000,0034,0000702,070,54,053,07000US540539326499999,"Union district, Union district, Mason County, West Virginia",452,370,127,0,19,108,243,82,34,0,0,0,0,34,48,23,0,0,23,25
ACSSF,2010e5,wv,000,0034,0000703,070,54,053,07000US540539343235500,"Hartford City town (part), Waggener district, Mason County, West Virginia",71,49,13,0,13,0,36,22,10,4,0,0,4,6,12,4,0,0,4,8
ACSSF,2010e5,wv,000,0034,0000704,070,54,053,07000US540539343252180,"Mason town, Waggener district, Mason County, West Virginia",280,188,62,3,5,54,126,92,3,3,3,0,0,0,89,49,19,5,25,40
ACSSF,2010e5,wv,000,0034,0000705,070,54,053,07000US540539343299999,"Remainder of Waggener district, Waggener district, Mason County, West Virginia",448,287,93,24,0,69,194,161,45,45,0,0,45,0,116,82,0,18,64,34
ACSSF,2010e5,wv,000,0034,0000706,070,54,055,07000US540559090008524,"Bluefield city (part), District I, Mercer County, West Virginia",2538,1858,552,83,119,350,1306,680,54,14,0,0,14,40,626,403,107,54,242,223
ACSSF,2010e5,wv,000,0034,0000707,070,54,055,07000US540559090008764,"Bluewell CDP, District I, Mercer County, West Virginia",542,414,166,40,17,109,248,128,43,0,0,0,0,43,85,55,17,0,38,30
ACSSF,2010e5,wv,000,0034,0000708,070,54,055,07000US540559090009796,"Bramwell town, District I, Mercer County, West Virginia",113,59,13,2,4,7,46,54,6,4,4,0,0,2,48,10,2,0,8,38
ACSSF,2010e5,wv,000,0034,0000709,070,54,055,07000US540559090010948,"Brush Fork CDP, District I, Mercer County, West Virginia",219,123,39,0,14,25,84,96,9,0,0,0,0,9,87,32,32,0,0,55
ACSSF,2010e5,wv,000,0034,0000710,070,54,055,07000US540559090099999,"District Remainder of I, District I, Mercer County, West Virginia",1230,1005,254,74,36,144,751,225,52,38,38,0,0,14,173,88,0,17,71,85
ACSSF,2010e5,wv,000,0034,0000711,070,54,055,07000US540559091265692,"Princeton city (part), District II, Mercer County, West Virginia",1717,1237,369,154,28,187,868,480,268,166,0,44,122,102,212,63,23,0,40,149
ACSSF,2010e5,wv,000,0034,0000712,070,54,055,07000US540559091299999,"District Remainder of II, District II, Mercer County, West Virginia",4389,3270,1045,290,153,602,2225,1119,338,130,73,13,44,208,781,461,159,0,302,320
ACSSF,2010e5,wv,000,0034,0000713,070,54,055,07000US540559092403292,"Athens town, District III, Mercer County, West Virginia",180,149,29,7,11,11,120,31,0,0,0,0,0,0,31,22,19,0,3,9
ACSSF,2010e5,wv,000,0034,0000714,070,54,055,07000US540559092408524,"Bluefield city (part), District III, Mercer County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000715,070,54,055,07000US540559092445292,"Lashmeet CDP, District III, Mercer County, West Virginia",107,107,10,0,0,10,97,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000716,070,54,055,07000US540559092452420,"Matoaka town, District III, Mercer County, West Virginia",55,24,2,0,0,2,22,31,19,16,6,0,10,3,12,0,0,0,0,12
ACSSF,2010e5,wv,000,0034,0000717,070,54,055,07000US540559092455372,"Montcalm CDP, District III, Mercer County, West Virginia",143,136,33,0,18,15,103,7,0,0,0,0,0,0,7,0,0,0,0,7
ACSSF,2010e5,wv,000,0034,0000718,070,54,055,07000US540559092460196,"Oakvale town, District III, Mercer County, West Virginia",27,27,3,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000719,070,54,055,07000US540559092465692,"Princeton city (part), District III, Mercer County, West Virginia",4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,4,0
ACSSF,2010e5,wv,000,0034,0000720,070,54,055,07000US540559092499999,"District Remainder of III, District III, Mercer County, West Virginia",4747,3869,1264,165,264,835,2605,878,225,110,42,17,51,115,653,311,89,56,166,342
ACSSF,2010e5,wv,000,0034,0000721,070,54,057,07000US540579078411620,"Burlington CDP, District 1, Mineral County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0000722,070,54,057,07000US540579078424484,"Elk Garden town, District 1, Mineral County, West Virginia",80,50,18,3,8,7,32,30,11,3,0,0,3,8,19,14,0,0,14,5
ACSSF,2010e5,wv,000,0034,0000723,070,54,057,07000US540579078428444,"Fort Ashby CDP (part), District 1, Mineral County, West Virginia",380,348,132,25,65,42,216,32,0,0,0,0,0,0,32,32,17,0,15,0
ACSSF,2010e5,wv,000,0034,0000724,070,54,057,07000US540579078463604,"Piedmont town, District 1, Mineral County, West Virginia",269,137,54,3,4,47,83,132,22,16,0,12,4,6,110,83,11,19,53,27
ACSSF,2010e5,wv,000,0034,0000725,070,54,057,07000US540579078499999,"District Remainder of 1, District 1, Mineral County, West Virginia",1859,1535,443,131,34,278,1092,324,112,73,20,41,12,39,212,165,0,15,150,47
ACSSF,2010e5,wv,000,0034,0000726,070,54,057,07000US540579082043492,"Keyser city, District 2, Mineral County, West Virginia",1284,900,317,72,103,142,583,384,81,58,14,0,44,23,303,163,26,23,114,140
ACSSF,2010e5,wv,000,0034,0000727,070,54,057,07000US540579082099999,"District Remainder of 2, District 2, Mineral County, West Virginia",1108,863,223,56,23,144,640,245,32,24,0,0,24,8,213,185,34,0,151,28
ACSSF,2010e5,wv,000,0034,0000728,070,54,057,07000US540579085613525,"Carpendale town, District 3, Mineral County, West Virginia",293,254,43,4,4,35,211,39,3,3,0,0,3,0,36,2,0,0,2,34
ACSSF,2010e5,wv,000,0034,0000729,070,54,057,07000US540579085628444,"Fort Ashby CDP (part), District 3, Mineral County, West Virginia",159,144,62,0,13,49,82,15,0,0,0,0,0,0,15,15,0,0,15,0
ACSSF,2010e5,wv,000,0034,0000730,070,54,057,07000US540579085668260,"Ridgeley town, District 3, Mineral County, West Virginia",191,136,39,4,0,35,97,55,20,5,0,4,1,15,35,31,0,0,31,4
ACSSF,2010e5,wv,000,0034,0000731,070,54,057,07000US540579085687316,"Wiley Ford CDP, District 3, Mineral County, West Virginia",246,190,93,9,65,19,97,56,19,0,0,0,0,19,37,5,0,0,5,32
ACSSF,2010e5,wv,000,0034,0000732,070,54,057,07000US540579085699999,"District Remainder of 3, District 3, Mineral County, West Virginia",1841,1463,423,89,56,278,1040,378,146,114,70,17,27,32,232,166,28,26,112,66
ACSSF,2010e5,wv,000,0034,0000733,070,54,059,07000US540599014167396,"Red Jacket CDP (part), Beech Ben Mate district, Mingo County, West Virginia",194,130,46,0,0,46,84,64,30,30,30,0,0,0,34,34,14,0,20,0
ACSSF,2010e5,wv,000,0034,0000734,070,54,059,07000US540599014199999,"Remainder of Beech Ben Mate district, Beech Ben Mate district, Mingo County, West Virginia",831,627,247,79,42,126,380,204,36,0,0,0,0,36,168,113,16,34,63,55
ACSSF,2010e5,wv,000,0034,0000735,070,54,059,07000US540599177043300,"Kermit town, Kermit Harvey district, Mingo County, West Virginia",199,144,37,16,0,21,107,55,5,0,0,0,0,5,50,12,0,4,8,38
ACSSF,2010e5,wv,000,0034,0000736,070,54,059,07000US540599177099999,"Remainder of Kermit Harvey district, Kermit Harvey district, Mingo County, West Virginia",903,739,218,28,25,165,521,164,61,34,0,34,0,27,103,0,0,0,0,103
