FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Married-couple family:,With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years,Other family:,"Male householder, no wife present:",With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years,"Female householder, no husband present:",With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years
ACSSF,2010e5,wv,000,0034,0005599,160,54,   ,16000US5433100,"Great Cacapon CDP, West Virginia",107,92,33,0,13,20,59,15,0,0,0,0,0,0,15,0,0,0,0,15
ACSSF,2010e5,wv,000,0034,0005600,160,54,   ,16000US5433124,"Green Bank CDP, West Virginia",32,32,24,24,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005601,160,54,   ,16000US5433436,"Green Spring CDP, West Virginia",43,43,13,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005602,160,54,   ,16000US5433580,"Greenview CDP, West Virginia",117,81,32,0,32,0,49,36,0,0,0,0,0,0,36,36,0,0,36,0
ACSSF,2010e5,wv,000,0034,0005603,160,54,   ,16000US5434180,"Gypsy CDP, West Virginia",18,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,18
ACSSF,2010e5,wv,000,0034,0005604,160,54,   ,16000US5434492,"Hambleton town, West Virginia",70,63,20,3,8,9,43,7,7,3,0,0,3,4,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005605,160,54,   ,16000US5434516,"Hamlin town, West Virginia",312,178,70,25,13,32,108,134,29,19,8,0,11,10,105,62,22,3,37,43
ACSSF,2010e5,wv,000,0034,0005606,160,54,   ,16000US5434756,"Handley town, West Virginia",47,34,12,2,4,6,22,13,2,0,0,0,0,2,11,3,3,0,0,8
ACSSF,2010e5,wv,000,0034,0005607,160,54,   ,16000US5435092,"Harman town, West Virginia",43,22,3,3,0,0,19,21,4,4,0,0,4,0,17,14,5,0,9,3
ACSSF,2010e5,wv,000,0034,0005608,160,54,   ,16000US5435284,"Harpers Ferry town, West Virginia",60,60,14,9,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005609,160,54,   ,16000US5435428,"Harrisville town, West Virginia",606,433,179,21,47,111,254,173,32,14,6,0,8,18,141,96,29,11,56,45
ACSSF,2010e5,wv,000,0034,0005610,160,54,   ,16000US5435500,"Hartford City town, West Virginia",206,146,69,25,13,31,77,60,22,4,0,0,4,18,38,21,0,0,21,17
ACSSF,2010e5,wv,000,0034,0005611,160,54,   ,16000US5435596,"Harts CDP, West Virginia",309,186,59,13,17,29,127,123,16,0,0,0,0,16,107,74,9,0,65,33
ACSSF,2010e5,wv,000,0034,0005612,160,54,   ,16000US5436220,"Hedgesville town, West Virginia",63,47,26,2,3,21,21,16,3,0,0,0,0,3,13,10,4,2,4,3
ACSSF,2010e5,wv,000,0034,0005613,160,54,   ,16000US5436292,"Helen CDP, West Virginia",18,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005614,160,54,   ,16000US5436340,"Helvetia CDP, West Virginia",4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005615,160,54,   ,16000US5436436,"Henderson town, West Virginia",51,26,9,4,0,5,17,25,5,3,0,3,0,2,20,19,6,4,9,1
ACSSF,2010e5,wv,000,0034,0005616,160,54,   ,16000US5436460,"Hendricks town, West Virginia",101,88,35,7,8,20,53,13,2,2,2,0,0,0,11,0,0,0,0,11
ACSSF,2010e5,wv,000,0034,0005617,160,54,   ,16000US5436484,"Henlawson CDP, West Virginia",154,114,0,0,0,0,114,40,19,0,0,0,0,19,21,0,0,0,0,21
ACSSF,2010e5,wv,000,0034,0005618,160,54,   ,16000US5436628,"Hepzibah CDP, West Virginia",192,179,49,0,21,28,130,13,13,13,13,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005619,160,54,   ,16000US5437036,"Hico CDP, West Virginia",60,50,16,0,0,16,34,10,0,0,0,0,0,0,10,0,0,0,0,10
ACSSF,2010e5,wv,000,0034,0005620,160,54,   ,16000US5437372,"Hillsboro town, West Virginia",67,56,36,23,4,9,20,11,0,0,0,0,0,0,11,8,0,0,8,3
ACSSF,2010e5,wv,000,0034,0005621,160,54,   ,16000US5437444,"Hilltop CDP, West Virginia",132,54,17,0,0,17,37,78,0,0,0,0,0,0,78,69,0,0,69,9
ACSSF,2010e5,wv,000,0034,0005622,160,54,   ,16000US5437636,"Hinton city, West Virginia",560,346,149,25,14,110,197,214,69,49,19,0,30,20,145,45,0,0,45,100
ACSSF,2010e5,wv,000,0034,0005623,160,54,   ,16000US5437948,"Holden CDP, West Virginia",185,121,97,47,21,29,24,64,0,0,0,0,0,0,64,27,0,0,27,37
ACSSF,2010e5,wv,000,0034,0005624,160,54,   ,16000US5438260,"Hometown CDP, West Virginia",238,172,18,0,0,18,154,66,0,0,0,0,0,0,66,36,36,0,0,30
ACSSF,2010e5,wv,000,0034,0005625,160,54,   ,16000US5438476,"Hooverson Heights CDP, West Virginia",821,657,244,37,61,146,413,164,61,27,0,0,27,34,103,48,23,9,16,55
ACSSF,2010e5,wv,000,0034,0005626,160,54,   ,16000US5439340,"Hundred town, West Virginia",78,73,27,5,3,19,46,5,2,0,0,0,0,2,3,3,0,0,3,0
ACSSF,2010e5,wv,000,0034,0005627,160,54,   ,16000US5439412,"Huntersville CDP, West Virginia",43,43,8,0,0,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005628,160,54,   ,16000US5439460,"Huntington city, West Virginia",11456,7533,2404,719,452,1233,5129,3923,880,499,140,0,359,381,3043,1641,350,338,953,1402
ACSSF,2010e5,wv,000,0034,0005629,160,54,   ,16000US5439532,"Hurricane city, West Virginia",1761,1530,652,156,146,350,878,231,40,15,0,0,15,25,191,146,18,68,60,45
ACSSF,2010e5,wv,000,0034,0005630,160,54,   ,16000US5439628,"Huttonsville town, West Virginia",31,28,13,3,4,6,15,3,0,0,0,0,0,0,3,3,0,0,3,0
ACSSF,2010e5,wv,000,0034,0005631,160,54,   ,16000US5439652,"Iaeger town, West Virginia",77,74,22,2,2,18,52,3,0,0,0,0,0,0,3,3,0,0,3,0
ACSSF,2010e5,wv,000,0034,0005632,160,54,   ,16000US5439676,"Idamay CDP, West Virginia",165,151,35,35,0,0,116,14,0,0,0,0,0,0,14,0,0,0,0,14
ACSSF,2010e5,wv,000,0034,0005633,160,54,   ,16000US5440204,"Inwood CDP, West Virginia",819,668,217,36,75,106,451,151,87,38,19,19,0,49,64,11,0,0,11,53
ACSSF,2010e5,wv,000,0034,0005634,160,54,   ,16000US5440444,"Itmann CDP, West Virginia",107,107,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005635,160,54,   ,16000US5440636,"Jacksonburg CDP, West Virginia",15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005636,160,54,   ,16000US5440828,"Jane Lew town, West Virginia",122,97,19,8,0,11,78,25,0,0,0,0,0,0,25,6,0,0,6,19
ACSSF,2010e5,wv,000,0034,0005637,160,54,   ,16000US5441010,"Jefferson CDP, West Virginia",104,51,12,9,3,0,39,53,0,0,0,0,0,0,53,41,3,15,23,12
ACSSF,2010e5,wv,000,0034,0005638,160,54,   ,16000US5442244,"Junior town, West Virginia",93,63,22,0,6,16,41,30,16,9,3,0,6,7,14,4,0,0,4,10
ACSSF,2010e5,wv,000,0034,0005639,160,54,   ,16000US5442292,"Justice CDP, West Virginia",151,151,71,0,0,71,80,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005640,160,54,   ,16000US5443180,"Kenova city, West Virginia",781,522,165,44,26,95,357,259,95,85,0,0,85,10,164,103,53,0,50,61
ACSSF,2010e5,wv,000,0034,0005641,160,54,   ,16000US5443300,"Kermit town, West Virginia",199,144,37,16,0,21,107,55,5,0,0,0,0,5,50,12,0,4,8,38
ACSSF,2010e5,wv,000,0034,0005642,160,54,   ,16000US5443492,"Keyser city, West Virginia",1284,900,317,72,103,142,583,384,81,58,14,0,44,23,303,163,26,23,114,140
ACSSF,2010e5,wv,000,0034,0005643,160,54,   ,16000US5443516,"Keystone city, West Virginia",61,38,16,4,9,3,22,23,6,0,0,0,0,6,17,0,0,0,0,17
ACSSF,2010e5,wv,000,0034,0005644,160,54,   ,16000US5443780,"Kimball town, West Virginia",72,50,9,0,0,9,41,22,2,2,2,0,0,0,20,4,0,4,0,16
ACSSF,2010e5,wv,000,0034,0005645,160,54,   ,16000US5443828,"Kimberly CDP, West Virginia",90,68,15,0,0,15,53,22,22,0,0,0,0,22,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005646,160,54,   ,16000US5443852,"Kincaid CDP, West Virginia",93,65,15,0,0,15,50,28,0,0,0,0,0,0,28,0,0,0,0,28
ACSSF,2010e5,wv,000,0034,0005647,160,54,   ,16000US5444044,"Kingwood city, West Virginia",861,680,216,88,39,89,464,181,27,27,0,0,27,0,154,75,0,12,63,79
ACSSF,2010e5,wv,000,0034,0005648,160,54,   ,16000US5444188,"Kistler CDP, West Virginia",116,45,0,0,0,0,45,71,0,0,0,0,0,0,71,40,0,0,40,31
ACSSF,2010e5,wv,000,0034,0005649,160,54,   ,16000US5444548,"Kopperston CDP, West Virginia",188,174,127,15,29,83,47,14,0,0,0,0,0,0,14,14,0,0,14,0
ACSSF,2010e5,wv,000,0034,0005650,160,54,   ,16000US5445292,"Lashmeet CDP, West Virginia",107,107,10,0,0,10,97,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005651,160,54,   ,16000US5445580,"Lavalette CDP, West Virginia",196,161,75,12,30,33,86,35,0,0,0,0,0,0,35,0,0,0,0,35
ACSSF,2010e5,wv,000,0034,0005652,160,54,   ,16000US5446300,"Leon town, West Virginia",46,39,12,0,4,8,27,7,5,5,0,0,5,0,2,0,0,0,0,2
ACSSF,2010e5,wv,000,0034,0005653,160,54,   ,16000US5446420,"Lesage CDP, West Virginia",398,316,122,57,0,65,194,82,0,0,0,0,0,0,82,37,26,0,11,45
ACSSF,2010e5,wv,000,0034,0005654,160,54,   ,16000US5446468,"Lester town, West Virginia",84,51,20,0,0,20,31,33,0,0,0,0,0,0,33,15,3,0,12,18
ACSSF,2010e5,wv,000,0034,0005655,160,54,   ,16000US5446636,"Lewisburg city, West Virginia",996,891,274,97,48,129,617,105,38,0,0,0,0,38,67,28,0,0,28,39
ACSSF,2010e5,wv,000,0034,0005656,160,54,   ,16000US5447788,"Littleton CDP, West Virginia",69,7,3,0,0,3,4,62,21,21,8,13,0,0,41,41,0,0,41,0
ACSSF,2010e5,wv,000,0034,0005657,160,54,   ,16000US5448148,"Logan city, West Virginia",376,244,102,26,32,44,142,132,24,18,8,0,10,6,108,43,8,10,25,65
ACSSF,2010e5,wv,000,0034,0005658,160,54,   ,16000US5448748,"Lost Creek town, West Virginia",133,76,27,0,6,21,49,57,4,4,4,0,0,0,53,29,4,7,18,24
ACSSF,2010e5,wv,000,0034,0005659,160,54,   ,16000US5449156,"Lubeck CDP, West Virginia",375,274,130,20,11,99,144,101,83,83,31,0,52,0,18,18,0,0,18,0
ACSSF,2010e5,wv,000,0034,0005660,160,54,   ,16000US5449252,"Lumberport town, West Virginia",318,200,65,19,0,46,135,118,29,25,15,5,5,4,89,53,4,4,45,36
ACSSF,2010e5,wv,000,0034,0005661,160,54,   ,16000US5449492,"Mabscott town, West Virginia",453,366,148,26,40,82,218,87,28,0,0,0,0,28,59,32,8,6,18,27
ACSSF,2010e5,wv,000,0034,0005662,160,54,   ,16000US5449564,"MacArthur CDP, West Virginia",393,274,58,0,0,58,216,119,52,52,0,0,52,0,67,58,48,10,0,9
ACSSF,2010e5,wv,000,0034,0005663,160,54,   ,16000US5449732,"McConnell CDP, West Virginia",207,159,45,0,45,0,114,48,0,0,0,0,0,0,48,12,0,0,12,36
ACSSF,2010e5,wv,000,0034,0005664,160,54,   ,16000US5450260,"McMechen city, West Virginia",429,329,86,41,19,26,243,100,26,26,6,0,20,0,74,57,28,0,29,17
ACSSF,2010e5,wv,000,0034,0005665,160,54,   ,16000US5450524,"Madison city, West Virginia",910,681,236,48,64,124,445,229,70,14,0,0,14,56,159,47,7,0,40,112
ACSSF,2010e5,wv,000,0034,0005666,160,54,   ,16000US5450860,"Mallory CDP, West Virginia",482,446,102,17,0,85,344,36,20,0,0,0,0,20,16,0,0,0,0,16
ACSSF,2010e5,wv,000,0034,0005667,160,54,   ,16000US5450932,"Man town, West Virginia",340,266,83,20,15,48,183,74,32,24,5,0,19,8,42,3,0,0,3,39
ACSSF,2010e5,wv,000,0034,0005668,160,54,   ,16000US5451100,"Mannington city, West Virginia",624,455,214,29,48,137,241,169,60,29,0,29,0,31,109,64,21,12,31,45
ACSSF,2010e5,wv,000,0034,0005669,160,54,   ,16000US5451676,"Marlinton town, West Virginia",365,176,23,4,0,19,153,189,79,36,0,0,36,43,110,78,56,3,19,32
ACSSF,2010e5,wv,000,0034,0005670,160,54,   ,16000US5451724,"Marmet city, West Virginia",454,328,118,16,8,94,210,126,36,4,0,0,4,32,90,54,13,11,30,36
ACSSF,2010e5,wv,000,0034,0005671,160,54,   ,16000US5452060,"Martinsburg city, West Virginia",4206,2739,979,279,226,474,1760,1467,417,327,87,109,131,90,1050,681,337,58,286,369
ACSSF,2010e5,wv,000,0034,0005672,160,54,   ,16000US5452180,"Mason town, West Virginia",280,188,62,3,5,54,126,92,3,3,3,0,0,0,89,49,19,5,25,40
ACSSF,2010e5,wv,000,0034,0005673,160,54,   ,16000US5452228,"Masontown town, West Virginia",234,179,80,6,18,56,99,55,14,7,0,7,0,7,41,32,12,14,6,9
ACSSF,2010e5,wv,000,0034,0005674,160,54,   ,16000US5452324,"Matewan town, West Virginia",150,90,38,0,0,38,52,60,21,5,0,0,5,16,39,15,5,0,10,24
ACSSF,2010e5,wv,000,0034,0005675,160,54,   ,16000US5452372,"Matheny CDP, West Virginia",172,118,16,16,0,0,102,54,0,0,0,0,0,0,54,12,0,0,12,42
ACSSF,2010e5,wv,000,0034,0005676,160,54,   ,16000US5452420,"Matoaka town, West Virginia",55,24,2,0,0,2,22,31,19,16,6,0,10,3,12,0,0,0,0,12
ACSSF,2010e5,wv,000,0034,0005677,160,54,   ,16000US5452588,"Maybeury CDP, West Virginia",66,55,29,0,14,15,26,11,0,0,0,0,0,0,11,0,0,0,0,11
ACSSF,2010e5,wv,000,0034,0005678,160,54,   ,16000US5452780,"Meadow Bridge town, West Virginia",93,69,11,3,5,3,58,24,0,0,0,0,0,0,24,15,0,7,8,9
ACSSF,2010e5,wv,000,0034,0005679,160,54,   ,16000US5453572,"Middlebourne town, West Virginia",220,157,64,10,7,47,93,63,17,8,8,0,0,9,46,15,5,0,10,31
ACSSF,2010e5,wv,000,0034,0005680,160,54,   ,16000US5453692,"Middleway CDP, West Virginia",51,40,9,0,0,9,31,11,0,0,0,0,0,0,11,0,0,0,0,11
ACSSF,2010e5,wv,000,0034,0005681,160,54,   ,16000US5454100,"Mill Creek town, West Virginia",176,143,50,0,14,36,93,33,3,3,0,0,3,0,30,13,0,0,13,17
ACSSF,2010e5,wv,000,0034,0005682,160,54,   ,16000US5454484,"Milton town, West Virginia",675,497,189,44,70,75,308,178,35,6,6,0,0,29,143,74,19,0,55,69
ACSSF,2010e5,wv,000,0034,0005683,160,54,   ,16000US5454508,"Minden CDP, West Virginia",36,18,0,0,0,0,18,18,0,0,0,0,0,0,18,0,0,0,0,18
ACSSF,2010e5,wv,000,0034,0005684,160,54,   ,16000US5454580,"Mineralwells CDP, West Virginia",495,415,179,0,33,146,236,80,26,0,0,0,0,26,54,41,0,19,22,13
ACSSF,2010e5,wv,000,0034,0005685,160,54,   ,16000US5454892,"Mitchell Heights town, West Virginia",116,102,32,4,13,15,70,14,2,2,0,0,2,0,12,4,0,0,4,8
ACSSF,2010e5,wv,000,0034,0005686,160,54,   ,16000US5455132,"Monaville CDP, West Virginia",104,104,39,9,0,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005687,160,54,   ,16000US5455276,"Monongah town, West Virginia",373,245,118,16,4,98,127,128,20,0,0,0,0,20,108,82,26,13,43,26
ACSSF,2010e5,wv,000,0034,0005688,160,54,   ,16000US5455372,"Montcalm CDP, West Virginia",143,136,33,0,18,15,103,7,0,0,0,0,0,0,7,0,0,0,0,7
ACSSF,2010e5,wv,000,0034,0005689,160,54,   ,16000US5455468,"Montgomery city, West Virginia",348,175,84,3,10,71,91,173,18,7,5,0,2,11,155,81,36,17,28,74
ACSSF,2010e5,wv,000,0034,0005690,160,54,   ,16000US5455540,"Montrose town, West Virginia",39,20,6,0,0,6,14,19,4,0,0,0,0,4,15,4,0,0,4,11
ACSSF,2010e5,wv,000,0034,0005691,160,54,   ,16000US5455588,"Moorefield town, West Virginia",514,357,66,7,7,52,291,157,18,0,0,0,0,18,139,103,6,38,59,36
ACSSF,2010e5,wv,000,0034,0005692,160,54,   ,16000US5455756,"Morgantown city, West Virginia",3653,2723,897,219,197,481,1826,930,251,119,35,67,17,132,679,347,92,45,210,332
ACSSF,2010e5,wv,000,0034,0005693,160,54,   ,16000US5456020,"Moundsville city, West Virginia",2457,1720,473,41,109,323,1247,737,181,103,38,0,65,78,556,287,96,27,164,269
ACSSF,2010e5,wv,000,0034,0005694,160,54,   ,16000US5456212,"Mount Carbon CDP, West Virginia",110,110,13,0,0,13,97,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005695,160,54,   ,16000US5456342,"Mount Gay-Shamrock CDP, West Virginia",459,344,96,15,18,63,248,115,46,12,0,0,12,34,69,15,15,0,0,54
ACSSF,2010e5,wv,000,0034,0005696,160,54,   ,16000US5456404,"Mount Hope city, West Virginia",361,232,78,14,21,43,154,129,29,12,0,0,12,17,100,58,33,0,25,42
ACSSF,2010e5,wv,000,0034,0005697,160,54,   ,16000US5457148,"Mullens city, West Virginia",436,321,134,56,24,54,187,115,20,3,0,0,3,17,95,60,34,0,26,35
ACSSF,2010e5,wv,000,0034,0005698,160,54,   ,16000US5457916,"Neibert CDP, West Virginia",47,47,12,0,0,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005699,160,54,   ,16000US5458180,"Nettie CDP, West Virginia",266,266,54,0,0,54,212,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005700,160,54,   ,16000US5458300,"Newburg town, West Virginia",161,135,47,5,20,22,88,26,10,10,6,0,4,0,16,16,11,0,5,0
ACSSF,2010e5,wv,000,0034,0005701,160,54,   ,16000US5458372,"New Cumberland city, West Virginia",346,227,78,24,12,42,149,119,53,47,0,16,31,6,66,24,3,0,21,42
ACSSF,2010e5,wv,000,0034,0005702,160,54,   ,16000US5458420,"Newell CDP, West Virginia",312,218,53,27,0,26,165,94,29,29,0,0,29,0,65,48,0,0,48,17
ACSSF,2010e5,wv,000,0034,0005703,160,54,   ,16000US5458564,"New Haven town, West Virginia",516,352,153,55,24,74,199,164,23,18,12,6,0,5,141,88,12,0,76,53
ACSSF,2010e5,wv,000,0034,0005704,160,54,   ,16000US5458684,"New Martinsville city, West Virginia",1367,1122,319,57,62,200,803,245,16,0,0,0,0,16,229,74,17,0,57,155
ACSSF,2010e5,wv,000,0034,0005705,160,54,   ,16000US5458756,"New Richmond CDP, West Virginia",38,38,18,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005706,160,54,   ,16000US5459068,"Nitro city, West Virginia",1874,1291,484,151,197,136,807,583,231,163,48,0,115,68,352,221,76,11,134,131
ACSSF,2010e5,wv,000,0034,0005707,160,54,   ,16000US5459428,"Northfork town, West Virginia",125,46,10,4,0,6,36,79,5,5,0,0,5,0,74,44,8,8,28,30
ACSSF,2010e5,wv,000,0034,0005708,160,54,   ,16000US5459458,"North Hills town, West Virginia",247,209,91,1,29,61,118,38,30,27,10,0,17,3,8,8,0,0,8,0
ACSSF,2010e5,wv,000,0034,0005709,160,54,   ,16000US5459836,"Nutter Fort town, West Virginia",455,357,93,17,0,76,264,98,26,19,0,0,19,7,72,26,0,0,26,46
ACSSF,2010e5,wv,000,0034,0005710,160,54,   ,16000US5460028,"Oak Hill city, West Virginia",2304,1674,522,100,124,298,1152,630,202,94,83,0,11,108,428,211,25,33,153,217
ACSSF,2010e5,wv,000,0034,0005711,160,54,   ,16000US5460196,"Oakvale town, West Virginia",27,27,3,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005712,160,54,   ,16000US5460364,"Oceana town, West Virginia",435,315,115,16,32,67,200,120,28,17,0,0,17,11,92,54,11,18,25,38
ACSSF,2010e5,wv,000,0034,0005713,160,54,   ,16000US5460628,"Omar CDP, West Virginia",224,163,54,0,20,34,109,61,0,0,0,0,0,0,61,0,0,0,0,61
ACSSF,2010e5,wv,000,0034,0005714,160,54,   ,16000US5461636,"Paden City city, West Virginia",717,546,199,29,67,103,347,171,44,30,23,0,7,14,127,91,34,0,57,36
ACSSF,2010e5,wv,000,0034,0005715,160,54,   ,16000US5461660,"Page CDP, West Virginia",42,26,0,0,0,0,26,16,0,0,0,0,0,0,16,16,0,0,16,0
ACSSF,2010e5,wv,000,0034,0005716,160,54,   ,16000US5461684,"Pageton CDP, West Virginia",40,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005717,160,54,   ,16000US5462140,"Parkersburg city, West Virginia",8211,5545,1876,368,333,1175,3669,2666,514,333,76,107,150,181,2152,1089,358,123,608,1063
ACSSF,2010e5,wv,000,0034,0005718,160,54,   ,16000US5462284,"Parsons city, West Virginia",489,362,149,41,20,88,213,127,30,6,6,0,0,24,97,53,24,21,8,44
ACSSF,2010e5,wv,000,0034,0005719,160,54,   ,16000US5462332,"Paw Paw town, West Virginia",92,51,5,0,0,5,46,41,0,0,0,0,0,0,41,23,6,0,17,18
ACSSF,2010e5,wv,000,0034,0005720,160,54,   ,16000US5462356,"Pax town, West Virginia",37,29,12,2,0,10,17,8,0,0,0,0,0,0,8,6,2,0,4,2
ACSSF,2010e5,wv,000,0034,0005721,160,54,   ,16000US5462488,"Pea Ridge CDP, West Virginia",1672,1447,446,57,153,236,1001,225,53,17,0,0,17,36,172,31,0,0,31,141
ACSSF,2010e5,wv,000,0034,0005722,160,54,   ,16000US5462764,"Pennsboro city, West Virginia",342,213,59,8,14,37,154,129,24,11,0,0,11,13,105,59,10,3,46,46
ACSSF,2010e5,wv,000,0034,0005723,160,54,   ,16000US5462788,"Pentress CDP, West Virginia",58,58,32,19,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005724,160,54,   ,16000US5462956,"Petersburg city, West Virginia",731,512,163,41,30,92,349,219,65,50,50,0,0,15,154,96,10,0,86,58
ACSSF,2010e5,wv,000,0034,0005725,160,54,   ,16000US5463052,"Peterstown town, West Virginia",130,87,48,6,7,35,39,43,7,0,0,0,0,7,36,8,0,3,5,28
ACSSF,2010e5,wv,000,0034,0005726,160,54,   ,16000US5463292,"Philippi city, West Virginia",694,483,77,28,20,29,406,211,43,18,0,0,18,25,168,127,31,0,96,41
ACSSF,2010e5,wv,000,0034,0005727,160,54,   ,16000US5463484,"Pickens CDP, West Virginia",29,14,0,0,0,0,14,15,0,0,0,0,0,0,15,15,0,0,15,0
ACSSF,2010e5,wv,000,0034,0005728,160,54,   ,16000US5463604,"Piedmont town, West Virginia",269,137,54,3,4,47,83,132,22,16,0,12,4,6,110,83,11,19,53,27
ACSSF,2010e5,wv,000,0034,0005729,160,54,   ,16000US5463772,"Pinch CDP, West Virginia",884,769,240,77,74,89,529,115,10,10,10,0,0,0,105,38,0,0,38,67
ACSSF,2010e5,wv,000,0034,0005730,160,54,   ,16000US5463892,"Pine Grove town, West Virginia",136,102,41,6,4,31,61,34,10,7,7,0,0,3,24,13,3,0,10,11
ACSSF,2010e5,wv,000,0034,0005731,160,54,   ,16000US5463940,"Pineville town, West Virginia",241,196,43,12,6,25,153,45,8,0,0,0,0,8,37,19,6,0,13,18
ACSSF,2010e5,wv,000,0034,0005732,160,54,   ,16000US5463988,"Piney View CDP, West Virginia",244,187,40,0,0,40,147,57,41,0,0,0,0,41,16,16,0,0,16,0
ACSSF,2010e5,wv,000,0034,0005733,160,54,   ,16000US5464228,"Pleasant Valley city, West Virginia",846,648,298,59,98,141,350,198,71,33,8,0,25,38,127,84,14,0,70,43
ACSSF,2010e5,wv,000,0034,0005734,160,54,   ,16000US5464516,"Poca town, West Virginia",369,283,84,24,10,50,199,86,18,0,0,0,0,18,68,50,5,12,33,18
ACSSF,2010e5,wv,000,0034,0005735,160,54,   ,16000US5464708,"Point Pleasant city, West Virginia",1140,797,320,8,118,194,477,343,95,82,9,0,73,13,248,125,57,0,68,123
ACSSF,2010e5,wv,000,0034,0005736,160,54,   ,16000US5465284,"Powellton CDP, West Virginia",144,130,29,15,0,14,101,14,0,0,0,0,0,0,14,0,0,0,0,14
ACSSF,2010e5,wv,000,0034,0005737,160,54,   ,16000US5465356,"Pratt town, West Virginia",145,101,42,9,5,28,59,44,10,5,0,0,5,5,34,8,0,0,8,26
ACSSF,2010e5,wv,000,0034,0005738,160,54,   ,16000US5465596,"Prichard CDP, West Virginia",116,95,63,0,11,52,32,21,8,0,0,0,0,8,13,13,0,0,13,0
ACSSF,2010e5,wv,000,0034,0005739,160,54,   ,16000US5465668,"Prince CDP, West Virginia",74,26,0,0,0,0,26,48,0,0,0,0,0,0,48,34,0,0,34,14
ACSSF,2010e5,wv,000,0034,0005740,160,54,   ,16000US5465692,"Princeton city, West Virginia",1721,1237,369,154,28,187,868,484,268,166,0,44,122,102,216,67,23,0,44,149
ACSSF,2010e5,wv,000,0034,0005741,160,54,   ,16000US5465836,"Prosperity CDP, West Virginia",367,183,83,25,0,58,100,184,19,0,0,0,0,19,165,66,39,0,27,99
ACSSF,2010e5,wv,000,0034,0005742,160,54,   ,16000US5465956,"Pullman town, West Virginia",63,55,33,11,3,19,22,8,2,2,0,2,0,0,6,0,0,0,0,6
ACSSF,2010e5,wv,000,0034,0005743,160,54,   ,16000US5466412,"Quinwood town, West Virginia",93,65,13,0,0,13,52,28,14,10,6,0,4,4,14,10,0,0,10,4
ACSSF,2010e5,wv,000,0034,0005744,160,54,   ,16000US5466460,"Rachel CDP, West Virginia",47,32,23,0,0,23,9,15,15,15,0,0,15,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005745,160,54,   ,16000US5466484,"Racine CDP, West Virginia",86,86,32,32,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005746,160,54,   ,16000US5466652,"Rainelle town, West Virginia",431,310,119,69,0,50,191,121,30,0,0,0,0,30,91,48,18,23,7,43
ACSSF,2010e5,wv,000,0034,0005747,160,54,   ,16000US5466892,"Rand CDP, West Virginia",394,218,22,0,12,10,196,176,35,16,16,0,0,19,141,92,10,49,33,49
