B15002_32_bachelor's_degree,2644,3267,430,4030,16442,6340,11406,66413,7140,1166,57378,7792,9757,15902,92365,1370,58840,7651,864,231,11118,2084,499,454,623,482,788,4469,2358,337,7395,1295,529,845,4419,1991,2633,733,3450,2007-2011
B15002_33_master's_degree,1045,1679,288,1868,5208,4015,4402,25523,2707,400,27909,2943,3847,4994,37708,714,21191,3572,260,63,5034,1251,261,304,416,258,558,1892,1591,297,2930,614,384,630,2155,816,1298,278,1061,2007-2011
B15002_34_professional_school_degree,307,331,14,488,899,691,751,5472,365,20,6292,657,761,846,8562,277,4010,947,89,7,955,228,56,17,99,50,174,450,500,117,433,193,35,188,462,155,337,63,298,2007-2011
B15002_35_doctorate_degree,78,189,51,240,544,993,475,2495,309,34,4412,333,389,534,4321,100,1811,360,40,0,439,83,42,14,25,11,29,190,179,6,51,19,20,42,240,104,115,49,151,2007-2011
B19001_1_total,23404,34477,7931,39473,75784,41349,85875,258710,45227,8049,265137,45451,37930,55465,362603,19085,262169,60939,10626,4364,68128,21266,5052,6307,9379,8183,6478,33634,11155,4793,47691,11116,6012,14675,29002,22920,24233,10416,29488,2007-2011
"B19001_2_less_than_$10,000",1578,2346,413,3937,2598,7915,6785,12010,2964,469,21268,2310,1058,1647,34130,1603,11022,3246,1191,374,2884,1077,574,641,690,560,482,2457,297,382,1841,738,377,1441,1392,2549,2748,1140,2271,2007-2011
"B19001_3_$10,000_to_$14,999",1498,2069,424,2555,2450,2974,4756,9361,1519,231,13246,1865,839,1518,17587,1629,8190,3197,915,407,2121,1166,351,497,816,808,553,1466,355,399,1369,692,304,1435,1092,1697,1735,934,1540,2007-2011
"B19001_4_$15,000_to_$19,999",972,1854,419,2327,3112,2817,4702,9634,1387,375,13530,2051,1158,1478,16526,1385,9640,2912,727,355,2200,1209,296,410,502,463,387,1712,482,248,1804,694,241,1234,1597,1565,1793,831,1717,2007-2011
"B19001_5_$20,000_to_$24,999",982,1638,480,1917,2681,2933,5694,11029,1685,429,13786,1810,1064,1602,16268,1358,11849,3138,590,291,2493,1271,262,429,729,870,358,1771,416,377,2362,466,247,788,1576,1333,1114,879,1310,2007-2011
"B19001_6_$25,000_to_$29,999",1123,1892,440,2316,2995,2371,5819,11635,1622,546,13531,2390,1622,1102,15751,1341,11459,3685,811,284,2658,1090,244,350,525,592,284,1758,382,235,1774,451,311,747,1235,1244,1642,835,1483,2007-2011
"B19001_7_$30,000_to_$34,999",1435,2043,728,2208,3271,1942,5842,12052,2378,620,14120,2431,1262,1678,17207,1076,14343,3473,590,266,3204,1095,258,373,583,620,316,2005,343,351,2027,865,380,977,1715,1429,1407,769,1457,2007-2011
"B19001_8_$35,000_to_$39,999",1355,2077,404,2131,3370,2233,5718,11291,2395,347,13836,2341,1594,1733,15192,911,11654,3204,653,216,2940,1193,221,477,545,473,382,1683,562,247,2108,549,342,920,1322,1254,1272,575,1255,2007-2011
"B19001_9_$40,000_to_$44,999",1152,1989,463,2019,3532,1789,5862,11631,2396,362,13643,2623,1617,2111,16433,835,12252,3184,593,397,3558,1186,366,452,624,377,365,1849,414,228,2494,588,169,889,1337,1557,1032,399,1922,2007-2011
"B19001_10_$45,000_to_$49,999",1440,1537,222,1989,3203,1365,4556,10540,1968,297,11304,2637,1216,1739,12482,1180,11880,3003,495,375,2389,744,143,415,345,330,290,1541,435,94,1981,444,315,668,1535,1111,911,521,1400,2007-2011
"B19001_11_$50,000_to_$59,999",2346,3159,644,3230,6602,3171,8268,20507,3883,919,21929,4337,2440,3402,24927,1701,21856,5206,825,322,6904,2205,539,456,871,604,357,3398,799,494,4767,979,505,1221,2700,2096,2101,827,2815,2007-2011
"B19001_12_$60,000_to_$74,999",2842,4177,1198,4359,8497,3462,9256,26713,5675,843,27205,4746,3337,5240,32302,1985,30643,7250,719,336,9403,2278,783,518,1062,1053,670,4229,1078,627,7357,1189,1014,1774,3615,2138,2568,965,3093,2007-2011
"B19001_13_$75,000_to_$99,999",3763,4289,961,5004,11383,3461,9649,33609,6961,945,29831,6713,6120,8397,37672,2278,38354,7552,1165,388,11419,3149,387,535,1064,868,815,4487,1696,479,8478,1364,954,1133,3932,2295,2886,1064,3704,2007-2011
"B19001_14_$100,000_to_$124,999",1279,2262,599,2602,7762,1586,4614,24532,4173,721,19426,3972,4831,7668,29849,872,26473,4679,632,193,7685,1819,179,510,546,344,391,2812,1221,332,4699,753,315,775,2631,1367,1518,345,2761,2007-2011
"B19001_15_$125,000_to_$149,999",885,1202,301,1195,5242,1059,2135,17233,2949,347,12059,2273,3230,4865,18207,480,15812,2516,317,80,3523,934,241,93,214,84,225,1213,749,145,2243,487,257,304,1337,400,547,186,1182,2007-2011
"B19001_16_$150,000_to_$199,999",504,1326,148,954,5422,1225,1443,19064,2096,354,13262,1728,3449,6070,22310,233,15720,2422,301,47,3199,514,71,97,191,95,219,759,1088,82,1683,449,212,253,1199,474,524,122,991,2007-2011
"B19001_17_$200,000_or_more",250,617,87,730,3664,1046,776,17869,1176,244,13161,1224,3093,5215,35760,218,11022,2272,102,33,1548,336,137,54,72,42,384,494,838,73,704,408,69,116,787,411,435,24,587,2007-2011
B19013_1_median_household_income_in_the_past_12_months_(in_2011_inflation-adjusted_dollars),50604,49060,49339,45752,66717,34151,42936,65423,61015,51989,51712,54763,81498,88262,57582,41336,63076,52050,38664,39167,64251,52883,44404,39684,41407,37028,46918,51691,75136,43255,63023,50582,56433,38514,55819,41163,41961,34068,51347,2007-2011
B25001_1_total,26167,39446,9335,44599,81587,50944,104576,285273,49535,10324,303430,51156,40571,62918,434749,22095,289912,68027,12257,5120,75626,23645,6121,7422,11739,9981,7458,38079,12302,6433,51572,13624,6756,16877,33003,26660,27828,12182,32258,2007-2011
B25003_1_total,23404,34477,7931,39473,75784,41349,85875,258710,45227,8049,265137,45451,37930,55465,362603,19085,262169,60939,10626,4364,68128,21266,5052,6307,9379,8183,6478,33634,11155,4793,47691,11116,6012,14675,29002,22920,24233,10416,29488,2007-2011
B25003_2_owner_occupied,18031,24173,6093,26912,60549,18872,50721,177428,34004,6327,154355,32542,32070,48110,200682,13023,185877,42435,7794,3229,53324,16359,3813,4211,7098,5716,4860,25334,9148,3947,38889,8821,5006,10320,20431,14625,15472,7137,22529,2007-2011
B25003_3_renter_occupied,5373,10304,1838,12561,15235,22477,35154,81282,11223,1722,110782,12909,5860,7355,161921,6062,76292,18504,2832,1135,14804,4907,1239,2096,2281,2467,1618,8300,2007,846,8802,2295,1006,4355,8571,8295,8761,3279,6959,2007-2011
B25024_1_total,26167,39446,9335,44599,81587,50944,104576,285273,49535,10324,303430,51156,40571,62918,434749,22095,289912,68027,12257,5120,75626,23645,6121,7422,11739,9981,7458,38079,12302,6433,51572,13624,6756,16877,33003,26660,27828,12182,32258,2007-2011
"B25024_2_1,_detached",21453,27807,7543,32098,66868,24018,66648,188490,40553,8176,172415,38965,34569,53881,213453,15166,208104,49497,8554,2820,63939,17867,5066,5273,7535,7060,5766,32543,10391,4269,45143,10399,5615,12810,24897,19311,20786,9043,26856,2007-2011
"B25024_3_1,_attached",287,1461,208,905,3472,1819,4569,21280,1147,262,19960,981,1201,3134,28178,554,17414,1390,168,51,1427,233,52,57,140,146,43,462,210,23,458,66,29,143,681,600,239,124,364,2007-2011
B25024_4_2,998,789,108,1179,437,3907,1241,3157,831,15,3861,720,226,305,9180,267,3294,894,451,119,639,562,41,326,223,163,169,655,612,27,446,189,80,613,1231,1322,988,407,1374,2007-2011
B25024_5_3_or_4,235,1283,275,1015,529,3875,3968,7203,999,121,12147,820,572,545,15326,834,5457,1658,370,56,685,122,26,183,74,175,21,569,30,56,583,241,25,673,1107,1032,1216,445,616,2007-2011
B25024_6_5_to_9,345,1598,106,1618,843,4486,11878,15399,1338,73,31073,1458,1072,374,35008,1249,14548,1822,118,57,2083,346,34,291,26,101,142,781,0,86,765,291,45,459,1731,1430,1086,205,630,2007-2011
B25024_7_10_to_19,113,798,90,1157,2659,5042,8667,27781,1762,167,31794,3344,683,416,50271,666,21124,2427,113,22,2330,256,0,35,6,16,33,510,8,18,685,134,0,107,1439,333,652,23,0,2007-2011
B25024_8_20_to_49,73,368,67,554,2264,3271,2687,12004,648,80,15646,1783,412,504,27242,249,11652,1690,14,3,1852,54,5,12,0,83,0,460,36,27,1071,155,56,110,554,256,277,30,53,2007-2011
B25024_9_50_or_more,0,141,33,336,988,2116,1827,6003,363,10,14767,392,323,397,53811,141,3537,883,31,0,426,27,18,0,18,29,0,254,52,4,157,9,7,117,287,203,327,47,106,2007-2011
B25024_10_mobile_home,2663,5170,887,5732,3527,2410,3091,3895,1844,1420,1621,2693,1507,3353,2132,2969,4730,7687,2438,1992,2233,4108,879,1245,3697,2195,1280,1812,963,1918,2264,2125,899,1845,1076,2173,2257,1858,2259,2007-2011
"B25024_11_boat,_rv,_van,_etc.",0,31,18,5,0,0,0,61,50,0,146,0,6,9,148,0,52,79,0,0,12,70,0,0,20,13,4,33,0,5,0,15,0,0,0,0,0,0,0,2007-2011
B25077_1_median_value_(dollars),137300,147000,140400,136100,198000,161100,121300,210100,178500,193800,185100,153900,247500,274200,250300,124500,190100,174400,112900,86800,167600,163700,121600,120800,128000,94200,184700,144500,234400,134500,147700,169900,156500,109200,164700,121000,129100,92500,163100,2007-2011
B25034_1_total,26167,39446,9335,44599,81587,50944,104576,285273,49535,10324,303430,51156,40571,62918,434749,22095,289912,68027,12257,5120,75626,23645,6121,7422,11739,9981,7458,38079,12302,6433,51572,13624,6756,16877,33003,26660,27828,12182,32258,2007-2011
B25034_2_built_2005_or_later,3310,2731,724,3172,11715,2893,7287,17095,6252,756,18268,5505,2178,11748,41955,1224,26950,6530,471,213,10840,3089,616,485,316,289,487,4103,1146,350,7070,987,499,819,2554,1528,1707,285,2741,2007-2011
B25034_3_built_2000_to_2004,4627,5939,1240,9048,18636,7047,17195,36610,9931,2182,34110,11784,5727,16859,57201,2555,59813,11341,801,357,21832,4591,1041,777,868,777,843,10513,1685,466,13102,2326,1036,1640,5180,3043,3265,868,5940,2007-2011
B25034_4_built_1990_to_1999,6806,9445,2159,9044,21158,10054,17135,62757,15073,3140,42904,10767,12400,20690,75123,4049,84860,16133,2177,1467,23169,5477,1261,1412,2803,1770,1743,9562,3576,1441,15894,4026,1725,2729,6831,4532,3844,1698,9457,2007-2011
B25034_5_built_1980_to_1989,4915,7248,1128,7209,15712,8682,20155,77658,6554,2379,55218,8631,11339,6341,66573,3575,69233,12173,2290,1165,10137,3307,1243,1136,2400,1659,1368,4653,2545,1507,7312,2343,1140,2524,7426,4462,5151,1730,5995,2007-2011
B25034_6_built_1970_to_1979,2667,6346,1316,6486,8345,9071,22072,46193,3954,1025,54068,8692,6305,3640,55153,4840,33479,8387,1949,676,4928,2127,519,1161,2546,1643,1062,3689,1836,789,3673,1682,979,3201,6539,4362,4572,1956,3280,2007-2011
B25034_7_built_1960_to_1969,1290,3381,1187,3503,2450,5621,14039,24823,2681,379,46116,3372,1587,1628,51099,2668,9037,5851,1485,330,2330,2015,411,511,880,980,709,2159,582,743,1673,914,397,1441,2373,2666,2332,1379,1607,2007-2011
B25034_8_built_1950_to_1959,1055,2076,510,2433,1379,3164,4829,13208,1705,122,31202,1385,376,915,39579,1404,3681,3955,1342,254,994,1113,380,465,468,743,347,1292,285,297,1309,717,165,1073,907,2190,2181,969,1333,2007-2011
B25034_9_built_1940_to_1949,450,1006,308,1459,757,1585,1206,3808,844,187,10380,471,182,377,18125,755,1316,2048,838,255,294,804,136,175,246,700,184,537,194,196,435,198,149,1056,576,1830,2212,613,631,2007-2011
B25034_10_built_1939_or_earlier,1047,1274,763,2245,1435,2827,658,3121,2541,154,11164,549,477,720,29941,1025,1543,1609,904,403,1102,1122,514,1300,1212,1420,715,1571,453,644,1104,431,666,2394,617,2047,2564,2684,1274,2007-2011
B25127_1_total,23404,34477,7931,39473,75784,41349,85875,258710,45227,8049,265137,45451,37930,55465,362603,19085,262169,60939,10626,4364,68128,21266,5052,6307,9379,8183,6478,33634,11155,4793,47691,11116,6012,14675,29002,22920,24233,10416,29488,2007-2011
B25127_2_owner_occupied,18031,24173,6093,26912,60549,18872,50721,177428,34004,6327,154355,32542,32070,48110,200682,13023,185877,42435,7794,3229,53324,16359,3813,4211,7098,5716,4860,25334,9148,3947,38889,8821,5006,10320,20431,14625,15472,7137,22529,2007-2011
B25127_3_built_2000_or_later,6400,6061,1469,7427,22957,3839,13366,35929,11757,2088,26115,11535,6243,22588,46924,2622,58124,12981,992,451,22006,6557,1122,969,982,863,1034,10267,2292,700,14974,2595,1371,1678,4700,3042,2720,872,6742,2007-2011
"B25127_4_1,_detached__or_attached",6252,5761,1327,6870,22779,3464,12951,34798,11567,1919,23548,11220,6144,22072,40798,2381,57209,12120,815,262,21737,6246,1055,846,595,769,878,10192,2184,558,14595,2397,1270,1626,4619,2975,2590,679,6634,2007-2011
B25127_5_2_to_4,36,0,0,0,0,54,66,238,30,0,146,0,26,85,552,40,230,148,0,0,36,0,0,0,0,2,0,16,16,0,58,0,0,0,64,0,0,0,0,2007-2011
B25127_6_5_to_19,0,143,0,15,46,139,171,253,0,0,930,9,0,40,997,7,347,52,0,0,41,0,0,0,0,0,0,0,0,18,80,0,0,0,0,0,0,0,0,2007-2011
B25127_7_20_to_49,0,15,0,0,18,71,0,179,0,0,390,0,0,0,698,12,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-2011
B25127_8_50_or_more,0,0,0,0,0,21,0,185,12,0,1016,0,0,35,3789,0,9,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-2011
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",112,142,142,542,114,90,178,276,148,169,85,306,73,356,90,182,314,534,177,189,192,311,67,123,387,92,156,59,92,124,241,198,101,52,17,67,130,193,108,2007-2011
B25127_10_built_1980_to_1999,8027,11234,2320,10280,28333,6201,17367,87885,16028,3257,45958,11524,19342,21405,72055,4936,96918,17887,2885,1688,24896,5988,1550,1520,3248,2090,2046,10134,4792,1742,18898,4016,2151,3571,8676,4938,5458,2167,11322,2007-2011
"B25127_11_1,_detached__or_attached",7194,9379,2098,8398,27335,5282,16184,84267,15412,2885,43468,10342,18611,20162,64377,4037,94295,15592,1963,917,24002,4003,1118,1001,1945,1248,1586,9350,4413,1079,17844,3277,1706,2877,8277,3934,4738,1605,10598,2007-2011
B25127_12_2_to_4,0,15,0,12,11,186,68,585,34,0,397,0,42,32,627,0,435,187,15,0,39,14,0,0,0,0,0,0,0,0,0,0,0,0,153,26,0,0,0,2007-2011
B25127_13_5_to_19,0,39,0,0,0,37,48,1478,49,0,1096,58,132,0,2515,31,568,64,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,9,0,0,2007-2011
B25127_14_20_to_49,0,0,0,0,0,34,0,27,10,0,208,0,0,0,1092,0,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-2011
B25127_15_50_or_more,0,0,0,0,0,17,0,87,0,0,308,17,7,0,2951,20,43,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-2011
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",833,1801,222,1870,987,645,1067,1441,523,372,481,1107,550,1211,493,848,1547,2028,907,771,855,1971,432,519,1289,842,460,775,379,663,1054,739,445,694,235,978,711,562,724,2007-2011
B25127_17_built_1960_to_1979,2220,4477,1423,5939,7436,5301,17053,41815,3857,734,49402,8088,5846,2991,40087,3910,27197,7952,2171,647,4968,2163,612,830,1852,1551,1105,3208,1586,898,3393,1423,872,2928,5797,3943,3883,1909,2769,2007-2011
"B25127_18_1,_detached__or_attached",2038,3998,1314,5286,6971,4956,16665,40896,3620,685,47131,7885,5677,2778,35617,3385,26504,7196,1942,427,4459,1936,571,810,1634,1295,998,3030,1522,717,3181,1124,794,2725,5424,3685,3590,1743,2555,2007-2011
B25127_19_2_to_4,0,15,0,13,40,70,77,290,13,0,659,16,11,0,670,23,194,0,0,0,48,10,0,0,57,0,0,0,15,0,0,0,0,0,91,1,19,0,0,2007-2011
B25127_20_5_to_19,0,8,0,0,11,94,95,303,0,0,1103,0,36,13,2020,0,42,55,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2007-2011
B25127_21_20_to_49,0,0,0,0,0,0,0,37,0,0,136,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-2011
B25127_22_50_or_more,0,0,0,0,0,20,0,0,0,0,166,0,0,0,1084,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2007-2011
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",182,456,109,640,414,161,216,289,224,49,207,187,122,200,183,502,438,701,229,220,461,217,13,20,161,256,107,178,49,181,212,299,78,193,271,257,274,166,214,2007-2011
B25127_24_built_1940_to_1959,876,1584,440,2085,1143,2269,2685,10154,1173,174,25244,1062,323,698,25938,1063,2768,2798,1225,244,874,1013,205,308,389,626,307,936,223,290,1111,503,151,1140,866,1796,2144,922,1212,2007-2011
"B25127_25_1,_detached__or_attached",876,1558,440,2066,1134,2242,2685,9939,1167,174,24699,1048,323,642,24632,1059,2650,2758,1206,230,874,1013,205,305,380,624,293,932,206,290,1111,503,151,1140,824,1796,2144,910,1176,2007-2011
B25127_26_2_to_4,0,0,0,0,0,0,0,63,0,0,162,0,0,0,387,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,33,0,0,0,22,2007-2011
B25127_27_5_to_19,0,0,0,0,0,9,0,73,0,0,249,0,0,26,256,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2007-2011
B25127_28_20_to_49,0,0,0,0,0,0,0,0,0,0,34,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-2011
B25127_29_50_or_more,0,0,0,0,0,0,0,0,0,0,65,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-2011
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",0,26,0,19,9,18,0,79,6,0,35,14,0,30,15,4,100,40,19,14,0,0,0,0,9,0,14,0,17,0,0,0,0,0,9,0,0,12,0,2007-2011
B25127_31_built_1939_or_earlier,508,817,441,1181,680,1262,250,1645,1189,74,7636,333,316,428,15678,492,870,817,521,199,580,638,324,584,627,586,368,789,255,317,513,284,461,1003,392,906,1267,1267,484,2007-2011
"B25127_32_1,_detached__or_attached",508,812,441,1152,680,1199,250,1634,1189,74,7504,333,316,428,13572,492,862,794,521,199,516,622,324,584,625,586,366,772,247,311,513,284,461,1003,370,906,1267,1267,467,2007-2011
B25127_33_2_to_4,0,5,0,11,0,24,0,0,0,0,47,0,0,0,440,0,0,23,0,0,0,0,0,0,0,0,2,17,0,6,0,0,0,0,0,0,0,0,0,2007-2011
B25127_34_5_to_19,0,0,0,17,0,25,0,0,0,0,52,0,0,0,700,0,0,0,0,0,64,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2007-2011
B25127_35_20_to_49,0,0,0,0,0,7,0,11,0,0,21,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-2011
B25127_36_50_or_more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-2011
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",0,0,0,1,0,7,0,0,0,0,12,0,0,0,15,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,17,2007-2011
B25127_38_renter_occupied,5373,10304,1838,12561,15235,22477,35154,81282,11223,1722,110782,12909,5860,7355,161921,6062,76292,18504,2832,1135,14804,4907,1239,2096,2281,2467,1618,8300,2007,846,8802,2295,1006,4355,8571,8295,8761,3279,6959,2007-2011
B25127_39_built_2000_or_later,896,1906,342,3554,4914,4417,7345,13111,3165,596,19688,3906,1100,2743,34697,713,19923,3452,148,50,6604,695,237,158,114,118,172,2582,325,49,3413,429,69,512,1864,951,1398,225,1275,2007-2011
"B25127_40_1,_detached__or_attached",681,867,170,1561,2038,1212,2523,3493,1817,289,4122,1501,474,1694,7068,353,6546,1064,67,14,3397,463,207,62,42,58,82,1851,222,11,1677,140,54,153,472,497,353,32,904,2007-2011
B25127_41_2_to_4,122,315,53,419,224,439,585,1108,169,63,1208,343,34,109,1724,49,1054,351,54,0,148,84,0,19,5,0,50,77,79,0,295,0,5,78,160,60,381,136,239,2007-2011
B25127_42_5_to_19,13,431,25,966,1391,1837,2825,5069,800,143,5968,1253,141,413,9448,189,7380,920,0,7,1743,26,0,52,0,0,31,408,0,0,755,120,0,181,831,218,419,41,65,2007-2011
B25127_43_20_to_49,0,248,48,162,743,509,638,1851,273,61,4085,577,298,171,4041,36,3419,580,0,0,999,0,0,0,0,17,0,179,0,0,497,137,3,21,276,61,119,0,0,2007-2011
B25127_44_50_or_more,0,29,0,130,433,327,466,1406,106,10,4228,210,39,259,12237,54,1402,395,10,0,299,8,0,0,0,0,0,60,14,0,54,9,7,11,84,31,97,0,13,2007-2011
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",80,16,46,316,85,93,308,184,0,30,77,22,114,97,179,32,122,142,17,29,18,114,30,25,67,43,9,7,10,38,135,23,0,68,41,84,29,16,54,2007-2011
B25127_46_built_1980_to_1999,2541,3843,560,4556,6717,9160,13000,40580,3976,869,40865,5431,3027,2833,53294,1931,43283,7860,1134,584,5730,2013,495,591,1076,865,513,3038,837,533,3240,816,463,1203,3886,2849,2532,930,2852,2007-2011
"B25127_47_1,_detached__or_attached",1046,1559,271,1607,2854,1476,4069,9383,1769,459,8362,1632,1461,1615,6706,526,13855,2653,236,137,3017,584,331,147,355,266,169,1533,462,228,1692,226,173,335,1274,984,786,211,1249,2007-2011
B25127_48_2_to_4,595,729,124,652,437,2284,1195,3632,590,19,3781,517,260,176,3551,324,3990,620,293,52,598,299,5,181,82,112,17,451,167,23,386,100,69,198,893,679,620,153,664,2007-2011
B25127_49_5_to_19,248,675,39,887,1333,3015,5873,19427,983,79,19744,1977,984,121,23644,618,17583,1713,48,23,1456,380,6,30,26,102,48,405,0,81,284,81,36,189,1347,689,568,168,321,2007-2011
B25127_50_20_to_49,45,48,19,113,800,1007,863,5150,109,14,4155,733,74,256,9247,95,5113,795,14,3,225,21,0,12,0,0,0,161,36,27,433,9,53,19,143,26,32,6,53,2007-2011
B25127_51_50_or_more,0,57,26,132,277,568,547,2287,185,0,4581,119,80,87,9716,30,1570,146,21,0,127,19,0,0,0,17,0,125,24,0,45,0,0,12,130,108,66,24,16,2007-2011
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",607,775,81,1165,1016,810,453,701,340,298,242,453,168,578,430,338,1172,1933,522,369,307,710,153,221,613,368,279,363,148,174,400,400,132,450,99,363,460,368,549,2007-2011
B25127_53_built_1960_to_1979,1188,3448,480,2500,2276,6181,12219,20845,2206,152,36162,2876,1478,1267,45470,2394,10972,4389,803,266,1804,1342,241,726,713,686,539,1622,571,160,1384,713,225,1250,2252,2162,2364,1000,1525,2007-2011
"B25127_54_1,_detached__or_attached",758,1446,264,1243,1319,1626,4751,7490,1004,64,7918,1669,927,690,8764,804,4931,1914,321,104,1053,909,148,347,445,338,386,924,355,106,915,149,155,578,1255,1118,1057,470,910,2007-2011
B25127_55_2_to_4,207,523,76,499,167,1555,1739,2223,475,26,5519,249,218,124,5388,358,1467,614,182,27,192,103,40,143,94,119,33,428,157,6,113,156,22,398,370,509,520,364,411,2007-2011
B25127_56_5_to_19,0,328,94,388,218,1824,4761,8214,375,13,17926,576,153,100,19803,660,3370,605,45,18,260,100,0,166,3,10,0,111,0,5,228,174,2,29,374,340,406,19,66,2007-2011
B25127_57_20_to_49,14,8,0,53,136,522,304,1548,38,5,2301,99,0,18,4277,87,692,134,0,0,0,33,0,0,0,11,0,28,0,0,25,9,0,32,0,30,6,18,0,2007-2011
B25127_58_50_or_more,0,55,7,33,14,534,371,1085,0,0,2314,46,74,16,6884,37,271,39,0,0,0,0,0,0,4,12,0,18,14,0,0,0,0,46,73,35,104,0,57,2007-2011
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",209,1088,39,284,422,120,293,285,314,44,184,237,106,319,354,448,241,1083,255,117,299,197,53,70,167,196,120,113,45,43,103,225,46,167,180,130,271,129,81,2007-2011
B25127_60_built_1940_to_1959,438,736,243,1233,760,1808,2272,5636,880,52,11284,541,183,323,19281,596,1489,2129,534,136,346,604,197,182,221,489,195,658,177,39,463,236,91,659,376,1642,1676,411,732,2007-2011
"B25127_61_1,_detached__or_attached",309,639,171,941,647,893,1050,3452,690,52,6609,372,119,174,7809,484,869,1684,389,133,311,525,140,153,190,382,195,532,177,39,382,166,91,384,293,1283,1276,310,490,2007-2011
B25127_62_2_to_4,81,80,69,92,35,432,167,629,152,0,1440,119,41,107,2919,33,323,161,67,0,7,75,22,17,28,26,0,98,0,0,48,29,0,227,0,209,257,56,178,2007-2011
B25127_63_5_to_19,34,17,3,0,68,228,883,1073,0,0,2316,35,11,0,4691,79,254,127,78,3,0,4,0,0,3,0,0,28,0,0,33,29,0,0,54,129,101,0,64,2007-2011
B25127_64_20_to_49,14,0,0,9,0,84,73,279,35,0,448,0,0,0,874,0,0,0,0,0,28,0,5,0,0,55,0,0,0,0,0,0,0,10,0,0,0,6,0,2007-2011
B25127_65_50_or_more,0,0,0,0,10,140,99,172,0,0,412,0,12,0,2938,0,32,13,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,38,0,21,14,15,0,2007-2011
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",0,0,0,191,0,31,0,31,3,0,59,15,0,42,50,0,11,144,0,0,0,0,12,12,0,26,0,0,0,0,0,12,0,0,29,0,28,24,0,2007-2011
B25127_67_built_1939_or_earlier,310,371,213,718,568,911,318,1110,996,53,2783,155,72,189,9179,428,625,674,213,99,320,253,69,439,157,309,199,400,97,65,302,101,158,731,193,691,791,713,575,2007-2011
"B25127_68_1,_detached__or_attached",259,226,144,466,321,546,112,725,574,48,1443,122,58,189,3486,375,311,575,213,18,255,215,69,419,155,297,143,335,97,61,302,101,158,603,193,536,720,632,457,2007-2011
B25127_69_2_to_4,19,99,61,119,0,103,31,68,149,0,529,20,0,0,2083,12,109,85,0,65,58,38,0,20,0,5,5,13,0,0,0,0,0,65,0,110,59,73,100,2007-2011
B25127_70_5_to_19,32,40,8,102,66,164,163,75,213,5,514,13,14,0,1779,41,139,14,0,16,7,0,0,0,0,0,51,25,0,0,0,0,0,35,0,37,0,0,18,2007-2011
B25127_71_20_to_49,0,0,0,10,0,56,0,97,0,0,170,0,0,0,500,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,0,2007-2011
B25127_72_50_or_more,0,0,0,21,181,42,12,145,60,0,100,0,0,0,1245,0,52,0,0,0,0,0,0,0,0,0,0,27,0,4,0,0,0,0,0,8,0,8,0,2007-2011
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",0,6,0,0,0,0,0,0,0,0,27,0,0,0,86,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-2011
