B25127_26_2_to_4,154,1367,2206,3450,1167,490,2911,1511,22,637,41,209,38,123,139,130,2182,60,92,2008-2012
B25127_27_5_to_19,107,14,331,719,444,39,593,52,0,61,24,9,0,8,24,0,9,0,0,2008-2012
B25127_28_20_to_49,8,26,93,413,318,16,376,69,0,15,0,12,0,0,0,0,40,0,0,2008-2012
B25127_29_50_or_more,8,27,48,418,258,0,429,59,0,0,13,0,0,0,10,14,9,0,0,2008-2012
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",30,47,146,110,81,36,52,150,41,23,16,90,90,0,26,0,58,18,46,2008-2012
B25127_31_built_1939_or_earlier,7235,34340,61959,121195,51281,28235,62853,47732,3433,14659,8449,10546,4759,3357,8232,5875,39352,4962,6091,2008-2012
"B25127_32_1,_detached__or_attached",6514,23756,45407,83435,41278,24095,23967,36278,3043,11415,7434,9069,4158,2671,7194,4825,25818,4232,5269,2008-2012
B25127_33_2_to_4,485,10033,14261,32978,7650,3690,28137,10679,335,2919,837,1137,522,642,975,898,12467,674,759,2008-2012
B25127_34_5_to_19,169,463,1386,2577,1364,270,6694,391,32,150,19,220,53,31,19,131,486,25,0,2008-2012
B25127_35_20_to_49,27,16,647,1241,537,99,2346,166,13,48,0,53,14,13,44,12,236,0,17,2008-2012
B25127_36_50_or_more,32,72,251,880,404,57,1683,154,10,113,159,51,0,0,0,0,310,0,21,2008-2012
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",8,0,7,84,48,24,26,64,0,14,0,16,12,0,0,9,35,31,25,2008-2012
B25127_38_renter_occupied,19213,76222,102066,213084,77725,40847,184700,100625,6047,49037,15998,26232,15528,5461,19715,13130,108883,12233,12881,2008-2012
B25127_39_built_2000_or_later,1437,2851,7150,17176,7352,3124,12209,4043,431,3333,1371,2299,1721,167,1360,927,3828,1215,340,2008-2012
"B25127_40_1,_detached__or_attached",638,673,829,1565,612,551,1172,1186,212,672,376,552,359,77,240,431,829,186,90,2008-2012
B25127_41_2_to_4,388,417,990,2321,772,623,2634,926,40,435,153,361,331,29,124,232,929,247,202,2008-2012
B25127_42_5_to_19,111,726,1592,3313,1771,744,1683,753,41,518,346,558,343,16,507,134,767,489,0,2008-2012
B25127_43_20_to_49,107,463,1645,2946,1403,475,1456,474,81,1084,321,470,360,12,167,48,432,63,0,2008-2012
B25127_44_50_or_more,177,555,2094,7018,2764,701,5228,646,0,557,130,260,221,33,322,82,871,230,40,2008-2012
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",16,17,0,13,30,30,36,58,57,67,45,98,107,0,0,0,0,0,8,2008-2012
B25127_46_built_1980_to_1999,4559,10005,13233,28160,12752,5836,19654,14256,1576,10846,4186,7977,3293,499,3108,2079,13964,2771,2512,2008-2012
"B25127_47_1,_detached__or_attached",2329,1859,2093,3933,1478,1319,2288,2615,575,1923,778,1828,479,134,512,707,1325,996,527,2008-2012
B25127_48_2_to_4,732,2740,3049,5834,2183,1512,5311,2930,327,1949,710,1696,616,126,397,587,3834,588,576,2008-2012
B25127_49_5_to_19,712,2828,3140,7078,3362,1539,3439,3911,344,2384,1558,2140,1011,112,1014,152,3165,396,839,2008-2012
B25127_50_20_to_49,273,1001,2006,3906,1819,508,2683,1885,130,3165,752,1575,726,38,241,122,1870,226,219,2008-2012
B25127_51_50_or_more,460,1497,2888,7305,3856,892,5909,2751,66,1316,128,425,274,89,913,391,3750,498,145,2008-2012
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",53,80,57,104,54,66,24,164,134,109,260,313,187,0,31,120,20,67,206,2008-2012
B25127_53_built_1960_to_1979,7228,14956,19748,48130,22827,11986,33841,21499,1346,11967,3124,7325,3456,926,5824,3192,22201,3049,2963,2008-2012
"B25127_54_1,_detached__or_attached",3935,2582,2535,5215,2122,3286,2518,3379,325,2449,580,1503,482,75,937,930,2574,1319,620,2008-2012
B25127_55_2_to_4,1334,4590,5288,10265,4310,2495,8382,4918,298,2266,734,1597,779,356,597,1070,5674,808,804,2008-2012
B25127_56_5_to_19,1258,4549,5594,13783,6914,3302,8002,7486,398,3398,777,1751,972,324,2163,561,5383,446,982,2008-2012
B25127_57_20_to_49,328,1049,2637,7226,3385,996,4073,1601,52,2955,503,1564,510,151,776,298,2414,170,153,2008-2012
B25127_58_50_or_more,314,1957,3575,11453,6085,1791,10713,3984,106,735,268,401,455,20,1233,249,5957,254,252,2008-2012
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",59,229,119,188,11,116,153,131,167,164,262,509,258,0,118,84,199,52,152,2008-2012
B25127_60_built_1940_to_1959,2893,12282,14249,30843,12166,5907,25233,14822,732,5105,1383,3121,2010,874,3016,2247,15931,1758,1564,2008-2012
"B25127_61_1,_detached__or_attached",1573,2809,3342,6090,3418,2594,1801,3742,262,1298,481,1198,411,277,1320,1084,3397,997,486,2008-2012
B25127_62_2_to_4,942,6104,5858,13820,4351,1839,10362,6377,223,2437,375,1139,889,434,809,820,8271,527,856,2008-2012
B25127_63_5_to_19,113,2331,3176,6017,2600,823,7974,3041,200,982,292,467,520,135,506,177,2306,169,153,2008-2012
B25127_64_20_to_49,98,378,735,2291,912,295,2753,679,18,225,100,203,72,0,215,75,784,36,37,2008-2012
B25127_65_50_or_more,158,603,1095,2618,885,356,2284,926,20,155,78,92,113,28,154,80,1147,21,25,2008-2012
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",9,57,43,7,0,0,59,57,9,8,57,22,5,0,12,11,26,8,7,2008-2012
B25127_67_built_1939_or_earlier,3096,36128,47686,88775,22628,13994,93763,46005,1962,17786,5934,5510,5048,2995,6407,4685,52959,3440,5502,2008-2012
"B25127_68_1,_detached__or_attached",1491,3059,5811,13510,3794,2454,5614,6053,535,1773,1193,1541,897,487,1450,1460,4517,923,997,2008-2012
B25127_69_2_to_4,1118,22568,27338,51297,11036,8081,48375,27017,957,10177,2577,2094,2328,1895,2970,2224,35481,1731,2993,2008-2012
B25127_70_5_to_19,452,7883,8022,13826,4790,2560,23530,8802,362,4132,1613,1304,1272,371,1346,747,8806,596,1369,2008-2012
B25127_71_20_to_49,15,691,3464,4946,1508,511,8646,1561,65,998,309,299,259,84,202,77,1151,87,103,2008-2012
B25127_72_50_or_more,20,1901,2987,5196,1500,388,7560,2572,43,700,242,272,292,158,420,177,3004,75,40,2008-2012
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",0,26,64,0,0,0,38,0,0,6,0,0,0,0,19,0,0,28,0,2008-2012
B11003_1_total,59744,139359,189387,369928,169105,127215,140113,201432,17190,104156,38335,81230,30114,12913,43037,21532,145896,32722,29811,2008-2012
B11003_2_married-couple_family,47963,99637,137994,294857,135918,97472,80259,151603,13455,81429,30694,67256,23420,10586,32658,17012,96733,26392,21973,2008-2012
B11003_3_with_own_children_under_18_years,13776,39970,60286,135349,62797,42671,32131,67962,4564,34761,11343,28323,9574,4277,13107,6182,39433,9747,8434,2008-2012
B11003_4_under_6_years_only,3075,7701,14986,36657,15221,8552,11425,14610,1235,7888,2743,5528,2287,743,2871,1139,9119,1868,1850,2008-2012
B11003_5_under_6_years_and_6_to_17_years,2240,7848,10108,23236,11250,8355,5902,12290,631,6028,1928,4857,1568,686,2258,1401,7610,1743,1609,2008-2012
B11003_6_6_to_17_years_only,8461,24421,35192,75456,36326,25764,14804,41062,2698,20845,6672,17938,5719,2848,7978,3642,22704,6136,4975,2008-2012
B11003_7_no_own_children_under_18_years,34187,59667,77708,159508,73121,54801,48128,83641,8891,46668,19351,38933,13846,6309,19551,10830,57300,16645,13539,2008-2012
B11003_8_other_family,11781,39722,51393,75071,33187,29743,59854,49829,3735,22727,7641,13974,6694,2327,10379,4520,49163,6330,7838,2008-2012
"B11003_9_male_householder,_no_wife_present",2864,9510,13041,18366,8059,7358,12966,13387,1020,6663,2048,4406,1969,484,3013,1096,11718,1861,2393,2008-2012
B11003_10_with_own_children_under_18_years,1113,4398,5648,6768,3390,3438,4985,6014,667,3653,1149,1990,1272,181,1463,654,5308,799,1358,2008-2012
B11003_11_under_6_years_only,166,1367,1276,2095,853,633,1550,1471,113,840,330,265,333,49,489,193,1546,92,489,2008-2012
B11003_12_under_6_years_and_6_to_17_years,204,634,735,640,410,360,601,618,137,431,110,157,205,13,117,72,1006,38,149,2008-2012
B11003_13_6_to_17_years_only,743,2397,3637,4033,2127,2445,2834,3925,417,2382,709,1568,734,119,857,389,2756,669,720,2008-2012
B11003_14_no_own_children_under_18_years,1751,5112,7393,11598,4669,3920,7981,7373,353,3010,899,2416,697,303,1550,442,6410,1062,1035,2008-2012
"B11003_15_female_householder,_no_husband_present",8917,30212,38352,56705,25128,22385,46888,36442,2715,16064,5593,9568,4725,1843,7366,3424,37445,4469,5445,2008-2012
B11003_16_with_own_children_under_18_years,4884,17959,21638,28482,12133,11914,27414,21265,1781,10019,3479,5273,2682,912,3699,1998,22929,2286,3245,2008-2012
B11003_17_under_6_years_only,714,3554,4196,5328,2153,1822,5315,4440,275,2182,703,852,690,138,630,451,4428,276,687,2008-2012
B11003_18_under_6_years_and_6_to_17_years,622,3168,4073,3916,1399,1994,5732,3313,281,1739,477,653,417,122,572,190,5070,329,732,2008-2012
B11003_19_6_to_17_years_only,3548,11237,13369,19238,8581,8098,16367,13512,1225,6098,2299,3768,1575,652,2497,1357,13431,1681,1826,2008-2012
B11003_20_no_own_children_under_18_years,4033,12253,16714,28223,12995,10471,19474,15177,934,6045,2114,4295,2043,931,3667,1426,14516,2183,2200,2008-2012
B25075_1_total,76307,133310,183078,366125,179413,139016,102742,198725,19080,104710,41226,89320,31293,13856,49007,21599,129640,37115,31028,2008-2012
"B25075_2_less_than_$10,000",95,415,363,558,333,309,103,256,108,160,119,316,138,19,47,23,231,109,93,2008-2012
"B25075_3_$10,000_to_$14,999",87,158,123,201,106,209,107,355,120,213,264,264,180,5,121,39,222,93,61,2008-2012
"B25075_4_$15,000_to_$19,999",150,421,331,330,200,275,51,653,112,367,329,444,275,9,289,35,444,82,286,2008-2012
"B25075_5_$20,000_to_$24,999",195,732,274,575,264,380,138,685,121,411,378,509,241,26,204,98,551,105,176,2008-2012
"B25075_6_$25,000_to_$29,999",186,611,609,659,292,399,228,753,221,359,251,408,325,41,324,83,428,104,266,2008-2012
"B25075_7_$30,000_to_$34,999",188,448,515,920,373,488,278,424,39,232,253,258,281,37,92,44,378,153,152,2008-2012
"B25075_8_$35,000_to_$39,999",179,248,428,670,250,288,189,278,78,160,122,333,224,19,39,119,97,87,11,2008-2012
"B25075_9_$40,000_to_$49,999",132,303,584,969,628,518,244,452,280,303,308,674,495,6,97,34,295,96,145,2008-2012
"B25075_10_$50,000_to_$59,999",118,341,464,723,266,416,200,566,178,356,280,583,383,27,177,92,357,88,247,2008-2012
"B25075_11_$60,000_to_$69,999",193,259,362,635,234,420,306,647,141,286,314,445,314,0,322,48,351,88,159,2008-2012
"B25075_12_$70,000_to_$79,999",115,559,356,562,157,477,154,714,167,696,318,393,342,33,209,30,659,38,127,2008-2012
"B25075_13_$80,000_to_$89,999",128,435,476,747,207,529,185,870,228,543,298,650,530,10,343,66,867,10,265,2008-2012
"B25075_14_$90,000_to_$99,999",120,647,581,637,327,685,398,1230,225,844,289,578,471,0,361,73,1154,46,359,2008-2012
"B25075_15_$100,000_to_$124,999",644,2474,2366,3325,1128,1842,1068,4991,759,2820,1738,1856,900,72,1592,265,4543,373,1344,2008-2012
"B25075_16_$125,000_to_$149,999",522,2265,2928,3640,1082,1985,1088,6136,987,3194,1463,2277,1333,117,2034,237,5912,290,1870,2008-2012
"B25075_17_$150,000_to_$174,999",1288,5649,5618,6397,2592,4132,2318,13224,1886,7230,3057,3837,2630,178,5129,560,12594,902,3895,2008-2012
"B25075_18_$175,000_to_$199,999",1423,7093,5240,6834,3280,4679,2539,15667,2168,8284,4149,4352,3284,524,5543,558,13675,1211,3440,2008-2012
"B25075_19_$200,000_to_$249,999",7333,23773,18867,23882,12604,16329,10715,39420,3504,22539,8922,14402,6862,1690,11908,1898,30077,5076,6797,2008-2012
"B25075_20_$250,000_to_$299,999",9597,26266,24705,34721,19203,20555,12828,34250,2433,21068,7511,15679,4781,2351,7130,2802,22976,6732,4649,2008-2012
"B25075_21_$300,000_to_$399,999",20999,35328,48240,95230,49679,37299,29124,42415,2861,21120,6844,21343,4399,3898,7010,5334,19447,9184,4292,2008-2012
"B25075_22_$400,000_to_$499,999",11162,13404,27494,67311,30174,20329,16650,17884,921,7651,1929,9632,1700,2000,2969,2968,7339,4946,1228,2008-2012
"B25075_23_$500,000_to_$749,999",12367,8823,28564,75119,33185,17709,14761,12863,729,4219,1349,6884,787,1694,2132,3367,4939,4592,784,2008-2012
"B25075_24_$750,000_to_$999,999",4355,1555,7836,23411,11256,5193,3901,2618,421,827,305,1884,211,462,414,1379,1199,1322,105,2008-2012
"B25075_25_$1,000,000_or_more",4731,1103,5754,18069,11593,3571,5169,1374,393,828,436,1319,207,638,521,1447,905,1388,277,2008-2012
B03002_1_total,216021,548739,744961,1507558,672078,495407,724502,799277,60206,401101,146742,295872,123295,49796,166066,82503,627414,126692,118046,2008-2012
B03002_2_not_hispanic_or_latino,211242,515602,621681,1408517,649808,479509,580032,724118,59436,379710,144334,289523,121019,48775,160637,78953,509208,123582,106714,2008-2012
B03002_3_white_alone,198702,470779,565929,1160104,540382,417678,348562,646235,57506,351250,138263,278258,114270,46904,151808,72500,415657,116933,100538,2008-2012
B03002_4_black_or_african_american_alone,4406,17739,20564,65529,37666,39833,146857,29665,349,7750,1485,2042,1044,199,2339,2847,47471,1739,2007,2008-2012
B03002_5_american_indian_and_alaska_native_alone,774,418,741,1356,514,631,1126,1029,81,454,144,327,160,5,180,51,2405,1031,218,2008-2012
B03002_6_asian_alone,2409,10460,23632,141896,58874,6326,60104,31960,680,13368,2243,5109,3019,720,3824,1252,23346,2278,1376,2008-2012
B03002_7_native_hawaiian_and_other_pacific_islander_alone,8,24,107,573,35,69,156,201,0,120,26,37,0,0,0,152,101,0,44,2008-2012
B03002_8_some_other_race_alone,1354,5409,2827,10296,2622,6555,8383,2442,63,827,200,215,180,43,309,261,6410,158,238,2008-2012
B03002_9_two_or_more_races,3589,10773,7881,28763,9715,8417,14844,12586,757,5941,1973,3535,2346,904,2177,1890,13818,1443,2293,2008-2012
B03002_10_two_races_including_some_other_race,313,2576,623,3733,1095,1720,2516,1023,75,374,24,111,86,79,329,89,2512,128,154,2008-2012
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",3276,8197,7258,25030,8620,6697,12328,11563,682,5567,1949,3424,2260,825,1848,1801,11306,1315,2139,2008-2012
B03002_12_hispanic_or_latino,4779,33137,123280,99041,22270,15898,144470,75159,770,21391,2408,6349,2276,1021,5429,3550,118206,3110,11332,2008-2012
B03002_13_white_alone,3254,20232,39161,56883,13222,8735,57488,46625,581,14901,1907,4859,1445,812,3196,2451,47438,1987,7499,2008-2012
B03002_14_black_or_african_american_alone,132,2295,6252,4244,1852,1757,14910,2742,47,571,32,242,54,0,254,199,9590,73,226,2008-2012
B03002_15_american_indian_and_alaska_native_alone,61,532,448,571,394,201,1218,551,0,181,104,8,103,63,16,49,934,50,119,2008-2012
B03002_16_asian_alone,0,56,354,631,273,103,311,136,0,22,6,25,35,17,81,10,314,21,44,2008-2012
B03002_17_native_hawaiian_and_other_pacific_islander_alone,0,17,8,46,16,20,173,6,0,0,0,0,0,0,0,26,71,0,0,2008-2012
B03002_18_some_other_race_alone,911,8191,69090,28702,5837,4371,43035,18822,58,4695,145,895,539,81,1491,348,54382,808,2626,2008-2012
B03002_19_two_or_more_races,421,1814,7967,7964,676,711,27335,6277,84,1021,214,320,100,48,391,467,5477,171,818,2008-2012
B03002_20_two_races_including_some_other_race,146,487,3538,2931,414,443,4022,2854,46,551,59,213,57,9,250,104,2848,139,231,2008-2012
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",275,1327,4429,5033,262,268,23313,3423,38,470,155,107,43,39,141,363,2629,32,587,2008-2012
B25063_1_total,19213,76222,102066,213084,77725,40847,184700,100625,6047,49037,15998,26232,15528,5461,19715,13130,108883,12233,12881,2008-2012
B25063_2_with_cash_rent,17239,73712,98711,206897,74527,38774,180592,96394,5556,47500,15378,24980,15041,5160,19028,12533,105938,11472,12031,2008-2012
B25063_3_less_than_$100,8,265,377,657,228,64,1590,338,14,87,114,28,57,0,57,96,968,23,48,2008-2012
B25063_4_$100_to_$149,87,570,604,759,348,197,1854,561,0,97,40,73,85,25,72,135,752,16,129,2008-2012
B25063_5_$150_to_$199,309,782,1284,1615,529,307,2086,854,48,549,173,238,147,0,246,37,1480,99,240,2008-2012
B25063_6_$200_to_$249,336,2548,4075,5036,1807,1228,8914,3313,171,805,428,303,310,80,846,376,5613,247,203,2008-2012
B25063_7_$250_to_$299,358,2227,3213,3531,1996,1187,4924,2253,81,762,240,313,307,72,523,386,3036,251,301,2008-2012
B25063_8_$300_to_$349,396,2027,2237,3533,1282,739,4005,2199,138,853,278,360,155,101,248,215,3060,279,200,2008-2012
B25063_9_$350_to_$399,388,1789,1897,3099,1436,760,4073,2076,143,587,208,179,141,52,244,209,2201,238,266,2008-2012
B25063_10_$400_to_$449,423,1534,1931,3008,1057,608,2874,2058,191,472,136,199,283,90,342,172,1747,218,368,2008-2012
B25063_11_$450_to_$499,254,2356,1327,2334,713,553,2051,1758,144,309,179,332,182,64,267,182,1890,197,224,2008-2012
B25063_12_$500_to_$549,279,2653,2057,2590,1378,567,2834,2151,97,569,301,283,181,120,273,195,2196,388,324,2008-2012
B25063_13_$550_to_$599,191,3334,1543,2146,829,673,2097,2261,162,897,239,291,183,374,440,185,2604,196,404,2008-2012
B25063_14_$600_to_$649,310,3489,2040,2699,987,631,2416,3393,229,848,701,308,396,134,409,277,3446,282,389,2008-2012
B25063_15_$650_to_$699,457,4091,1921,2960,862,731,2479,3584,283,1314,625,539,315,312,476,353,4352,257,524,2008-2012
B25063_16_$700_to_$749,307,4458,2383,3684,1097,800,2438,4757,264,1517,602,666,480,213,618,224,5156,507,748,2008-2012
B25063_17_$750_to_$799,421,4540,3050,4128,1422,983,3149,5324,349,1949,1208,893,735,261,690,330,5217,575,689,2008-2012
B25063_18_$800_to_$899,1125,8884,7883,9672,3430,2428,6848,11263,929,4801,1900,2012,2552,582,2077,653,12963,997,1423,2008-2012
B25063_19_$900_to_$999,1385,7680,9164,11684,4025,3717,7996,11881,487,5499,2073,3506,2461,736,2139,701,12212,1008,1792,2008-2012
"B25063_20_$1,000_to_$1,249",3533,11333,22586,37751,14077,8315,27540,19625,997,13031,3042,6216,3175,796,4337,2539,21095,2743,2488,2008-2012
"B25063_21_$1,250_to_$1,499",3113,5096,14361,35378,11852,5845,29425,8732,523,5800,1467,3923,1289,542,2207,1621,9051,1223,677,2008-2012
"B25063_22_$1,500_to_$1,999",2877,3169,11088,46492,15917,6130,36918,5994,252,5159,963,3214,1197,330,2070,1828,5442,1279,357,2008-2012
"B25063_23_$2,000_or_more",682,887,3690,24141,9255,2311,24081,2019,54,1595,461,1104,410,276,447,1819,1457,449,237,2008-2012
B25063_24_no_cash_rent,1974,2510,3355,6187,3198,2073,4108,4231,491,1537,620,1252,487,301,687,597,2945,761,850,2008-2012
B25071_1_median_gross_rent_as_a_percentage_of_household_income,34.4,29.6,31.4,28.4,29.3,31.8,31.4,29.2,28.1,29.8,30.6,28.8,31.8,33.4,30.2,28.6,30.9,29.2,29.4,2008-2012
B25036_1_total,95520,209532,285144,579209,257138,179863,287442,299350,25127,153747,57224,115552,46821,19317,68722,34729,238523,49348,43909,2008-2012
B25036_2_owner_occupied,76307,133310,183078,366125,179413,139016,102742,198725,19080,104710,41226,89320,31293,13856,49007,21599,129640,37115,31028,2008-2012
B25036_3_built_2010_or_later,121,174,303,779,305,232,171,264,29,180,128,297,66,15,13,29,104,86,47,2008-2012
B25036_4_built_2000_to_2009,6777,11844,11576,21643,10615,13554,6119,22135,2847,11780,6061,12258,5007,727,2832,1654,7525,4212,3907,2008-2012
B25036_5_built_1990_to_1999,10017,16165,15098,28734,14698,15787,3220,25251,2229,12666,4584,13554,3720,926,4274,2417,8613,6262,3392,2008-2012
B25036_6_built_1980_to_1989,18323,16895,21918,37978,18951,17767,6232,28718,4296,23349,8782,20387,6725,1900,5978,2770,13531,6593,5461,2008-2012
B25036_7_built_1970_to_1979,16384,17879,16690,32842,16583,22300,3716,20095,2550,17448,5951,14755,4282,1400,6931,2617,12835,5935,3786,2008-2012
B25036_8_built_1960_to_1969,8615,14638,21061,45426,22593,18309,6820,17912,1319,11482,3223,8558,2746,1927,6873,2605,16142,4505,3786,2008-2012
B25036_9_built_1950_to_1959,6221,14074,24671,55819,30928,16673,8137,25316,1536,9284,2685,6130,2794,2528,9873,2480,19928,3288,3187,2008-2012
B25036_10_built_1940_to_1949,2614,7301,9802,21709,13459,6159,5474,11302,841,3862,1363,2835,1194,1076,4001,1152,11610,1272,1371,2008-2012
B25036_11_built_1939_or_earlier,7235,34340,61959,121195,51281,28235,62853,47732,3433,14659,8449,10546,4759,3357,8232,5875,39352,4962,6091,2008-2012
B25036_12_renter_occupied,19213,76222,102066,213084,77725,40847,184700,100625,6047,49037,15998,26232,15528,5461,19715,13130,108883,12233,12881,2008-2012
B25036_13_built_2010_or_later,19,105,46,411,104,212,286,229,0,79,23,124,33,8,7,78,58,58,46,2008-2012
B25036_14_built_2000_to_2009,1418,2746,7104,16765,7248,2912,11923,3814,431,3254,1348,2175,1688,159,1353,849,3770,1157,294,2008-2012
B25036_15_built_1990_to_1999,1282,3708,4796,9932,4434,1584,8335,4720,700,2696,1501,2300,1024,273,978,1008,4421,793,892,2008-2012
B25036_16_built_1980_to_1989,3277,6297,8437,18228,8318,4252,11319,9536,876,8150,2685,5677,2269,226,2130,1071,9543,1978,1620,2008-2012
B25036_17_built_1970_to_1979,4914,8744,11032,27097,14447,8188,18174,13881,883,8234,2173,5137,1792,509,3789,1874,13263,1789,1657,2008-2012
B25036_18_built_1960_to_1969,2314,6212,8716,21033,8380,3798,15667,7618,463,3733,951,2188,1664,417,2035,1318,8938,1260,1306,2008-2012
B25036_19_built_1950_to_1959,2036,6385,8120,17984,7177,3768,13329,8022,545,2435,825,1793,1267,483,1783,1330,8817,1118,930,2008-2012
B25036_20_built_1940_to_1949,857,5897,6129,12859,4989,2139,11904,6800,187,2670,558,1328,743,391,1233,917,7114,640,634,2008-2012
B25036_21_built_1939_or_earlier,3096,36128,47686,88775,22628,13994,93763,46005,1962,17786,5934,5510,5048,2995,6407,4685,52959,3440,5502,2008-2012
