B25127_34_5_to_19,0,20609,7,18,12,17,5,0,53,0,51,0,43,0,51,0,0,22,22,2008-2012
B25127_35_20_to_49,0,8826,0,75,0,11,0,0,12,0,2,0,0,0,0,0,0,0,0,2008-2012
B25127_36_50_or_more,0,11281,0,0,0,0,0,0,73,0,0,0,8,0,16,0,0,0,0,2008-2012
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",2,72,2,0,0,0,10,0,0,15,12,0,50,0,0,0,0,41,0,2008-2012
B25127_38_renter_occupied,3516,793535,14564,83947,4296,41060,12662,5603,55745,10514,18683,520,36421,2616,54173,11184,1159,13696,19879,2008-2012
B25127_39_built_2000_or_later,236,56298,2268,7616,939,5271,1522,2208,7569,1027,2687,20,5441,387,4090,867,0,1193,2356,2008-2012
"B25127_40_1,_detached__or_attached",145,5360,973,1579,430,2191,703,1215,3002,328,1603,8,2709,175,1171,158,0,424,575,2008-2012
B25127_41_2_to_4,7,10639,158,346,165,599,300,208,520,241,117,0,561,139,656,78,0,120,387,2008-2012
B25127_42_5_to_19,57,9903,701,2072,253,1407,250,560,1490,258,552,12,1109,34,1404,464,0,497,533,2008-2012
B25127_43_20_to_49,8,5092,375,1067,0,374,116,130,692,57,247,0,343,24,397,34,0,51,450,2008-2012
B25127_44_50_or_more,19,24623,50,2552,29,634,84,95,1680,129,157,0,666,0,309,68,0,29,303,2008-2012
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",0,681,11,0,62,66,69,0,185,14,11,0,53,15,153,65,0,72,108,2008-2012
B25127_46_built_1980_to_1999,497,93049,3927,28598,1080,8367,2819,1203,16270,1891,5416,64,8132,828,8749,2058,226,5025,4871,2008-2012
"B25127_47_1,_detached__or_attached",110,10347,820,5489,325,2549,763,589,4192,526,2388,3,3518,199,1513,450,88,887,787,2008-2012
B25127_48_2_to_4,85,17800,506,2482,133,1295,821,169,1762,431,919,61,751,255,1200,406,39,1358,875,2008-2012
B25127_49_5_to_19,190,25675,1828,12635,294,2809,745,327,5592,418,1581,0,2252,162,3946,693,28,2241,1834,2008-2012
B25127_50_20_to_49,0,7799,383,3282,43,556,71,41,1755,89,235,0,642,24,845,206,23,283,884,2008-2012
B25127_51_50_or_more,99,30106,308,4624,144,1089,292,76,2593,168,245,0,744,23,809,200,0,119,407,2008-2012
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",13,1322,82,86,141,69,127,1,376,259,48,0,225,165,436,103,48,137,84,2008-2012
B25127_53_built_1960_to_1979,768,192060,4678,34551,955,11940,3697,1174,17715,2282,4885,181,10997,550,16624,3002,402,4918,5029,2008-2012
"B25127_54_1,_detached__or_attached",360,27189,886,6620,382,3117,1409,731,5291,883,2237,66,3590,270,5206,1035,284,1634,1058,2008-2012
B25127_55_2_to_4,175,36358,667,2990,245,2203,704,76,2882,433,804,82,2003,57,2627,424,49,1374,974,2008-2012
B25127_56_5_to_19,79,59969,1823,14487,267,4084,1091,219,5427,461,1343,29,3112,97,6179,1102,45,1213,1792,2008-2012
B25127_57_20_to_49,35,21377,480,4886,7,1009,119,98,2069,92,162,0,592,3,1159,276,13,467,717,2008-2012
B25127_58_50_or_more,70,45763,822,5518,33,1482,288,41,1623,313,291,0,1607,0,1029,95,0,95,309,2008-2012
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",49,1404,0,50,21,45,86,9,423,100,48,4,93,123,424,70,11,135,179,2008-2012
B25127_60_built_1940_to_1959,667,154998,1642,8935,591,6124,2715,507,7729,1848,2793,92,5981,536,13914,2550,305,1397,3067,2008-2012
"B25127_61_1,_detached__or_attached",383,32891,665,4337,409,3476,1636,264,4650,1266,1752,83,3346,415,8744,1740,272,917,1724,2008-2012
B25127_62_2_to_4,149,51375,471,916,114,1285,723,137,1238,396,494,9,940,52,2479,587,12,191,858,2008-2012
B25127_63_5_to_19,25,39232,248,2040,68,756,235,69,1192,131,385,0,964,39,2068,205,17,212,197,2008-2012
B25127_64_20_to_49,22,12933,131,741,0,170,62,37,356,18,70,0,175,0,214,9,0,19,201,2008-2012
B25127_65_50_or_more,85,18327,117,830,0,403,59,0,293,31,92,0,556,0,343,9,0,26,52,2008-2012
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",3,240,10,71,0,34,0,0,0,6,0,0,0,30,66,0,4,32,35,2008-2012
B25127_67_built_1939_or_earlier,1348,297130,2049,4247,731,9358,1909,511,6462,3466,2902,163,5870,315,10796,2707,226,1163,4556,2008-2012
"B25127_68_1,_detached__or_attached",915,28921,848,1770,372,3280,1328,348,2614,2145,1626,121,2764,206,4723,1189,214,533,1811,2008-2012
B25127_69_2_to_4,305,147471,952,1214,199,4287,414,116,1950,929,1032,42,2281,98,3550,1268,2,384,2255,2008-2012
B25127_70_5_to_19,116,66685,206,649,144,914,115,2,1259,223,223,0,471,7,1712,169,10,174,330,2008-2012
B25127_71_20_to_49,0,22107,6,237,14,416,32,0,417,0,21,0,83,4,326,17,0,64,141,2008-2012
B25127_72_50_or_more,12,31546,37,377,0,451,4,11,213,169,0,0,203,0,478,64,0,8,19,2008-2012
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",0,400,0,0,2,10,16,34,9,0,0,0,68,0,7,0,0,0,0,2008-2012
B11003_1_total,9502,1189321,23183,238685,12853,128159,27840,29924,179208,30296,82182,1692,171998,9378,122478,28281,3827,43048,42167,2008-2012
B11003_2_married-couple_family,7562,799030,18238,194240,10139,100327,19633,25062,144031,23580,68190,1511,138400,7765,83157,20845,3057,33880,30571,2008-2012
B11003_3_with_own_children_under_18_years,2616,358907,8220,91320,4804,50142,7694,13753,73010,8817,33094,527,72249,3078,33632,7313,982,14008,13786,2008-2012
B11003_4_under_6_years_only,498,89173,1626,20445,1018,10380,1460,3539,14450,1493,6551,114,13629,554,6696,1407,148,2956,2756,2008-2012
B11003_5_under_6_years_and_6_to_17_years,591,75704,2063,18232,1152,11888,1515,3307,15955,1867,6752,84,16623,795,7488,1653,156,2996,2693,2008-2012
B11003_6_6_to_17_years_only,1527,194030,4531,52643,2634,27874,4719,6907,42605,5457,19791,329,41997,1729,19448,4253,678,8056,8337,2008-2012
B11003_7_no_own_children_under_18_years,4946,440123,10018,102920,5335,50185,11939,11309,71021,14763,35096,984,66151,4687,49525,13532,2075,19872,16785,2008-2012
B11003_8_other_family,1940,390291,4945,44445,2714,27832,8207,4862,35177,6716,13992,181,33598,1613,39321,7436,770,9168,11596,2008-2012
"B11003_9_male_householder,_no_wife_present",530,95395,1418,12654,775,8839,2020,1453,10215,2096,4254,73,10169,588,9380,1841,302,2308,3161,2008-2012
B11003_10_with_own_children_under_18_years,307,38796,747,5688,430,4300,1105,632,5237,1104,2210,49,4617,405,4140,1060,163,1137,1748,2008-2012
B11003_11_under_6_years_only,99,10092,253,1945,138,1138,402,141,1379,415,533,3,959,104,1280,290,9,378,482,2008-2012
B11003_12_under_6_years_and_6_to_17_years,55,7788,7,752,45,782,160,109,932,138,287,8,761,39,576,172,23,161,292,2008-2012
B11003_13_6_to_17_years_only,153,20916,487,2991,247,2380,543,382,2926,551,1390,38,2897,262,2284,598,131,598,974,2008-2012
B11003_14_no_own_children_under_18_years,223,56599,671,6966,345,4539,915,821,4978,992,2044,24,5552,183,5240,781,139,1171,1413,2008-2012
"B11003_15_female_householder,_no_husband_present",1410,294896,3527,31791,1939,18993,6187,3409,24962,4620,9738,108,23429,1025,29941,5595,468,6860,8435,2008-2012
B11003_16_with_own_children_under_18_years,1011,148965,2251,16890,1372,11476,3821,2530,14600,2665,5734,68,14146,682,17021,3337,248,3806,5533,2008-2012
B11003_17_under_6_years_only,184,24766,682,2445,250,2470,812,344,2672,669,867,15,2683,136,3230,874,78,966,1109,2008-2012
B11003_18_under_6_years_and_6_to_17_years,183,29425,314,2756,217,2530,714,487,2913,513,839,34,2432,79,4258,726,25,677,1072,2008-2012
B11003_19_6_to_17_years_only,644,94774,1255,11689,905,6476,2295,1699,9015,1483,4028,19,9031,467,9533,1737,145,2163,3352,2008-2012
B11003_20_no_own_children_under_18_years,399,145931,1276,14901,567,7517,2366,879,10362,1955,4004,40,9283,343,12920,2258,220,3054,2902,2008-2012
B25075_1_total,10773,1140135,23395,251585,13691,129009,28406,32214,184999,34195,90267,1933,185671,9501,127855,31385,4179,47616,42422,2008-2012
"B25075_2_less_than_$10,000",66,4460,225,309,261,311,537,41,1123,483,146,55,639,143,1199,641,50,1266,316,2008-2012
"B25075_3_$10,000_to_$14,999",100,4912,218,267,112,335,487,41,647,291,284,21,682,170,1133,359,25,630,403,2008-2012
"B25075_4_$15,000_to_$19,999",109,5479,214,429,96,397,309,99,875,210,306,7,824,115,827,307,27,332,355,2008-2012
"B25075_5_$20,000_to_$24,999",109,5317,125,515,167,347,263,176,505,209,296,5,809,22,1172,209,43,328,246,2008-2012
"B25075_6_$25,000_to_$29,999",105,3458,74,593,14,255,310,43,405,174,187,21,377,48,909,199,59,156,125,2008-2012
"B25075_7_$30,000_to_$34,999",184,3933,67,390,85,318,156,14,522,407,148,28,447,44,1226,240,40,224,150,2008-2012
"B25075_8_$35,000_to_$39,999",126,2439,33,242,4,165,101,0,260,267,144,27,310,0,971,160,22,75,51,2008-2012
"B25075_9_$40,000_to_$49,999",528,6550,82,581,19,624,354,27,775,745,202,47,678,126,3130,493,193,502,410,2008-2012
"B25075_10_$50,000_to_$59,999",563,7997,125,615,187,469,341,132,883,1091,367,54,805,94,4253,802,196,313,277,2008-2012
"B25075_11_$60,000_to_$69,999",736,10165,152,1055,146,901,844,153,1225,1650,272,101,786,245,5070,1567,245,344,251,2008-2012
"B25075_12_$70,000_to_$79,999",797,14070,304,1220,143,1448,926,276,1329,2040,560,101,1791,220,6036,1765,297,661,593,2008-2012
"B25075_13_$80,000_to_$89,999",989,19488,303,2099,161,1795,1370,216,1880,2483,837,118,2118,688,7777,2599,376,1084,728,2008-2012
"B25075_14_$90,000_to_$99,999",735,19635,371,1796,237,1643,1616,387,2484,2474,1124,104,2211,533,7128,2496,267,2060,982,2008-2012
"B25075_15_$100,000_to_$124,999",1605,66280,2123,7643,1107,7043,3051,1180,9320,4335,4498,254,9421,1254,15931,4680,570,5412,4083,2008-2012
"B25075_16_$125,000_to_$149,999",1100,62547,2681,8172,1279,7490,3653,1982,10682,3211,5184,161,12444,1285,14471,3426,522,5744,5586,2008-2012
"B25075_17_$150,000_to_$174,999",959,105233,4082,14087,2239,13155,3890,3771,16382,3787,9575,311,20829,1773,15182,3691,416,7056,6846,2008-2012
"B25075_18_$175,000_to_$199,999",539,81667,3012,14550,1286,13319,2524,3620,13611,2132,8995,182,18163,791,10327,1652,207,4599,3940,2008-2012
"B25075_19_$200,000_to_$249,999",617,163062,4049,35489,2565,21454,3247,6705,23124,3321,17972,148,33765,831,12378,2111,359,6015,6464,2008-2012
"B25075_20_$250,000_to_$299,999",344,137794,2509,36878,1683,17011,2077,5321,18231,2287,13403,69,25740,531,7981,1342,124,4190,4153,2008-2012
"B25075_21_$300,000_to_$399,999",250,185970,1825,56943,1182,22314,1547,5157,26782,1421,14565,78,28750,504,6494,1336,59,3748,3705,2008-2012
"B25075_22_$400,000_to_$499,999",57,86558,429,28395,364,9085,333,1627,16728,488,6041,15,12997,58,1957,484,25,1311,1440,2008-2012
"B25075_23_$500,000_to_$749,999",82,85393,209,24886,196,6578,288,916,21207,336,3643,23,8649,26,1424,467,16,945,728,2008-2012
"B25075_24_$750,000_to_$999,999",25,29554,54,7254,91,1465,80,177,8274,181,667,1,1616,0,425,173,11,228,239,2008-2012
"B25075_25_$1,000,000_or_more",48,28174,129,7177,67,1087,102,153,7745,172,851,2,820,0,454,186,30,393,351,2008-2012
B03002_1_total,34798,5197677,104820,918608,49870,514891,113170,114226,701282,113688,308163,5968,677669,33369,495230,111335,14199,164386,166373,2008-2012
B03002_2_not_hispanic_or_latino,32095,3952348,94165,796539,45758,357859,103114,96136,561933,104543,272898,5706,571770,31612,412578,105282,13470,150428,146863,2008-2012
B03002_3_white_alone,31294,2277287,83423,645537,44302,304876,83125,84645,457261,100253,257757,5603,455445,30946,273611,90579,13234,141314,129738,2008-2012
B03002_4_black_or_african_american_alone,221,1267825,6395,40620,535,27215,16730,5977,45982,1879,3352,40,72989,236,124204,11786,37,4605,11118,2008-2012
B03002_5_american_indian_and_alaska_native_alone,94,5333,114,667,33,650,166,32,799,110,212,0,379,50,1117,249,13,383,505,2008-2012
B03002_6_asian_alone,253,325562,2479,93446,175,17173,1161,3390,43561,655,7807,10,30342,62,6158,548,16,2238,2456,2008-2012
B03002_7_native_hawaiian_and_other_pacific_islander_alone,0,948,28,293,0,77,22,0,264,0,0,0,125,0,91,4,16,45,89,2008-2012
B03002_8_some_other_race_alone,4,9313,90,2091,1,1307,23,73,1784,46,185,0,1170,0,926,104,5,154,368,2008-2012
B03002_9_two_or_more_races,229,66080,1636,13885,712,6561,1887,2019,12282,1600,3585,53,11320,318,6471,2012,149,1689,2589,2008-2012
B03002_10_two_races_including_some_other_race,1,5132,73,1468,18,333,17,110,756,27,211,0,344,0,588,118,0,0,185,2008-2012
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",228,60948,1563,12417,694,6228,1870,1909,11526,1573,3374,53,10976,318,5883,1894,149,1689,2404,2008-2012
B03002_12_hispanic_or_latino,2703,1245329,10655,122069,4112,157032,10056,18090,139349,9145,35265,262,105899,1757,82652,6053,729,13958,19510,2008-2012
B03002_13_white_alone,2270,657010,4737,93202,3285,73483,6643,11878,88451,6518,21752,156,66924,1609,35169,4798,545,10892,13839,2008-2012
B03002_14_black_or_african_american_alone,0,16437,131,1222,4,794,91,246,1673,133,97,0,1047,12,1887,70,0,227,322,2008-2012
B03002_15_american_indian_and_alaska_native_alone,22,6891,77,762,3,810,2,278,677,69,338,0,848,33,498,0,9,39,128,2008-2012
B03002_16_asian_alone,6,2510,26,415,24,162,50,137,417,3,120,0,301,0,130,27,0,43,33,2008-2012
B03002_17_native_hawaiian_and_other_pacific_islander_alone,4,293,0,0,0,33,0,0,27,0,0,0,13,0,6,0,0,0,0,2008-2012
B03002_18_some_other_race_alone,340,529769,5004,21890,741,77631,2678,4422,43335,1979,11493,106,32689,44,39338,904,81,2036,4161,2008-2012
B03002_19_two_or_more_races,61,32419,680,4578,55,4119,592,1129,4769,443,1465,0,4077,59,5624,254,94,721,1027,2008-2012
B03002_20_two_races_including_some_other_race,56,22323,523,2619,42,2614,487,746,2721,347,1053,0,2739,23,3953,140,6,421,509,2008-2012
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",5,10096,157,1959,13,1505,105,383,2048,96,412,0,1338,36,1671,114,88,300,518,2008-2012
B25063_1_total,3516,793535,14564,83947,4296,41060,12662,5603,55745,10514,18683,520,36421,2616,54173,11184,1159,13696,19879,2008-2012
B25063_2_with_cash_rent,3208,770621,14126,81273,4142,39536,11999,5395,53545,9646,17333,476,34928,2399,51455,10448,995,13256,19160,2008-2012
B25063_3_less_than_$100,34,2607,99,147,0,335,18,0,299,145,9,0,177,9,668,136,24,57,40,2008-2012
B25063_4_$100_to_$149,2,2683,26,148,0,201,90,0,344,98,88,0,118,12,320,68,0,9,72,2008-2012
B25063_5_$150_to_$199,46,9010,134,344,19,299,105,105,683,179,66,2,323,9,865,30,4,140,76,2008-2012
B25063_6_$200_to_$249,42,11918,244,519,70,435,135,11,670,120,199,0,363,20,1096,271,20,84,247,2008-2012
B25063_7_$250_to_$299,76,7649,295,509,40,598,137,15,555,268,118,21,310,51,1072,86,20,63,284,2008-2012
B25063_8_$300_to_$349,108,8127,129,486,51,494,148,57,426,273,80,0,192,56,907,235,29,105,307,2008-2012
B25063_9_$350_to_$399,200,7492,98,363,222,427,251,36,617,458,160,46,351,106,799,264,30,114,323,2008-2012
B25063_10_$400_to_$449,175,9388,163,520,44,306,225,17,539,482,234,24,489,41,987,483,32,191,239,2008-2012
B25063_11_$450_to_$499,230,9079,372,648,55,386,348,31,409,414,238,38,585,187,1315,566,33,275,482,2008-2012
B25063_12_$500_to_$549,285,13516,345,732,59,488,514,75,747,613,263,61,544,98,1799,471,63,337,398,2008-2012
B25063_13_$550_to_$599,285,17847,742,652,156,878,520,83,913,812,234,45,670,232,2249,955,32,354,774,2008-2012
B25063_14_$600_to_$649,225,24734,1146,935,118,1133,904,33,1209,648,411,33,962,279,3342,915,61,648,1201,2008-2012
B25063_15_$650_to_$699,235,29762,978,937,142,1257,1105,202,1858,631,365,53,1492,174,3749,785,132,847,1560,2008-2012
B25063_16_$700_to_$749,222,40526,899,1833,224,1583,1064,144,2790,693,813,39,2037,184,3828,910,78,1407,1349,2008-2012
B25063_17_$750_to_$799,136,44091,1095,3049,348,2520,699,164,2378,444,682,15,2494,219,3721,743,51,1247,1399,2008-2012
B25063_18_$800_to_$899,271,99233,2047,9986,585,4646,1312,266,6101,1275,2097,62,4107,257,7156,1150,199,2063,2684,2008-2012
B25063_19_$900_to_$999,222,94718,1442,12472,386,4694,1308,653,5958,738,2190,14,3756,157,6385,996,47,1722,1822,2008-2012
"B25063_20_$1,000_to_$1,249",308,147330,1824,20107,885,8375,1773,1292,10629,810,3573,17,6080,220,7072,1003,83,1805,3310,2008-2012
"B25063_21_$1,250_to_$1,499",89,78626,1153,10752,555,4666,879,659,5988,285,2351,6,3722,54,2540,248,40,909,1585,2008-2012
"B25063_22_$1,500_to_$1,999",10,75374,590,11447,121,4472,368,1093,6576,203,2384,0,3964,31,1094,57,17,636,930,2008-2012
"B25063_23_$2,000_or_more",7,36911,305,4687,62,1343,96,459,3856,57,778,0,2192,3,491,76,0,243,78,2008-2012
B25063_24_no_cash_rent,308,22914,438,2674,154,1524,663,208,2200,868,1350,44,1493,217,2718,736,164,440,719,2008-2012
B25071_1_median_gross_rent_as_a_percentage_of_household_income,26.9,31.8,34.7,29.2,29.0,32.8,31.1,28.8,30.0,27.1,31.8,24.3,31.3,24.7,32.7,30.4,26.8,28.6,30.7,2008-2012
B25036_1_total,14289,1933670,37959,335532,17987,170069,41068,37817,240744,44709,108950,2453,222092,12117,182028,42569,5338,61312,62301,2008-2012
B25036_2_owner_occupied,10773,1140135,23395,251585,13691,129009,28406,32214,184999,34195,90267,1933,185671,9501,127855,31385,4179,47616,42422,2008-2012
B25036_3_built_2010_or_later,7,739,34,281,77,175,37,150,183,83,169,0,222,86,230,43,0,122,62,2008-2012
B25036_4_built_2000_to_2009,481,89490,5406,21700,3926,32225,4196,16309,28257,2996,20846,150,54821,1737,16889,3009,499,7993,6574,2008-2012
B25036_5_built_1990_to_1999,779,76614,3591,39290,2160,24509,4032,5461,39804,4428,22888,322,47444,1972,14209,4227,527,8889,6267,2008-2012
B25036_6_built_1980_to_1989,549,80086,1574,44945,1083,12870,1660,1520,28405,1958,11236,104,17236,541,8017,2261,216,4756,3090,2008-2012
B25036_7_built_1970_to_1979,1265,137574,2678,56772,1939,14486,4946,3383,28491,3602,12471,371,23961,1932,15543,4174,860,10155,5486,2008-2012
B25036_8_built_1960_to_1969,1069,160646,2387,34880,997,11141,3238,2143,17501,3272,6614,193,13703,757,18049,4555,429,5986,4610,2008-2012
B25036_9_built_1950_to_1959,1352,223499,2405,30516,1067,12965,4376,1331,20665,4548,6985,140,13432,702,25122,4231,449,4245,6507,2008-2012
B25036_10_built_1940_to_1949,797,87667,880,7846,583,4124,1832,316,6898,2822,2556,89,4743,496,11570,2641,263,1618,2886,2008-2012
B25036_11_built_1939_or_earlier,4474,283820,4440,15355,1859,16514,4089,1601,14795,10486,6502,564,10109,1278,18226,6244,936,3852,6940,2008-2012
B25036_12_renter_occupied,3516,793535,14564,83947,4296,41060,12662,5603,55745,10514,18683,520,36421,2616,54173,11184,1159,13696,19879,2008-2012
B25036_13_built_2010_or_later,22,1410,60,51,0,64,30,0,113,0,92,0,162,2,90,13,0,82,29,2008-2012
B25036_14_built_2000_to_2009,214,54888,2208,7565,939,5207,1492,2208,7456,1027,2595,20,5279,385,4000,854,0,1111,2327,2008-2012
B25036_15_built_1990_to_1999,221,39997,2424,12792,487,4381,1527,596,8563,773,3109,53,4651,691,3774,950,145,2505,3149,2008-2012
B25036_16_built_1980_to_1989,276,53052,1503,15806,593,3986,1292,607,7707,1118,2307,11,3481,137,4975,1108,81,2520,1722,2008-2012
B25036_17_built_1970_to_1979,445,95397,2717,24133,601,7053,2332,734,10466,1270,3079,124,7181,399,9246,1808,244,3510,2951,2008-2012
B25036_18_built_1960_to_1969,323,96663,1961,10418,354,4887,1365,440,7249,1012,1806,57,3816,151,7378,1194,158,1408,2078,2008-2012
B25036_19_built_1950_to_1959,398,89891,1245,6477,380,3860,1652,328,5406,1090,1859,78,3757,336,7911,1388,155,1035,1880,2008-2012
B25036_20_built_1940_to_1949,269,65107,397,2458,211,2264,1063,179,2323,758,934,14,2224,200,6003,1162,150,362,1187,2008-2012
B25036_21_built_1939_or_earlier,1348,297130,2049,4247,731,9358,1909,511,6462,3466,2902,163,5870,315,10796,2707,226,1163,4556,2008-2012
