"B25127_18_1,_detached__or_attached",16390,37889,35361,7673,8935,20473,4339,7570,32762,21515,47752,31284,23461,47033,43088,5233,10083,13812,62023,56369,2008-2012
B25127_19_2_to_4,516,591,387,282,166,212,11,0,92,184,367,125,547,520,2641,0,0,15,501,298,2008-2012
B25127_20_5_to_19,604,1257,724,183,49,275,28,109,437,84,434,857,774,792,824,14,32,91,4050,3223,2008-2012
B25127_21_20_to_49,107,204,152,42,0,9,0,0,520,64,189,421,318,569,256,0,0,13,1271,246,2008-2012
B25127_22_50_or_more,610,125,497,127,12,0,0,0,389,26,112,171,444,2384,3524,0,0,49,4960,853,2008-2012
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",978,829,557,447,1060,773,449,1349,743,1156,1511,765,149,707,108,59,214,227,159,303,2008-2012
B25127_24_built_1940_to_1959,11887,22004,34741,5885,8251,13887,4234,4070,33344,18904,40856,18272,63810,58119,111471,1265,2782,4755,47817,38473,2008-2012
"B25127_25_1,_detached__or_attached",11060,21777,33932,5407,8089,13660,4193,3898,32789,18590,40476,18056,62249,56833,106105,1265,2746,4755,46108,37501,2008-2012
B25127_26_2_to_4,506,122,645,393,142,109,38,36,108,226,201,140,909,306,3371,0,24,0,165,141,2008-2012
B25127_27_5_to_19,147,20,33,37,0,0,0,0,143,0,48,17,190,132,161,0,0,0,730,543,2008-2012
B25127_28_20_to_49,54,0,49,14,0,10,0,0,81,8,17,34,31,162,162,0,0,0,152,95,2008-2012
B25127_29_50_or_more,91,20,35,0,0,0,0,0,174,14,50,13,373,643,1586,0,0,0,589,146,2008-2012
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",29,65,47,34,20,108,3,136,49,66,64,12,58,43,86,0,12,0,73,47,2008-2012
B25127_31_built_1939_or_earlier,8319,13403,24493,4100,6038,8831,3842,2409,13837,26921,15886,15269,32010,37922,131368,944,1192,6927,12928,9791,2008-2012
"B25127_32_1,_detached__or_attached",7429,13084,23507,3236,5917,8520,3767,2366,13537,26273,15475,14750,31223,36763,124402,940,1181,6813,12652,9581,2008-2012
B25127_33_2_to_4,643,289,822,779,120,279,37,18,75,563,312,470,695,747,3674,0,11,79,132,53,2008-2012
B25127_34_5_to_19,69,30,112,45,0,0,0,0,76,16,72,10,37,131,1332,0,0,16,80,89,2008-2012
B25127_35_20_to_49,58,0,11,27,0,18,0,0,99,0,0,9,14,188,559,0,0,5,29,68,2008-2012
B25127_36_50_or_more,120,0,16,0,0,0,0,0,49,11,15,18,41,65,1313,0,0,8,20,0,2008-2012
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",0,0,25,13,1,14,38,25,1,58,12,12,0,28,88,4,0,6,15,0,2008-2012
B25127_38_renter_occupied,30706,36561,58817,11138,16294,20142,7009,15692,59867,42961,50104,43291,60188,82534,266433,5623,10265,20889,113828,110854,2008-2012
B25127_39_built_2000_or_later,2662,3923,4373,770,1152,2152,564,3461,5511,3140,3565,5080,3135,6718,11441,1025,1915,3684,16216,9744,2008-2012
"B25127_40_1,_detached__or_attached",1250,2024,1219,247,715,675,165,1906,1958,1050,1145,1602,950,1536,2705,769,601,1163,2401,2022,2008-2012
B25127_41_2_to_4,288,365,595,222,163,220,42,268,562,539,124,491,220,480,2208,15,84,136,232,357,2008-2012
B25127_42_5_to_19,737,873,681,128,74,812,39,674,2064,662,525,1178,250,1557,1220,35,390,1530,3776,2906,2008-2012
B25127_43_20_to_49,121,241,388,13,17,95,30,310,231,153,422,721,415,766,905,51,340,325,1772,590,2008-2012
B25127_44_50_or_more,237,368,1469,151,136,302,264,163,641,643,1303,985,1260,2370,4353,131,449,483,8005,3840,2008-2012
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",29,52,21,9,47,48,24,140,55,93,46,103,40,9,50,24,51,47,30,29,2008-2012
B25127_46_built_1980_to_1999,8020,8378,10214,2223,2862,3904,828,5048,14460,6019,10028,10478,6867,14342,23905,2587,4049,7126,35636,23242,2008-2012
"B25127_47_1,_detached__or_attached",1772,2673,1881,999,777,909,170,1609,4878,1708,2650,3486,1210,3620,4595,1356,2238,3159,9300,7236,2008-2012
B25127_48_2_to_4,1607,1190,1550,352,687,764,97,544,1023,1027,1731,1093,1265,2607,5659,338,604,202,1018,959,2008-2012
B25127_49_5_to_19,2334,2754,2735,384,527,1277,333,1154,6032,1368,2732,3107,1458,3499,3736,425,651,2901,14501,10312,2008-2012
B25127_50_20_to_49,506,661,922,45,78,341,39,455,730,494,830,1073,761,938,2041,107,167,370,2229,999,2008-2012
B25127_51_50_or_more,1694,990,3060,420,531,487,122,287,1361,1077,1942,1034,2138,3566,7519,262,314,432,8499,3698,2008-2012
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",107,110,66,23,262,126,67,999,436,345,143,685,35,112,355,99,75,62,89,38,2008-2012
B25127_53_built_1960_to_1979,9231,14726,21361,3560,5433,7642,2259,4755,19315,10768,23318,12194,16721,26910,54330,1175,3153,4755,40726,51557,2008-2012
"B25127_54_1,_detached__or_attached",2122,3720,4058,1469,1481,1440,603,1715,4308,2786,4104,2853,2998,4234,11508,664,1663,2152,7572,8412,2008-2012
B25127_55_2_to_4,2108,2126,3605,813,1305,1501,380,406,1838,2113,5497,1522,3978,5078,16887,234,301,460,1350,2721,2008-2012
B25127_56_5_to_19,2259,6041,7194,519,1484,2514,671,1635,8918,3169,8603,4609,4891,7530,8511,15,583,1573,16176,31906,2008-2012
B25127_57_20_to_49,543,1478,2072,135,250,1239,100,184,1106,981,1983,1778,2131,2976,4159,47,313,133,2209,1943,2008-2012
B25127_58_50_or_more,1908,1155,4231,561,635,834,369,108,2876,1338,2945,1161,2590,6946,13127,52,101,256,13401,6461,2008-2012
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",291,206,201,63,278,114,136,707,269,381,186,271,133,146,138,163,192,181,18,114,2008-2012
B25127_60_built_1940_to_1959,6191,5086,13342,2430,3621,3896,1605,1343,11455,7713,7146,4860,20597,16163,79884,497,646,2128,17363,21482,2008-2012
"B25127_61_1,_detached__or_attached",2019,2457,5351,1157,1860,1799,798,768,5031,3916,3783,2610,8070,5246,38541,497,530,1236,6371,6150,2008-2012
B25127_62_2_to_4,1748,1254,3448,1016,862,985,427,211,2471,2246,1247,892,5931,4624,20817,0,13,507,1181,1612,2008-2012
B25127_63_5_to_19,1220,977,2198,132,426,545,241,276,2587,958,1396,735,3355,2520,7924,0,70,353,4537,11557,2008-2012
B25127_64_20_to_49,492,259,481,64,118,341,79,0,361,192,279,294,2028,1163,3511,0,5,12,1118,703,2008-2012
B25127_65_50_or_more,671,139,1861,61,326,181,60,52,893,341,415,329,1213,2610,9085,0,28,20,4115,1440,2008-2012
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",41,0,3,0,29,45,0,36,112,60,26,0,0,0,6,0,0,0,41,20,2008-2012
B25127_67_built_1939_or_earlier,4602,4448,9527,2155,3226,2548,1753,1085,9126,15321,6047,10679,12868,18401,96873,339,502,3196,3887,4829,2008-2012
"B25127_68_1,_detached__or_attached",1520,2035,4647,784,1762,1274,1185,725,4729,7710,2620,4429,6059,6523,48223,239,333,1846,1869,2145,2008-2012
B25127_69_2_to_4,1408,1478,2680,1138,1030,866,399,276,2807,4548,2213,3542,4055,7103,24131,77,49,1013,559,478,2008-2012
B25127_70_5_to_19,1095,720,1153,111,215,239,108,84,1040,2198,995,1856,1470,2788,11939,23,31,296,878,1769,2008-2012
B25127_71_20_to_49,215,168,317,65,101,82,0,0,187,352,85,422,790,937,3575,0,32,32,104,73,2008-2012
B25127_72_50_or_more,356,47,713,57,118,87,50,0,363,464,134,398,490,1050,8966,0,0,9,477,364,2008-2012
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",8,0,17,0,0,0,11,0,0,49,0,32,4,0,39,0,57,0,0,0,2008-2012
B11003_1_total,67511,115689,127420,28604,35338,75573,17046,40439,134499,106998,165687,130429,137815,208803,312290,23470,37970,61941,244586,199652,2008-2012
B11003_2_married-couple_family,46911,89534,88545,22195,22902,58113,12237,29295,96197,80423,136085,109579,99165,169758,160378,18599,27395,49734,190711,117854,2008-2012
B11003_3_with_own_children_under_18_years,19288,39276,37812,7135,9133,25890,4592,11551,40124,30648,56099,51345,42334,73949,61870,8622,12668,23505,91350,51709,2008-2012
B11003_4_under_6_years_only,4027,8464,8383,1667,1620,5440,774,2638,9538,6327,10918,11952,9820,17515,16005,1463,1947,4898,23364,11163,2008-2012
B11003_5_under_6_years_and_6_to_17_years,4045,7039,7170,1366,2320,5608,1030,2730,7815,6170,10150,10138,7791,13713,12468,1359,2748,4503,17409,11275,2008-2012
B11003_6_6_to_17_years_only,11216,23773,22259,4102,5193,14842,2788,6183,22771,18151,35031,29255,24723,42721,33397,5800,7973,14104,50577,29271,2008-2012
B11003_7_no_own_children_under_18_years,27623,50258,50733,15060,13769,32223,7645,17744,56073,49775,79986,58234,56831,95809,98508,9977,14727,26229,99361,66145,2008-2012
B11003_8_other_family,20600,26155,38875,6409,12436,17460,4809,11144,38302,26575,29602,20850,38650,39045,151912,4871,10575,12207,53875,81798,2008-2012
"B11003_9_male_householder,_no_wife_present",5001,7036,9187,2059,3298,4710,1345,2706,9629,7904,8231,6210,9677,10670,32189,1457,2495,3547,13816,20187,2008-2012
B11003_10_with_own_children_under_18_years,2120,3133,4380,1015,1770,2156,667,1440,4915,4456,3297,3297,4207,5285,13554,602,1252,1937,5854,9047,2008-2012
B11003_11_under_6_years_only,408,915,1177,478,390,474,152,606,1414,1117,768,884,1001,1369,4315,152,219,568,1812,2962,2008-2012
B11003_12_under_6_years_and_6_to_17_years,358,336,736,76,268,298,170,203,713,733,411,371,534,641,2221,18,276,297,894,1382,2008-2012
B11003_13_6_to_17_years_only,1354,1882,2467,461,1112,1384,345,631,2788,2606,2118,2042,2672,3275,7018,432,757,1072,3148,4703,2008-2012
B11003_14_no_own_children_under_18_years,2881,3903,4807,1044,1528,2554,678,1266,4714,3448,4934,2913,5470,5385,18635,855,1243,1610,7962,11140,2008-2012
"B11003_15_female_householder,_no_husband_present",15599,19119,29688,4350,9138,12750,3464,8438,28673,18671,21371,14640,28973,28375,119723,3414,8080,8660,40059,61611,2008-2012
B11003_16_with_own_children_under_18_years,8802,9882,16325,2456,5328,6667,1951,4807,16050,11757,10453,7578,15642,14901,63061,1820,4482,4636,21881,32028,2008-2012
B11003_17_under_6_years_only,1631,1806,2945,305,1034,1185,602,796,3021,2491,1616,1421,2774,2901,11768,241,813,937,3566,5996,2008-2012
B11003_18_under_6_years_and_6_to_17_years,1677,1425,3675,345,1065,1019,320,929,2605,2198,1013,954,2609,2051,14585,245,666,751,2983,4930,2008-2012
B11003_19_6_to_17_years_only,5494,6651,9705,1806,3229,4463,1029,3082,10424,7068,7824,5203,10259,9949,36708,1334,3003,2948,15332,21102,2008-2012
B11003_20_no_own_children_under_18_years,6797,9237,13363,1894,3810,6083,1513,3631,12623,6914,10918,7062,13331,13474,56662,1594,3598,4024,18178,29583,2008-2012
B25075_1_total,70312,129059,130044,32376,34439,83949,17941,42124,140751,111016,179829,140502,145833,225549,314076,25293,40580,64670,243751,191829,2008-2012
"B25075_2_less_than_$10,000",241,337,429,136,389,307,225,1337,1123,849,555,490,314,394,2905,61,302,163,341,494,2008-2012
"B25075_3_$10,000_to_$14,999",300,490,643,150,339,211,213,727,707,906,494,464,893,400,3391,24,38,98,169,338,2008-2012
"B25075_4_$15,000_to_$19,999",347,698,662,52,425,343,146,579,777,1025,716,593,530,580,3710,0,52,155,252,491,2008-2012
"B25075_5_$20,000_to_$24,999",216,589,557,165,263,381,55,466,812,881,701,593,678,646,3556,73,85,175,194,527,2008-2012
"B25075_6_$25,000_to_$29,999",321,339,488,95,153,188,47,179,708,723,726,573,600,623,3459,52,193,135,200,734,2008-2012
"B25075_7_$30,000_to_$34,999",286,325,237,132,200,189,101,297,558,1165,785,368,450,649,4676,48,55,103,257,653,2008-2012
"B25075_8_$35,000_to_$39,999",252,274,297,61,118,166,73,227,296,816,358,293,326,363,3627,11,47,95,293,386,2008-2012
"B25075_9_$40,000_to_$49,999",328,304,700,223,408,259,73,336,392,1724,660,466,1000,704,9947,8,18,58,541,444,2008-2012
"B25075_10_$50,000_to_$59,999",305,358,1214,145,612,149,120,319,745,2005,630,474,1321,547,11553,18,29,10,358,410,2008-2012
"B25075_11_$60,000_to_$69,999",255,399,1077,93,817,222,269,278,616,2663,390,588,2148,744,13297,43,37,137,485,512,2008-2012
"B25075_12_$70,000_to_$79,999",562,811,1827,104,712,477,216,479,728,2812,594,407,2109,1080,14896,22,154,114,332,517,2008-2012
"B25075_13_$80,000_to_$89,999",875,969,2870,117,886,861,386,467,838,3373,580,579,3219,1454,17120,35,62,205,471,1091,2008-2012
"B25075_14_$90,000_to_$99,999",679,1472,2826,211,975,1253,501,667,1162,3101,605,474,3563,1390,14400,13,105,338,459,967,2008-2012
"B25075_15_$100,000_to_$124,999",2806,4506,7217,806,3102,3441,1209,2308,5252,9846,2416,2408,9685,5236,34030,138,522,1212,2657,4279,2008-2012
"B25075_16_$125,000_to_$149,999",3088,5523,7403,609,3215,4254,1437,2602,5747,11075,2111,2656,9255,6035,23807,224,555,1202,2331,5195,2008-2012
"B25075_17_$150,000_to_$174,999",6327,10281,14161,1232,4725,8816,2032,4421,10833,13404,7683,5715,13340,10557,30914,491,1627,2924,4559,10644,2008-2012
"B25075_18_$175,000_to_$199,999",5850,10524,12579,1729,4059,9004,2107,4611,11941,11002,7860,6455,9397,12724,21666,581,1436,3584,4960,11230,2008-2012
"B25075_19_$200,000_to_$249,999",12588,22659,26304,4232,5377,17654,2912,7527,26629,17542,27582,19049,19283,35816,37684,2865,6036,8980,14203,30626,2008-2012
"B25075_20_$250,000_to_$299,999",11437,18784,19393,3995,3215,13580,2038,6189,21956,11507,27686,18319,18640,35698,20252,3510,6538,9928,20089,33451,2008-2012
"B25075_21_$300,000_to_$399,999",11736,25393,16786,7200,2582,14129,2268,5156,27610,9019,43667,31321,23197,49987,18863,6500,11746,16233,46581,49789,2008-2012
"B25075_22_$400,000_to_$499,999",4846,11910,6037,3495,961,4734,704,1471,11797,2603,23651,20273,10594,25706,8150,4818,5686,10190,39766,21524,2008-2012
"B25075_23_$500,000_to_$749,999",4168,8739,4055,3825,489,2430,558,985,6432,1897,20909,18592,9644,22264,7124,4440,4147,7108,58412,14031,2008-2012
"B25075_24_$750,000_to_$999,999",1240,2020,1448,1615,140,438,185,236,1583,518,5234,5224,3294,6641,2439,883,746,907,25601,2032,2008-2012
"B25075_25_$1,000,000_or_more",1259,1355,834,1954,277,463,66,260,1509,560,3236,4128,2353,5311,2610,435,364,616,20240,1464,2008-2012
B03002_1_total,274402,449117,513660,96987,156864,288187,66007,162785,539665,411094,625485,499548,558874,799886,1525811,88774,147107,234268,974824,865443,2008-2012
B03002_2_not_hispanic_or_latino,228099,419892,440372,91012,114614,274386,61497,153264,492891,343836,598717,467399,542314,766111,1337750,86259,140685,216975,808700,735973,2008-2012
B03002_3_white_alone,160449,316918,309269,84300,78947,233131,50557,106146,332713,315714,542919,410125,397231,632040,561646,70771,71321,182064,479708,130239,2008-2012
B03002_4_black_or_african_american_alone,41207,70614,92997,4493,29411,27841,9207,38080,125637,16326,21904,29502,108782,67668,644938,12063,59279,19759,162939,548459,2008-2012
B03002_5_american_indian_and_alaska_native_alone,502,385,1029,215,1011,317,101,837,899,329,368,241,313,619,2700,179,1154,598,1678,1493,2008-2012
B03002_6_asian_alone,20610,19661,26169,925,2018,7603,648,3335,23668,5367,24589,19174,26637,50854,96321,1113,4783,9088,135573,35703,2008-2012
B03002_7_native_hawaiian_and_other_pacific_islander_alone,133,97,133,7,6,37,3,141,49,96,138,110,85,178,438,0,0,136,138,384,2008-2012
B03002_8_some_other_race_alone,881,1323,944,58,108,588,70,434,761,1008,839,1051,446,1479,5567,42,195,642,3216,1843,2008-2012
B03002_9_two_or_more_races,4317,10894,9831,1014,3113,4869,911,4291,9164,4996,7960,7196,8820,13273,26140,2091,3953,4688,25448,17852,2008-2012
B03002_10_two_races_including_some_other_race,372,633,806,87,218,133,0,131,409,118,514,485,621,660,1330,9,89,132,1661,1422,2008-2012
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",3945,10261,9025,927,2895,4736,911,4160,8755,4878,7446,6711,8199,12613,24810,2082,3864,4556,23787,16430,2008-2012
B03002_12_hispanic_or_latino,46303,29225,73288,5975,42250,13801,4510,9521,46774,67258,26768,32149,16560,33775,188061,2515,6422,17293,166124,129470,2008-2012
B03002_13_white_alone,20511,16542,22737,3760,21485,6271,2314,6282,31213,32991,19818,26617,9869,25601,70153,1621,3775,11119,81260,58604,2008-2012
B03002_14_black_or_african_american_alone,3520,1998,4394,192,2243,815,328,943,2748,3197,881,503,1755,1471,17719,124,598,502,4377,7254,2008-2012
B03002_15_american_indian_and_alaska_native_alone,365,143,1176,308,519,143,54,62,381,521,172,88,96,265,1773,0,166,350,1604,1033,2008-2012
B03002_16_asian_alone,338,98,160,19,42,160,1,45,94,69,18,24,165,318,674,1,49,41,836,130,2008-2012
B03002_17_native_hawaiian_and_other_pacific_islander_alone,9,25,0,0,0,24,0,0,174,28,0,0,0,29,1156,0,35,0,83,57,2008-2012
B03002_18_some_other_race_alone,17273,7681,39009,1418,15257,4677,1524,1448,9749,26579,4707,3710,3620,4327,85382,662,1100,3784,67265,57566,2008-2012
B03002_19_two_or_more_races,4287,2738,5812,278,2704,1711,289,741,2415,3873,1172,1207,1055,1764,11204,107,699,1497,10699,4826,2008-2012
B03002_20_two_races_including_some_other_race,2784,1426,3576,150,1831,900,192,282,1049,2317,863,541,506,991,6596,52,291,655,5835,2515,2008-2012
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",1503,1312,2236,128,873,811,97,459,1366,1556,309,666,549,773,4608,55,408,842,4864,2311,2008-2012
B25063_1_total,30706,36561,58817,11138,16294,20142,7009,15692,59867,42961,50104,43291,60188,82534,266433,5623,10265,20889,113828,110854,2008-2012
B25063_2_with_cash_rent,29486,34738,56983,9864,15645,18961,6614,14720,58188,40429,48053,41458,57524,79309,254441,5261,9763,19707,110399,108244,2008-2012
B25063_3_less_than_$100,197,17,213,77,78,64,64,97,125,304,58,66,180,201,1853,9,25,17,233,132,2008-2012
B25063_4_$100_to_$149,237,52,236,15,100,127,51,119,150,188,120,99,144,241,1645,16,61,77,281,238,2008-2012
B25063_5_$150_to_$199,468,156,809,55,231,159,74,190,712,325,291,407,280,320,4076,66,130,179,762,549,2008-2012
B25063_6_$200_to_$249,995,176,1576,168,527,379,274,259,903,1065,432,447,487,594,6346,50,144,215,1151,694,2008-2012
B25063_7_$250_to_$299,667,180,822,204,566,313,132,269,601,620,462,282,463,604,3910,11,122,126,638,479,2008-2012
B25063_8_$300_to_$349,443,184,928,196,284,226,110,321,549,612,378,333,441,625,3668,19,54,171,248,465,2008-2012
B25063_9_$350_to_$399,446,135,740,51,314,383,88,253,701,635,393,314,454,412,3595,17,47,195,412,268,2008-2012
B25063_10_$400_to_$449,530,71,876,56,238,135,56,192,751,819,360,355,540,630,4967,30,61,102,377,588,2008-2012
B25063_11_$450_to_$499,364,169,926,80,230,244,81,295,652,1033,496,386,743,576,5464,66,73,97,512,380,2008-2012
B25063_12_$500_to_$549,419,353,875,341,364,237,177,454,530,1643,533,486,877,998,7451,19,60,192,430,600,2008-2012
B25063_13_$550_to_$599,559,358,1048,196,355,317,163,478,846,1938,791,692,1167,1329,8585,110,136,404,424,533,2008-2012
B25063_14_$600_to_$649,544,567,1313,282,538,174,104,497,1127,2674,689,584,1757,1648,10755,109,219,328,807,551,2008-2012
B25063_15_$650_to_$699,571,658,1608,190,238,501,268,589,1181,2885,1007,812,2809,1859,12159,115,187,269,644,610,2008-2012
B25063_16_$700_to_$749,932,741,2914,450,358,645,208,639,2288,2338,1806,1060,3642,2598,13417,45,178,363,881,1124,2008-2012
B25063_17_$750_to_$799,1179,930,3130,541,718,553,371,851,3052,2459,1437,1496,3355,3299,14671,132,78,513,1042,1555,2008-2012
B25063_18_$800_to_$899,2693,2875,6354,946,1651,2145,808,1383,7516,5515,4456,3730,7381,7563,34184,220,259,1619,2165,5839,2008-2012
B25063_19_$900_to_$999,3055,4177,6140,1087,1781,2254,779,1360,7236,4761,5618,3653,7713,8634,27731,442,604,1505,3557,10155,2008-2012
"B25063_20_$1,000_to_$1,249",6372,8715,12908,1910,3876,4530,1340,3052,13904,6447,12276,9714,12106,18524,45694,713,1174,4152,15109,34014,2008-2012
"B25063_21_$1,250_to_$1,499",4550,5137,6900,1307,1785,2541,767,1897,7747,2435,6415,6724,5709,12436,19980,838,1908,3692,23874,21970,2008-2012
"B25063_22_$1,500_to_$1,999",3276,6328,4567,1454,1127,2038,555,1334,5996,1194,6198,6351,4154,10737,16023,1459,2797,4001,32519,17177,2008-2012
"B25063_23_$2,000_or_more",989,2759,2100,258,286,996,144,191,1621,539,3837,3467,3122,5481,8267,775,1446,1490,24333,10323,2008-2012
B25063_24_no_cash_rent,1220,1823,1834,1274,649,1181,395,972,1679,2532,2051,1833,2664,3225,11992,362,502,1182,3429,2610,2008-2012
B25071_1_median_gross_rent_as_a_percentage_of_household_income,34.6,31.6,34.1,32.6,36.1,33.9,34.3,32.0,30.8,31.2,30.8,28.2,32.8,28.9,34.2,33.6,34.4,29.4,30.8,30.9,2008-2012
B25036_1_total,101018,165620,188861,43514,50733,104091,24950,57816,200618,153977,229933,183793,206021,308083,580509,30916,50845,85559,357579,302683,2008-2012
B25036_2_owner_occupied,70312,129059,130044,32376,34439,83949,17941,42124,140751,111016,179829,140502,145833,225549,314076,25293,40580,64670,243751,191829,2008-2012
B25036_3_built_2010_or_later,284,126,180,92,78,205,25,298,373,121,371,472,91,449,248,64,428,257,507,600,2008-2012
B25036_4_built_2000_to_2009,11887,14250,7574,4381,3829,13929,1702,12778,16160,13198,17773,23146,7235,20796,7092,4536,8823,12426,24283,23067,2008-2012
B25036_5_built_1990_to_1999,8175,18478,10180,3605,3244,12965,1554,8358,22782,15826,26910,24710,8062,29910,4830,7364,9015,15100,29832,30883,2008-2012
B25036_6_built_1980_to_1989,10555,19903,15198,5559,2777,12390,1757,5183,19312,13017,27668,25010,8932,26348,8626,5814,8011,10998,55420,27723,2008-2012
B25036_7_built_1970_to_1979,11000,21635,18772,4888,4865,12530,2515,5399,15247,13669,28346,19126,10282,26029,16756,3838,6898,9370,37913,25932,2008-2012
B25036_8_built_1960_to_1969,8205,19260,18906,3866,5357,9212,2312,3629,19696,9360,22019,14497,15411,25976,33685,1468,3431,4837,35051,35360,2008-2012
B25036_9_built_1950_to_1959,8749,17454,23557,4169,5641,9667,2643,2893,24067,12761,34854,14413,42624,43054,62439,728,1681,3359,33961,26862,2008-2012
B25036_10_built_1940_to_1949,3138,4550,11184,1716,2610,4220,1591,1177,9277,6143,6002,3859,21186,15065,49032,537,1101,1396,13856,11611,2008-2012
B25036_11_built_1939_or_earlier,8319,13403,24493,4100,6038,8831,3842,2409,13837,26921,15886,15269,32010,37922,131368,944,1192,6927,12928,9791,2008-2012
B25036_12_renter_occupied,30706,36561,58817,11138,16294,20142,7009,15692,59867,42961,50104,43291,60188,82534,266433,5623,10265,20889,113828,110854,2008-2012
B25036_13_built_2010_or_later,73,195,92,25,0,198,63,109,209,92,2,47,65,116,467,0,134,132,458,305,2008-2012
B25036_14_built_2000_to_2009,2589,3728,4281,745,1152,1954,501,3352,5302,3048,3563,5033,3070,6602,10974,1025,1781,3552,15758,9439,2008-2012
B25036_15_built_1990_to_1999,2608,3571,3699,638,964,1278,304,2625,6181,2681,3592,4407,2668,5501,10289,1559,1896,3523,14130,9771,2008-2012
B25036_16_built_1980_to_1989,5412,4807,6515,1585,1898,2626,524,2423,8279,3338,6436,6071,4199,8841,13616,1028,2153,3603,21506,13471,2008-2012
B25036_17_built_1970_to_1979,4815,8646,12269,1508,2597,5049,1374,2376,9988,6242,14347,7751,7910,14343,24915,886,1689,3229,22829,23341,2008-2012
B25036_18_built_1960_to_1969,4416,6080,9092,2052,2836,2593,885,2379,9327,4526,8971,4443,8811,12567,29415,289,1464,1526,17897,28216,2008-2012
B25036_19_built_1950_to_1959,3788,3875,7303,1673,2161,2387,956,902,7065,4516,4903,3185,12019,9982,39055,217,384,1237,12175,14558,2008-2012
B25036_20_built_1940_to_1949,2403,1211,6039,757,1460,1509,649,441,4390,3197,2243,1675,8578,6181,40829,280,262,891,5188,6924,2008-2012
B25036_21_built_1939_or_earlier,4602,4448,9527,2155,3226,2548,1753,1085,9126,15321,6047,10679,12868,18401,96873,339,502,3196,3887,4829,2008-2012
