B25127_21_20_to_49,30,0,760,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,49,0,0,2012-2016
B25127_22_50_or_more,98,0,1776,9,0,0,12,0,0,0,11,0,5,0,0,0,0,0,206,0,0,2012-2016
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",2455,765,4637,4258,2219,776,1808,3280,1747,715,2555,4632,2014,1142,628,3247,583,198,4668,2291,729,2012-2016
B25127_24_built_1960_to_1979,25027,2589,146802,20811,6073,2221,8746,6561,3584,2529,5713,9205,4421,3211,2249,5340,2012,352,90952,2797,2913,2012-2016
"B25127_25_1,_detached__or_attached",24512,2520,139164,19960,5448,2005,8200,5221,2748,2322,4998,8323,4026,2775,2055,4537,1960,248,88526,2362,2541,2012-2016
B25127_26_2_to_4,72,0,2057,27,4,16,0,29,7,0,0,0,8,6,0,4,0,0,541,5,0,2012-2016
B25127_27_5_to_19,104,0,1609,6,0,0,11,0,39,7,0,23,0,0,0,0,19,0,264,9,0,2012-2016
B25127_28_20_to_49,13,0,723,10,0,0,0,0,0,0,0,0,0,19,0,0,0,0,56,0,0,2012-2016
B25127_29_50_or_more,35,0,1598,20,0,0,0,0,0,0,12,7,0,0,0,0,0,0,256,0,0,2012-2016
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",291,69,1651,788,621,200,535,1311,790,200,703,852,387,411,194,799,33,104,1309,421,372,2012-2016
B25127_31_built_1940_to_1959,3696,1673,93270,3440,2444,901,4816,1333,571,943,1838,2648,1332,1389,1165,1668,269,227,54111,1246,986,2012-2016
"B25127_32_1,_detached__or_attached",3599,1657,91796,3374,2376,889,4705,1282,496,943,1755,2585,1270,1382,1135,1613,247,227,53812,1228,986,2012-2016
B25127_33_2_to_4,82,10,434,37,0,0,18,0,0,0,27,30,0,0,0,9,0,0,156,0,0,2012-2016
B25127_34_5_to_19,0,0,363,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,2012-2016
B25127_35_20_to_49,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,2012-2016
B25127_36_50_or_more,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-2016
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",15,6,231,18,68,12,93,51,75,0,56,33,62,7,30,46,22,0,34,18,0,2012-2016
B25127_38_built_1939_or_earlier,1863,627,18878,1112,1804,1024,2703,613,224,797,944,1287,843,1186,837,998,127,162,13202,420,702,2012-2016
"B25127_39_1,_detached__or_attached",1845,627,18089,1080,1800,1018,2690,572,224,797,941,1237,843,1173,734,982,127,162,12870,420,672,2012-2016
B25127_40_2_to_4,18,0,318,15,4,6,0,0,0,0,3,19,0,0,0,9,0,0,62,0,0,2012-2016
B25127_41_5_to_19,0,0,79,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,0,0,2012-2016
B25127_42_20_to_49,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,2012-2016
B25127_43_50_or_more,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,2012-2016
"B25127_44_mobile_home,_boat,_rv,_van,_etc.",0,0,259,17,0,0,13,41,0,0,0,31,0,0,103,7,0,0,7,0,30,2012-2016
B25127_45_renter_occupied,106802,4484,442258,95401,14956,3002,15376,7498,4934,3809,9596,14190,8464,5634,3308,9778,5829,938,270540,5015,5892,2012-2016
B25127_46_built_2010_or_later,8520,100,17808,6726,741,41,265,338,310,174,159,759,284,6,283,388,598,0,9435,118,220,2012-2016
"B25127_47_1,_detached__or_attached",1313,39,1539,1160,257,11,11,149,99,3,18,143,72,6,0,175,37,0,1683,62,148,2012-2016
B25127_48_2_to_4,317,0,876,451,147,0,106,64,39,81,28,105,53,0,27,165,35,0,636,15,35,2012-2016
B25127_49_5_to_19,2445,0,2520,2003,162,15,85,80,60,65,47,251,15,0,146,13,174,0,2960,0,33,2012-2016
B25127_50_20_to_49,1220,0,1647,1551,51,0,47,4,4,25,25,61,81,0,23,23,80,0,1405,0,0,2012-2016
B25127_51_50_or_more,3200,0,10977,1450,124,6,9,0,78,0,0,143,29,0,18,0,218,0,2566,0,0,2012-2016
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",25,61,249,111,0,9,7,41,30,0,41,56,34,0,69,12,54,0,185,41,4,2012-2016
B25127_53_built_2000_to_2009,27941,614,61294,24939,4333,502,2573,995,1245,254,1122,2641,2157,649,282,2382,2045,247,51398,776,1276,2012-2016
"B25127_54_1,_detached__or_attached",8611,175,10658,7946,1762,167,889,442,664,120,377,1193,1091,232,119,788,1339,53,19155,419,364,2012-2016
B25127_55_2_to_4,1436,68,5260,1708,525,218,378,155,92,48,90,491,221,165,24,436,16,0,3905,88,270,2012-2016
B25127_56_5_to_19,7568,120,16703,7037,1077,33,557,32,80,11,382,316,234,77,0,536,186,5,15006,86,291,2012-2016
B25127_57_20_to_49,3045,50,6253,4504,202,0,299,13,8,14,36,175,41,0,25,100,116,0,5581,16,64,2012-2016
B25127_58_50_or_more,6943,24,21599,3008,409,0,134,42,207,0,55,123,32,47,0,15,320,0,7200,5,119,2012-2016
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",338,177,821,736,358,84,316,311,194,61,182,343,538,128,114,507,68,189,551,162,168,2012-2016
B25127_60_built_1980_to_1999,53908,1124,157284,44653,4776,978,3937,2741,1913,1066,3612,5223,2749,1866,519,3549,2238,304,106002,2310,1550,2012-2016
"B25127_61_1,_detached__or_attached",11412,692,25511,9176,1986,387,1049,1017,606,576,872,1493,1062,776,249,1537,1123,84,24492,953,655,2012-2016
B25127_62_2_to_4,3499,157,16401,3323,827,164,554,425,216,112,566,958,551,188,109,437,160,20,14365,201,152,2012-2016
B25127_63_5_to_19,23973,21,68014,18720,842,131,1396,160,263,125,1132,740,273,336,3,307,358,42,43342,213,185,2012-2016
B25127_64_20_to_49,7080,8,19798,7509,52,33,226,47,88,55,163,98,99,15,17,40,158,17,8748,90,25,2012-2016
B25127_65_50_or_more,6817,13,24663,4093,252,9,286,75,125,34,236,91,67,34,0,83,55,14,12506,9,72,2012-2016
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",1127,233,2897,1832,817,254,426,1017,615,164,643,1843,697,517,141,1145,384,127,2549,844,461,2012-2016
B25127_67_built_1960_to_1979,13525,1493,141853,14745,2629,788,4931,2584,1100,1340,2894,3693,2025,1718,1162,2192,640,248,68540,1064,1558,2012-2016
"B25127_68_1,_detached__or_attached",6063,762,36734,5843,1590,407,2455,1311,399,631,1180,1987,1009,1143,588,1098,376,156,25507,563,899,2012-2016
B25127_69_2_to_4,1451,311,15509,1854,440,184,1051,392,116,185,375,603,330,253,317,253,123,67,11147,91,118,2012-2016
B25127_70_5_to_19,3490,158,59864,4406,338,96,783,236,61,317,649,279,455,216,94,351,93,25,20896,143,220,2012-2016
B25127_71_20_to_49,1283,97,14986,1373,59,39,220,75,51,50,162,165,26,0,13,81,19,0,4295,0,47,2012-2016
B25127_72_50_or_more,1020,67,13802,855,79,24,230,26,20,59,162,79,39,21,9,9,13,0,5929,0,148,2012-2016
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",218,98,958,414,123,38,192,544,453,98,366,580,166,85,141,400,16,0,766,267,126,2012-2016
B25127_74_built_1940_to_1959,2328,714,49680,3575,1569,398,2496,646,332,665,1336,1130,818,1000,801,1068,174,97,27361,659,744,2012-2016
"B25127_75_1,_detached__or_attached",1412,679,31911,2616,1212,344,1765,574,242,555,821,989,796,671,636,699,140,97,21021,581,680,2012-2016
B25127_76_2_to_4,217,25,4362,299,169,46,478,48,34,48,163,59,16,172,119,255,34,0,2041,15,8,2012-2016
B25127_77_5_to_19,354,0,7254,415,80,4,121,5,0,52,285,49,0,113,18,66,0,0,2334,0,20,2012-2016
B25127_78_20_to_49,176,0,3065,111,36,4,24,5,0,10,16,7,0,0,21,0,0,0,700,0,10,2012-2016
B25127_79_50_or_more,140,0,2918,101,16,0,32,10,0,0,49,0,0,18,0,0,0,0,1147,18,11,2012-2016
"B25127_80_mobile_home,_boat,_rv,_van,_etc.",29,10,170,33,56,0,76,4,56,0,2,26,6,26,7,48,0,0,118,45,15,2012-2016
B25127_81_built_1939_or_earlier,580,439,14339,763,908,295,1174,194,34,310,473,744,431,395,261,199,134,42,7804,88,544,2012-2016
"B25127_82_1,_detached__or_attached",461,387,6698,553,730,288,880,186,14,306,377,679,389,357,213,169,134,42,5288,88,468,2012-2016
B25127_83_2_to_4,37,7,1784,89,28,2,176,0,0,0,31,46,23,20,28,12,0,0,917,0,33,2012-2016
B25127_84_5_to_19,14,0,2366,41,101,0,32,0,10,0,49,10,0,18,12,0,0,0,784,0,19,2012-2016
B25127_85_20_to_49,0,33,926,9,35,0,68,0,0,4,0,0,0,0,0,0,0,0,213,0,8,2012-2016
B25127_86_50_or_more,17,12,2482,14,14,0,18,0,0,0,0,9,9,0,0,0,0,0,567,0,5,2012-2016
"B25127_87_mobile_home,_boat,_rv,_van,_etc.",51,0,83,57,0,5,0,8,10,0,16,0,10,0,8,18,0,0,35,0,11,2012-2016
B11003_1_total,233129,10554,584003,188988,42074,8557,32311,20977,14116,9791,21508,41482,27517,12931,7049,32856,23790,2467,473777,16269,10646,2012-2016
B11003_2_married-couple_family,191151,8441,385714,149198,33353,6573,23795,16383,11813,7548,16413,32296,20469,9206,5216,27270,19970,1811,339951,13127,7904,2012-2016
B11003_3_with_own_children_of_the_householder_under_18_years,100645,2923,179987,77038,14448,2249,8407,5100,3648,3005,5840,13334,9366,3613,1515,10298,9875,799,160629,5252,2880,2012-2016
B11003_4_under_6_years_only,22346,479,40320,16803,2494,370,1514,755,766,774,1001,2531,1445,682,281,2219,1696,192,33131,1016,664,2012-2016
B11003_5_under_6_years_and_6_to_17_years,20138,676,44125,16279,3399,526,2147,1234,597,538,1161,3104,2460,932,361,1986,1875,244,37487,1407,664,2012-2016
B11003_6_6_to_17_years_only,58161,1768,95542,43956,8555,1353,4746,3111,2285,1693,3678,7699,5461,1999,873,6093,6304,363,90011,2829,1552,2012-2016
B11003_7_no_own_children_of_the_householder_under_18_years,90506,5518,205727,72160,18905,4324,15388,11283,8165,4543,10573,18962,11103,5593,3701,16972,10095,1012,179322,7875,5024,2012-2016
B11003_8_other_family,41978,2113,198289,39790,8721,1984,8516,4594,2303,2243,5095,9186,7048,3725,1833,5586,3820,656,133826,3142,2742,2012-2016
"B11003_9_male_householder,_no_wife_present",11043,604,54758,10288,2047,574,2338,1400,685,571,1284,3012,2106,1149,605,1719,844,197,36586,699,727,2012-2016
B11003_10_with_own_children_of_the_householder_under_18_years,6185,301,24808,4957,1046,273,1325,764,269,198,484,1773,929,590,277,1044,331,86,18211,371,270,2012-2016
B11003_11_under_6_years_only,1179,54,7001,983,189,139,355,259,42,65,139,375,157,83,64,134,58,54,5005,77,79,2012-2016
B11003_12_under_6_years_and_6_to_17_years,887,125,4905,540,164,43,136,72,33,25,65,219,205,185,56,77,39,0,3605,11,62,2012-2016
B11003_13_6_to_17_years_only,4119,122,12902,3434,693,91,834,433,194,108,280,1179,567,322,157,833,234,32,9601,283,129,2012-2016
B11003_14_no_own_children_of_the_householder_under_18_years,4858,303,29950,5331,1001,301,1013,636,416,373,800,1239,1177,559,328,675,513,111,18375,328,457,2012-2016
"B11003_15_female_householder,_no_husband_present",30935,1509,143531,29502,6674,1410,6178,3194,1618,1672,3811,6174,4942,2576,1228,3867,2976,459,97240,2443,2015,2012-2016
B11003_16_with_own_children_of_the_householder_under_18_years,18922,905,84860,18558,3956,644,3480,1616,799,1004,2037,3411,2580,1705,756,2046,1658,283,59155,1305,1091,2012-2016
B11003_17_under_6_years_only,3106,327,15471,3134,655,137,763,307,299,157,466,681,585,399,158,279,320,103,10826,337,271,2012-2016
B11003_18_under_6_years_and_6_to_17_years,2341,151,19336,2788,763,123,744,183,74,256,503,522,384,435,190,438,162,40,12216,175,138,2012-2016
B11003_19_6_to_17_years_only,13475,427,50053,12636,2538,384,1973,1126,426,591,1068,2208,1611,871,408,1329,1176,140,36113,793,682,2012-2016
B11003_20_no_own_children_of_the_householder_under_18_years,12013,604,58671,10944,2718,766,2698,1578,819,668,1774,2763,2362,871,472,1821,1318,176,38085,1138,924,2012-2016
B25075_1_total,208116,10412,452284,170389,38847,9020,31785,22287,16106,9450,21558,39690,27275,11775,7108,33492,23563,2303,412427,16412,10741,2012-2016
"B25075_2_less_than_$10,000",1741,159,5977,2208,649,255,611,746,289,228,603,818,264,262,166,577,204,47,5302,433,358,2012-2016
"B25075_3_$10,000_to_$14,999",581,127,2508,891,388,91,303,593,248,189,290,472,162,332,143,197,184,15,2677,96,121,2012-2016
"B25075_4_$15,000_to_$19,999",810,86,2563,928,140,198,421,507,95,70,204,176,384,170,235,256,47,0,1793,117,215,2012-2016
"B25075_5_$20,000_to_$24,999",360,164,2238,708,326,215,369,761,248,291,670,516,211,250,196,417,76,32,2386,193,150,2012-2016
"B25075_6_$25,000_to_$29,999",432,119,2299,731,260,188,410,410,292,240,480,414,235,219,180,323,15,0,1848,170,162,2012-2016
"B25075_7_$30,000_to_$34,999",461,86,3240,503,325,282,796,611,277,323,583,524,303,383,248,368,61,21,2298,218,285,2012-2016
"B25075_8_$35,000_to_$39,999",329,152,3017,262,372,259,514,443,262,200,493,583,220,292,131,415,33,73,2099,173,213,2012-2016
"B25075_9_$40,000_to_$49,999",689,427,9455,753,990,499,1452,1117,459,558,1256,1264,825,868,409,891,148,115,7740,524,612,2012-2016
"B25075_10_$50,000_to_$59,999",1196,368,13223,993,1004,466,1839,1542,478,470,1258,1566,1168,1156,565,975,200,61,9638,603,500,2012-2016
"B25075_11_$60,000_to_$69,999",1364,415,17537,1485,1517,499,1995,1262,536,549,1610,1912,887,894,551,727,184,161,13658,657,791,2012-2016
"B25075_12_$70,000_to_$79,999",1314,619,21775,1885,1264,717,1835,1350,488,421,1112,2071,1398,703,440,996,284,77,16270,1112,661,2012-2016
"B25075_13_$80,000_to_$89,999",2456,522,29321,1840,1563,609,2212,1317,542,850,1603,2614,1406,947,413,1287,298,79,21964,1009,937,2012-2016
"B25075_14_$90,000_to_$99,999",2190,540,26510,2869,1575,511,1612,1179,469,530,964,2261,975,573,363,1134,305,61,21868,772,597,2012-2016
"B25075_15_$100,000_to_$124,999",8215,1168,62017,11372,4350,886,3800,2194,953,885,2580,4744,3418,1035,697,3061,1591,187,51787,1698,1347,2012-2016
"B25075_16_$125,000_to_$149,999",14677,707,44956,15883,4636,635,3188,1090,1494,704,1563,3658,2694,784,303,2587,2338,135,48602,1402,1001,2012-2016
"B25075_17_$150,000_to_$174,999",20715,934,40985,20940,4692,762,2415,1631,1836,719,1339,4093,3452,669,387,3151,2871,246,46066,1614,706,2012-2016
"B25075_18_$175,000_to_$199,999",18730,638,23897,14721,3261,518,1493,835,1355,514,1195,2688,2195,344,251,2269,2471,93,29486,1055,421,2012-2016
"B25075_19_$200,000_to_$249,999",34151,929,34334,25446,4170,529,1919,1475,1458,585,1337,4004,3221,778,361,4075,3519,228,38682,1246,615,2012-2016
"B25075_20_$250,000_to_$299,999",29102,708,24157,17961,2610,304,1642,871,1455,369,929,2290,1829,316,193,3328,2570,147,26535,1025,328,2012-2016
"B25075_21_$300,000_to_$399,999",35055,740,30016,23602,3023,375,1594,1297,1580,375,901,1690,1243,282,311,3309,3097,189,27586,1222,431,2012-2016
"B25075_22_$400,000_to_$499,999",16248,362,15966,11708,889,56,657,354,600,126,314,690,468,254,206,1328,1494,35,13870,527,116,2012-2016
"B25075_23_$500,000_to_$749,999",11957,247,16394,8885,618,102,421,409,500,148,203,458,183,209,187,1100,1157,220,12298,365,101,2012-2016
"B25075_24_$750,000_to_$999,999",2832,90,7230,2189,123,22,163,150,128,69,38,83,47,33,111,445,301,36,4427,33,25,2012-2016
"B25075_25_$1,000,000_to_$1,499,999",1679,76,6117,838,62,37,73,38,43,37,6,45,29,22,26,137,30,12,1875,113,9,2012-2016
"B25075_26_$1,500,000_to_$1,999,999",456,28,2828,305,9,0,24,27,12,0,0,16,2,0,6,18,40,0,700,15,10,2012-2016
"B25075_27_$2,000,000_or_more",376,1,3724,483,31,5,27,78,9,0,27,40,56,0,29,121,45,33,972,20,29,2012-2016
B03002_1_total,886633,38878,2513054,754650,160225,33757,124231,79213,54217,35844,89068,157544,111830,48177,27922,123601,88010,8673,1947529,62089,44529,2012-2016
B03002_2_not_hispanic_or_latino,753788,32298,1525205,612031,120091,30241,108875,69901,47909,30112,75850,126409,90402,35830,22452,109813,73290,7016,1405582,50664,42067,2012-2016
B03002_3_white_alone,532872,29910,774653,464580,101530,26906,95498,62852,46262,26663,65367,117123,75630,27913,21142,104775,64065,6843,957988,48431,32212,2012-2016
B03002_4_black_or_african_american_alone,80357,1020,554464,66503,14506,2283,7171,5136,365,2408,7325,3919,11127,6431,638,1813,4821,45,298394,726,815,2012-2016
B03002_5_american_indian_and_alaska_native_alone,2697,219,4234,2213,354,110,1346,576,391,122,706,693,509,155,179,721,146,31,5227,331,6892,2012-2016
B03002_6_asian_alone,114145,312,144440,56102,1050,175,1439,515,350,245,1084,1152,1117,299,136,734,2115,0,97150,267,235,2012-2016
B03002_7_native_hawaiian_and_other_pacific_islander_alone,571,44,1163,517,59,20,63,91,0,16,0,623,46,506,25,31,22,51,3133,19,11,2012-2016
B03002_8_some_other_race_alone,2234,30,3916,2063,98,18,217,30,15,41,47,89,138,19,26,114,64,4,2570,52,10,2012-2016
B03002_9_two_or_more_races,20912,763,42335,20053,2494,729,3141,701,526,617,1321,2810,1835,507,306,1625,2057,42,41120,838,1892,2012-2016
B03002_10_two_races_including_some_other_race,1182,0,3040,1104,41,4,162,0,44,4,14,52,31,0,0,64,75,0,1563,37,0,2012-2016
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",19730,763,39295,18949,2453,725,2979,701,482,613,1307,2758,1804,507,306,1561,1982,42,39557,801,1892,2012-2016
B03002_12_hispanic_or_latino,132845,6580,987849,142619,40134,3516,15356,9312,6308,5732,13218,31135,21428,12347,5470,13788,14720,1657,541947,11425,2462,2012-2016
B03002_13_white_alone,105524,6101,752145,113528,28871,2828,12305,7991,5290,3508,4600,27307,16948,8900,4416,10594,12076,1278,402112,10357,1035,2012-2016
B03002_14_black_or_african_american_alone,1134,7,8906,1946,591,0,64,245,20,26,48,95,127,138,0,10,29,0,6347,3,26,2012-2016
B03002_15_american_indian_and_alaska_native_alone,1121,28,4369,883,1600,4,77,67,23,22,72,258,0,742,152,338,0,28,3402,12,131,2012-2016
B03002_16_asian_alone,770,0,1240,461,7,0,0,0,25,0,26,68,0,0,0,23,25,0,945,0,0,2012-2016
B03002_17_native_hawaiian_and_other_pacific_islander_alone,54,0,330,16,0,0,13,0,0,0,0,5,7,0,0,19,7,0,150,11,0,2012-2016
B03002_18_some_other_race_alone,17412,298,196620,20076,7108,538,2389,748,885,2135,8385,2596,3448,2116,741,2459,1662,311,110908,639,1075,2012-2016
B03002_19_two_or_more_races,6830,146,24239,5709,1957,146,508,261,65,41,87,806,898,451,161,345,921,40,18083,403,195,2012-2016
B03002_20_two_races_including_some_other_race,3490,59,14018,3124,723,61,332,135,29,41,63,336,631,85,112,249,416,28,9190,239,26,2012-2016
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",3340,87,10221,2585,1234,85,176,126,36,0,24,470,267,366,49,96,505,12,8893,164,169,2012-2016
B25063_1_total,106802,4484,442258,95401,14956,3002,15376,7498,4934,3809,9596,14190,8464,5634,3308,9778,5829,938,270540,5015,5892,2012-2016
B25063_2_with_cash_rent,104130,3946,432253,92984,13975,2476,14090,6273,4512,3291,8731,13005,7880,4839,2857,8518,5671,815,262076,4288,5224,2012-2016
B25063_3_less_than_$100,122,93,1068,25,0,9,89,2,7,0,10,18,0,79,13,0,0,0,611,0,5,2012-2016
B25063_4_$100_to_$149,49,31,838,0,91,10,21,80,16,24,3,7,40,2,0,10,0,0,369,7,17,2012-2016
B25063_5_$150_to_$199,163,29,2008,144,41,11,231,90,0,16,87,97,28,29,68,32,0,13,729,16,47,2012-2016
B25063_6_$200_to_$249,319,114,3924,112,117,111,297,86,40,41,201,171,89,184,19,110,0,6,1614,60,35,2012-2016
B25063_7_$250_to_$299,230,74,2745,104,87,111,220,108,71,42,194,105,48,212,21,119,0,24,1268,64,54,2012-2016
B25063_8_$300_to_$349,282,140,2619,225,69,41,216,108,45,21,165,168,95,130,26,37,13,0,1247,52,42,2012-2016
B25063_9_$350_to_$399,230,76,2221,190,59,98,260,241,25,112,45,149,73,98,24,153,32,9,1541,46,92,2012-2016
B25063_10_$400_to_$449,238,42,3084,265,185,104,348,201,136,113,202,92,85,297,66,103,111,27,1761,78,203,2012-2016
B25063_11_$450_to_$499,232,40,4392,712,278,154,431,136,126,169,209,158,215,56,181,186,18,42,3023,88,308,2012-2016
B25063_12_$500_to_$549,830,118,8734,947,254,213,288,354,134,308,420,351,306,156,127,416,90,31,5298,94,463,2012-2016
B25063_13_$550_to_$599,976,208,14561,1515,597,161,879,482,145,328,433,538,218,248,172,333,2,14,8315,161,444,2012-2016
B25063_14_$600_to_$649,1327,223,21771,2353,358,68,813,230,283,214,734,415,297,366,375,386,2,24,11617,153,510,2012-2016
B25063_15_$650_to_$699,1695,500,23315,3113,447,112,948,512,262,310,449,747,427,314,220,364,13,31,14392,176,483,2012-2016
B25063_16_$700_to_$749,2494,353,27137,4157,832,200,1094,403,275,202,1034,495,431,324,239,428,216,54,14585,370,439,2012-2016
B25063_17_$750_to_$799,3976,240,26597,4561,1081,149,1283,566,257,249,591,921,476,393,298,489,81,112,16285,232,415,2012-2016
B25063_18_$800_to_$899,9552,358,54092,11844,1957,330,1899,847,639,356,1261,1956,973,452,307,1083,405,91,34458,489,656,2012-2016
B25063_19_$900_to_$999,12276,558,48231,11718,1660,204,1206,540,546,292,1040,1540,865,556,224,1137,399,28,31463,730,443,2012-2016
"B25063_20_$1,000_to_$1,249",25356,540,84954,21886,2752,257,2136,977,692,277,984,2982,1738,622,281,1657,1406,123,54100,998,349,2012-2016
"B25063_21_$1,250_to_$1,499",16678,134,46433,12369,1514,52,764,127,223,152,284,1218,979,174,174,777,999,132,28896,262,128,2012-2016
"B25063_22_$1,500_to_$1,999",18729,28,37137,12491,1376,74,381,69,325,58,276,732,420,122,22,470,1408,50,22414,180,36,2012-2016
"B25063_23_$2,000_to_$2,499",5401,16,9746,2904,164,4,154,70,109,0,109,113,48,2,0,204,421,4,4762,4,23,2012-2016
"B25063_24_$2,500_to_$2,999",1927,12,3123,854,56,3,48,0,49,0,0,13,29,23,0,0,52,0,1776,28,18,2012-2016
"B25063_25_$3,000_to_$3,499",692,19,1695,376,0,0,73,0,41,7,0,19,0,0,0,0,0,0,900,0,14,2012-2016
"B25063_26_$3,500_or_more",356,0,1828,119,0,0,11,44,66,0,0,0,0,0,0,24,3,0,652,0,0,2012-2016
B25063_27_no_cash_rent,2672,538,10005,2417,981,526,1286,1225,422,518,865,1185,584,795,451,1260,158,123,8464,727,668,2012-2016
B25071_1_median_gross_rent_as_a_percentage_of_household_income,26.5,27.7,29.0,28.2,29.8,29.3,27.2,30.2,31.1,29.1,32.9,28.1,28.6,29.9,32.5,27.7,28.2,25.8,29.2,29.3,28.6,2012-2016
B25036_1_total,314918,14896,894542,265790,53803,12022,47161,29785,21040,13259,31154,53880,35739,17409,10416,43270,29392,3241,682967,21427,16633,2012-2016
B25036_2_owner_occupied,208116,10412,452284,170389,38847,9020,31785,22287,16106,9450,21558,39690,27275,11775,7108,33492,23563,2303,412427,16412,10741,2012-2016
B25036_3_built_2014_or_later,3351,48,1754,3245,583,34,223,114,222,37,93,369,276,82,20,357,424,7,2792,135,97,2012-2016
B25036_4_built_2010_to_2013,12680,384,7192,11188,1812,262,496,723,676,313,492,1515,1336,354,190,1503,1734,56,13213,639,365,2012-2016
B25036_5_built_2000_to_2009,71160,1844,61989,61691,11835,1973,5833,3823,4004,1715,4820,10429,10494,2236,910,10903,11146,697,103697,4828,2300,2012-2016
B25036_6_built_1990_to_1999,57645,1778,50419,39772,7809,1386,4707,3835,3480,1424,3625,7623,4796,1523,898,6998,4637,252,63101,3939,1668,2012-2016
B25036_7_built_1980_to_1989,32694,1469,71980,29130,6487,1219,4261,5285,3345,1692,4033,6614,3777,1794,839,5725,3214,550,71359,2408,1710,2012-2016
B25036_8_built_1970_to_1979,18983,1674,77487,16229,4181,1419,4275,4560,3098,1577,3366,6168,2607,1957,857,3616,1562,232,54327,1584,2115,2012-2016
B25036_9_built_1960_to_1969,6044,915,69315,4582,1892,802,4471,2001,486,952,2347,3037,1814,1254,1392,1724,450,120,36625,1213,798,2012-2016
B25036_10_built_1950_to_1959,2284,1120,70351,2474,1446,510,3245,900,392,647,1300,1884,967,927,799,1078,204,89,40231,902,601,2012-2016
B25036_11_built_1940_to_1949,1412,553,22919,966,998,391,1571,433,179,296,538,764,365,462,366,590,65,138,13880,344,385,2012-2016
B25036_12_built_1939_or_earlier,1863,627,18878,1112,1804,1024,2703,613,224,797,944,1287,843,1186,837,998,127,162,13202,420,702,2012-2016
B25036_13_renter_occupied,106802,4484,442258,95401,14956,3002,15376,7498,4934,3809,9596,14190,8464,5634,3308,9778,5829,938,270540,5015,5892,2012-2016
B25036_14_built_2014_or_later,1740,4,3849,819,132,9,23,49,124,0,0,23,65,0,10,0,68,0,1187,11,29,2012-2016
B25036_15_built_2010_to_2013,6780,96,13959,5907,609,32,242,289,186,174,159,736,219,6,273,388,530,0,8248,107,191,2012-2016
B25036_16_built_2000_to_2009,27941,614,61294,24939,4333,502,2573,995,1245,254,1122,2641,2157,649,282,2382,2045,247,51398,776,1276,2012-2016
B25036_17_built_1990_to_1999,28761,307,60457,20023,2227,504,1590,1072,1015,445,1578,2541,1545,695,278,1533,881,173,43618,1158,573,2012-2016
B25036_18_built_1980_to_1989,25147,817,96827,24630,2549,474,2347,1669,898,621,2034,2682,1204,1171,241,2016,1357,131,62384,1152,977,2012-2016
B25036_19_built_1970_to_1979,10848,992,89825,10239,1673,460,2645,1656,691,944,1665,2516,1404,1014,534,1531,414,178,44169,581,1085,2012-2016
B25036_20_built_1960_to_1969,2677,501,52028,4506,956,328,2286,928,409,396,1229,1177,621,704,628,661,226,70,24371,483,473,2012-2016
B25036_21_built_1950_to_1959,1784,430,35514,2430,1048,223,1537,516,250,283,1081,852,551,631,639,711,103,84,19391,365,386,2012-2016
B25036_22_built_1940_to_1949,544,284,14166,1145,521,175,959,130,82,382,255,278,267,369,162,357,71,13,7970,294,358,2012-2016
B25036_23_built_1939_or_earlier,580,439,14339,763,908,295,1174,194,34,310,473,744,431,395,261,199,134,42,7804,88,544,2012-2016
