B25127_26_2_to_4,409,620,1256,2371,566,446,2179,717,87,520,169,457,97,40,271,88,1220,181,141,2012-2016
B25127_27_5_to_19,398,459,1415,2954,1736,933,748,744,34,350,24,407,94,82,186,48,520,25,61,2012-2016
B25127_28_20_to_49,133,257,713,2478,1166,132,984,366,10,210,21,227,0,0,103,23,184,0,0,2012-2016
B25127_29_50_or_more,48,139,535,1874,1271,39,1755,292,0,32,0,0,0,0,32,0,62,0,0,2012-2016
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",74,906,711,663,342,1412,94,593,654,1030,1318,1574,957,0,276,147,497,75,247,2012-2016
B25127_31_built_1940_to_1959,8194,21979,34623,75436,44374,22632,14589,35178,1670,11713,3661,8103,4300,3302,14000,3971,30240,4475,4604,2012-2016
"B25127_32_1,_detached__or_attached",8037,20132,32451,70253,42800,22008,9388,33418,1600,10972,3576,7678,4127,3258,13832,3759,27284,4388,4426,2012-2016
B25127_33_2_to_4,110,1409,1547,3681,859,483,3492,1384,34,673,45,240,159,44,128,202,2737,62,131,2012-2016
B25127_34_5_to_19,25,149,317,798,218,56,800,105,0,30,9,40,0,0,9,0,133,0,12,2012-2016
B25127_35_20_to_49,14,45,176,359,268,12,491,80,0,0,9,19,0,0,0,10,40,0,7,2012-2016
B25127_36_50_or_more,8,94,73,265,229,0,418,32,0,0,0,18,0,0,9,0,15,0,0,2012-2016
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",0,150,59,80,0,73,0,159,36,38,22,108,14,0,22,0,31,25,28,2012-2016
B25127_38_built_1939_or_earlier,7153,32462,59484,117675,48732,27161,63894,44702,3203,13879,7672,10558,5162,3310,8084,5080,36220,4984,5962,2012-2016
"B25127_39_1,_detached__or_attached",6480,21941,43935,81324,39419,23585,24750,34536,2908,11052,6857,9413,4436,2584,7093,4193,24115,4418,4946,2012-2016
B25127_40_2_to_4,589,9890,13714,31935,7031,3410,29038,9168,264,2651,720,855,664,644,934,674,11222,503,909,2012-2016
B25127_41_5_to_19,67,471,1215,2440,1361,80,6337,573,31,38,16,158,15,67,29,191,440,17,13,2012-2016
B25127_42_20_to_49,8,59,427,987,589,10,2154,193,0,27,15,77,0,15,28,0,196,37,67,2012-2016
B25127_43_50_or_more,9,87,143,913,323,56,1586,180,0,93,64,55,24,0,0,4,202,4,27,2012-2016
"B25127_44_mobile_home,_boat,_rv,_van,_etc.",0,14,50,76,9,20,29,52,0,18,0,0,23,0,0,18,45,5,0,2012-2016
B25127_45_renter_occupied,19672,80715,105985,221187,81891,43842,192395,106917,5963,52998,16545,27823,16677,5725,20539,13795,111736,13697,13321,2012-2016
B25127_46_built_2010_or_later,197,763,1071,4562,1810,880,4377,1362,92,912,218,434,355,16,164,180,645,293,113,2012-2016
"B25127_47_1,_detached__or_attached",9,175,134,568,92,129,325,258,0,97,91,75,92,16,21,20,74,88,16,2012-2016
B25127_48_2_to_4,34,164,132,364,181,192,589,217,42,134,13,56,52,0,34,84,235,133,16,2012-2016
B25127_49_5_to_19,0,203,225,798,414,138,536,337,43,138,39,188,77,0,76,49,114,52,12,2012-2016
B25127_50_20_to_49,70,114,300,1089,364,183,695,304,0,393,60,32,134,0,33,0,104,8,0,2012-2016
B25127_51_50_or_more,84,97,280,1743,759,238,2232,224,7,150,15,63,0,0,0,27,118,12,69,2012-2016
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",0,10,0,0,0,0,0,22,0,0,0,20,0,0,0,0,0,0,0,2012-2016
B25127_53_built_2000_to_2009,1569,3025,6940,16502,8344,3249,12277,4533,523,3519,1156,2113,1625,213,999,789,5010,1177,551,2012-2016
"B25127_54_1,_detached__or_attached",608,798,748,1802,767,582,1401,1649,256,829,334,435,436,64,174,345,794,475,285,2012-2016
B25127_55_2_to_4,425,524,897,2402,883,552,2761,667,35,406,147,338,117,76,189,211,1766,186,42,2012-2016
B25127_56_5_to_19,90,802,1525,3014,2132,662,1537,884,77,558,176,378,386,22,224,48,668,196,142,2012-2016
B25127_57_20_to_49,214,358,1727,2823,1470,513,1264,532,96,1148,314,474,292,16,178,57,529,56,16,2012-2016
B25127_58_50_or_more,210,510,1982,6409,3092,905,5277,793,15,519,161,353,302,35,234,109,1228,221,59,2012-2016
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",22,33,61,52,0,35,37,8,44,59,24,135,92,0,0,19,25,43,7,2012-2016
B25127_60_built_1980_to_1999,4968,10857,14508,33364,14437,6659,21889,16066,1557,14347,4556,8475,3921,749,3800,2486,15846,2845,2450,2012-2016
"B25127_61_1,_detached__or_attached",2254,2022,2568,4527,1663,2042,2321,3203,640,2587,916,2635,606,153,734,761,2160,915,558,2012-2016
B25127_62_2_to_4,1356,3086,3479,6164,2397,1223,5197,3518,283,2575,736,1307,879,278,343,591,4792,929,635,2012-2016
B25127_63_5_to_19,559,2852,3583,9178,4055,1764,4177,4479,330,3439,1374,2170,1099,191,1155,235,3522,385,644,2012-2016
B25127_64_20_to_49,297,1252,1996,4922,2564,509,3184,1843,99,4255,1158,1466,928,51,662,314,1867,161,284,2012-2016
B25127_65_50_or_more,502,1489,2862,8343,3720,956,6890,2906,136,1376,202,373,142,76,852,405,3417,368,108,2012-2016
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",0,156,20,230,38,165,120,117,69,115,170,524,267,0,54,180,88,87,221,2012-2016
B25127_67_built_1960_to_1979,6676,16138,20099,51122,23875,12750,36691,22933,1277,12125,3455,8067,3823,1292,7061,2774,24183,3444,3439,2012-2016
"B25127_68_1,_detached__or_attached",3453,2577,2391,6276,2543,2786,3194,3184,264,2379,909,1716,537,255,1446,1041,3413,1456,879,2012-2016
B25127_69_2_to_4,1200,5676,5254,11972,4776,2743,10013,5684,512,2592,762,1411,1018,657,1123,681,7408,913,938,2012-2016
B25127_70_5_to_19,1350,4375,5904,13662,6724,4241,8162,7365,271,3534,996,2211,995,241,2160,579,5744,379,1096,2012-2016
B25127_71_20_to_49,403,978,2706,7204,3727,769,4776,2250,62,2703,513,1836,506,82,780,213,2179,223,143,2012-2016
B25127_72_50_or_more,227,2219,3639,11701,6019,2011,10412,4110,89,703,140,405,343,57,1547,192,5278,327,159,2012-2016
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",43,313,205,307,86,200,134,340,79,214,135,488,424,0,5,68,161,146,224,2012-2016
B25127_74_built_1940_to_1959,3351,12079,12975,31906,12272,6313,25820,15783,863,5483,1400,3504,1946,1062,3272,2499,17961,2426,2000,2012-2016
"B25127_75_1,_detached__or_attached",2008,2908,3242,6544,3534,2500,1998,4421,429,1505,550,1508,592,367,1262,1086,3582,1238,711,2012-2016
B25127_76_2_to_4,955,6152,5505,13183,3853,2018,10490,6581,221,2630,343,1132,871,404,859,1038,8813,843,710,2012-2016
B25127_77_5_to_19,269,1952,2446,6274,2740,1115,7442,2974,75,873,246,504,347,235,646,204,3040,178,457,2012-2016
B25127_78_20_to_49,53,222,705,2767,1055,229,3242,925,68,312,156,181,89,8,179,92,688,15,45,2012-2016
B25127_79_50_or_more,53,801,1060,3131,1090,419,2543,849,0,146,38,105,29,48,326,79,1740,135,39,2012-2016
"B25127_80_mobile_home,_boat,_rv,_van,_etc.",13,44,17,7,0,32,105,33,70,17,67,74,18,0,0,0,98,17,38,2012-2016
B25127_81_built_1939_or_earlier,2911,37853,50392,83731,21153,13991,91341,46240,1651,16612,5760,5230,5007,2393,5243,5067,48091,3512,4768,2012-2016
"B25127_82_1,_detached__or_attached",1243,2717,6445,12432,4275,2894,5879,6174,505,1876,1201,1282,783,456,1311,1367,4011,1138,912,2012-2016
B25127_83_2_to_4,1221,23721,27567,47840,10593,8363,48576,27610,762,8545,2719,2130,2652,1485,2604,2435,31307,1322,2721,2012-2016
B25127_84_5_to_19,345,8886,9216,13071,3944,1973,22275,8081,257,4458,1314,1232,1003,299,849,981,7667,755,1036,2012-2016
B25127_85_20_to_49,25,715,3741,5066,946,272,7998,1704,47,903,195,202,232,33,120,132,1675,123,51,2012-2016
B25127_86_50_or_more,57,1785,3341,5187,1323,473,6498,2648,80,818,331,384,330,120,359,152,3407,104,40,2012-2016
"B25127_87_mobile_home,_boat,_rv,_van,_etc.",20,29,82,135,72,16,115,23,0,12,0,0,7,0,0,0,24,70,8,2012-2016
B11003_1_total,58419,139756,192613,380358,171505,129695,148626,200270,16465,104618,37603,82409,30709,12624,43204,21282,146674,32680,29865,2012-2016
B11003_2_married-couple_family,46972,99652,140382,301678,137115,98289,84474,149650,13119,81171,29872,66911,24120,10314,32646,16228,95043,26100,21270,2012-2016
B11003_3_with_own_children_of_the_householder_under_18_years,12016,37932,56734,135857,62009,39760,33186,61408,3954,31915,10798,25808,8689,3763,12052,5470,37038,9021,7177,2012-2016
B11003_4_under_6_years_only,2403,8046,12576,36722,15882,7947,11381,13693,583,7091,2037,4859,2106,732,2890,1369,8432,1905,1291,2012-2016
B11003_5_under_6_years_and_6_to_17_years,1831,7042,10173,21359,10019,6947,6253,9827,622,5837,1629,4292,1347,598,1677,1130,6866,1351,1517,2012-2016
B11003_6_6_to_17_years_only,7782,22844,33985,77776,36108,24866,15552,37888,2749,18987,7132,16657,5236,2433,7485,2971,21740,5765,4369,2012-2016
B11003_7_no_own_children_of_the_householder_under_18_years,34956,61720,83648,165821,75106,58529,51288,88242,9165,49256,19074,41103,15431,6551,20594,10758,58005,17079,14093,2012-2016
B11003_8_other_family,11447,40104,52231,78680,34390,31406,64152,50620,3346,23447,7731,15498,6589,2310,10558,5054,51631,6580,8595,2012-2016
"B11003_9_male_householder,_no_wife_present",3004,10335,12699,20689,8670,8012,14236,13653,853,6639,2441,5046,2157,614,3415,1312,12202,1737,3022,2012-2016
B11003_10_with_own_children_of_the_householder_under_18_years,1343,4350,5792,7564,3163,3569,5168,5837,421,3398,1199,2581,1468,340,1471,572,5342,870,1191,2012-2016
B11003_11_under_6_years_only,287,1181,1603,1903,758,777,1449,1635,157,1066,410,586,385,80,704,65,1769,116,289,2012-2016
B11003_12_under_6_years_and_6_to_17_years,166,581,860,747,456,499,707,540,19,389,82,183,82,0,166,51,921,98,140,2012-2016
B11003_13_6_to_17_years_only,890,2588,3329,4914,1949,2293,3012,3662,245,1943,707,1812,1001,260,601,456,2652,656,762,2012-2016
B11003_14_no_own_children_of_the_householder_under_18_years,1661,5985,6907,13125,5507,4443,9068,7816,432,3241,1242,2465,689,274,1944,740,6860,867,1831,2012-2016
"B11003_15_female_householder,_no_husband_present",8443,29769,39532,57991,25720,23394,49916,36967,2493,16808,5290,10452,4432,1696,7143,3742,39429,4843,5573,2012-2016
B11003_16_with_own_children_of_the_householder_under_18_years,3850,16890,21793,29017,11670,11937,26758,20675,1225,9537,2984,5555,2689,777,3477,2024,22605,2533,3347,2012-2016
B11003_17_under_6_years_only,600,3936,4009,4953,1615,1738,4976,3941,177,1755,633,823,590,116,686,251,4782,464,823,2012-2016
B11003_18_under_6_years_and_6_to_17_years,313,2748,3865,3907,1235,2341,5877,3570,313,1381,326,710,373,107,476,384,4450,276,888,2012-2016
B11003_19_6_to_17_years_only,2937,10206,13919,20157,8820,7858,15905,13164,735,6401,2025,4022,1726,554,2315,1389,13373,1793,1636,2012-2016
B11003_20_no_own_children_of_the_householder_under_18_years,4593,12879,17739,28974,14050,11457,23158,16292,1268,7271,2306,4897,1743,919,3666,1718,16824,2310,2226,2012-2016
B25075_1_total,74679,132218,182306,366548,178170,138410,107263,195877,18501,103116,40245,90849,31102,13574,48122,21473,125723,35856,30940,2012-2016
"B25075_2_less_than_$10,000",890,1882,2116,3628,1936,1342,1507,1835,336,829,435,792,329,87,459,297,1474,398,270,2012-2016
"B25075_3_$10,000_to_$14,999",101,78,171,337,49,94,177,268,126,162,330,147,271,13,128,37,392,86,79,2012-2016
"B25075_4_$15,000_to_$19,999",80,358,166,207,95,183,60,567,345,419,319,319,445,13,249,71,736,66,155,2012-2016
"B25075_5_$20,000_to_$24,999",162,519,138,569,248,436,213,639,189,325,319,433,421,47,161,95,491,126,88,2012-2016
"B25075_6_$25,000_to_$29,999",133,448,350,517,262,429,127,612,89,409,201,296,129,29,235,68,261,71,113,2012-2016
"B25075_7_$30,000_to_$34,999",180,334,303,562,246,405,150,342,88,215,197,428,439,20,148,57,337,42,34,2012-2016
"B25075_8_$35,000_to_$39,999",76,327,211,460,255,387,151,216,40,122,165,361,135,41,49,83,67,76,32,2012-2016
"B25075_9_$40,000_to_$49,999",79,215,463,890,277,443,186,392,212,357,243,580,286,19,221,72,331,91,152,2012-2016
"B25075_10_$50,000_to_$59,999",71,309,427,574,356,534,88,669,124,485,411,465,319,17,305,86,713,54,150,2012-2016
"B25075_11_$60,000_to_$69,999",103,311,377,635,216,540,131,733,139,272,397,369,530,13,224,39,462,48,184,2012-2016
"B25075_12_$70,000_to_$79,999",134,700,316,687,167,710,117,873,221,691,468,378,401,34,189,22,983,72,242,2012-2016
"B25075_13_$80,000_to_$89,999",21,716,529,584,158,482,265,1370,271,761,420,628,498,43,491,41,1398,55,390,2012-2016
"B25075_14_$90,000_to_$99,999",30,765,503,677,228,552,345,1328,237,813,366,411,502,0,424,65,1571,44,351,2012-2016
"B25075_15_$100,000_to_$124,999",928,2690,2674,3160,1105,1776,972,6436,1056,3118,1816,2395,1330,97,2370,322,7005,810,2181,2012-2016
"B25075_16_$125,000_to_$149,999",601,3383,2667,3442,834,2198,979,9057,1096,4310,1890,2478,1785,150,3343,271,10422,446,2903,2012-2016
"B25075_17_$150,000_to_$174,999",1612,7720,4968,6110,2516,4545,2266,16600,1998,7545,3791,3958,3425,289,7102,741,17782,1034,4788,2012-2016
"B25075_18_$175,000_to_$199,999",1805,9094,5442,6343,2874,5363,1935,17304,1581,9453,4494,4435,2757,656,6578,570,13847,1655,3842,2012-2016
"B25075_19_$200,000_to_$249,999",6857,24831,16846,20726,12315,16627,8105,36341,2866,21925,7652,14541,5547,1966,8265,2606,23401,5339,5924,2012-2016
"B25075_20_$250,000_to_$299,999",10167,24090,23109,29782,17641,20483,10181,28851,2532,18680,6553,15674,3807,2231,5831,2844,16236,6000,3601,2012-2016
"B25075_21_$300,000_to_$399,999",19799,29614,47248,82089,42954,34755,26204,36824,2211,19017,6267,22147,4757,3406,6065,4440,16389,9352,3655,2012-2016
"B25075_22_$400,000_to_$499,999",11311,12790,26798,66022,31094,19116,18642,16543,1027,7407,1725,9347,1582,1742,2535,2720,5848,4095,1073,2012-2016
"B25075_23_$500,000_to_$749,999",11526,7995,31746,83733,34850,17653,21692,13711,784,4141,1153,6991,993,1490,1871,3338,3946,3599,533,2012-2016
"B25075_24_$750,000_to_$999,999",4149,1792,9048,29675,13665,5707,5381,2494,460,844,358,1813,190,551,485,1065,1028,1154,55,2012-2016
"B25075_25_$1,000,000_to_$1,499,999",1905,554,3384,15837,7589,2113,3485,1111,324,358,92,787,128,335,206,832,413,529,83,2012-2016
"B25075_26_$1,500,000_to_$1,999,999",887,182,899,4527,3106,832,1319,345,71,150,36,232,0,59,35,222,36,168,38,2012-2016
"B25075_27_$2,000,000_or_more",1072,521,1407,4775,3134,705,2585,416,78,308,147,444,96,226,153,469,154,446,24,2012-2016
B03002_1_total,214703,554868,769362,1567610,691218,506657,767719,813589,60392,404948,147715,300365,125913,49228,164886,82714,631344,126319,117078,2012-2016
B03002_2_not_hispanic_or_latino,209042,515949,624519,1450528,663632,488643,600273,728361,59439,380458,144905,292819,123222,47976,158144,78306,499023,122667,104343,2012-2016
B03002_3_white_alone,194526,464617,560502,1161178,535390,418833,353628,639034,57471,348784,137993,280542,115388,45812,148288,71313,399290,115575,98091,2012-2016
B03002_4_black_or_african_american_alone,5479,18788,23197,73972,42275,44024,154542,34982,322,8164,1675,2029,1144,618,2193,2446,50217,1874,2185,2012-2016
B03002_5_american_indian_and_alaska_native_alone,797,263,599,1601,546,513,1386,1136,149,419,74,230,76,14,130,175,2491,1038,39,2012-2016
B03002_6_asian_alone,3066,11948,26237,169564,69274,6322,65191,36717,643,14837,2463,5615,3736,882,3892,1573,25331,2325,1504,2012-2016
B03002_7_native_hawaiian_and_other_pacific_islander_alone,154,243,168,299,65,71,97,106,0,73,13,0,0,11,13,52,347,88,26,2012-2016
B03002_8_some_other_race_alone,1491,7707,2798,8083,2684,8740,7419,2703,77,912,221,187,145,15,546,248,6081,133,76,2012-2016
B03002_9_two_or_more_races,3529,12383,11018,35831,13398,10140,18010,13683,777,7269,2466,4216,2733,624,3082,2499,15266,1634,2422,2012-2016
B03002_10_two_races_including_some_other_race,309,2180,644,3855,1021,1566,2206,977,12,197,33,49,235,34,83,127,2768,87,47,2012-2016
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",3220,10203,10374,31976,12377,8574,15804,12706,765,7072,2433,4167,2498,590,2999,2372,12498,1547,2375,2012-2016
B03002_12_hispanic_or_latino,5661,38919,144843,117082,27586,18014,167446,85228,953,24490,2810,7546,2691,1252,6742,4408,132321,3652,12735,2012-2016
B03002_13_white_alone,3848,14879,55302,67612,17760,9973,71592,50462,849,18514,2067,5361,2107,966,4347,2827,63454,2154,7049,2012-2016
B03002_14_black_or_african_american_alone,132,2129,7977,4726,1848,2048,18548,4071,0,1355,59,199,72,73,161,280,10956,68,507,2012-2016
B03002_15_american_indian_and_alaska_native_alone,112,397,1059,734,95,277,1470,375,0,41,65,69,14,15,87,0,1162,18,645,2012-2016
B03002_16_asian_alone,0,11,114,595,110,77,543,319,0,108,0,37,97,33,60,13,465,24,51,2012-2016
B03002_17_native_hawaiian_and_other_pacific_islander_alone,30,68,73,145,11,55,25,55,0,0,0,0,0,0,31,0,23,10,0,2012-2016
B03002_18_some_other_race_alone,848,18939,72339,32652,6320,3862,45409,21732,20,2688,419,1347,297,132,1595,1030,50414,1024,3030,2012-2016
B03002_19_two_or_more_races,691,2496,7979,10618,1442,1722,29859,8214,84,1784,200,533,104,33,461,258,5847,354,1453,2012-2016
B03002_20_two_races_including_some_other_race,467,1266,3270,2647,549,763,3755,3096,65,819,80,366,50,8,185,63,3001,257,258,2012-2016
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",224,1230,4709,7971,893,959,26104,5118,19,965,120,167,54,25,276,195,2846,97,1195,2012-2016
B25063_1_total,19672,80715,105985,221187,81891,43842,192395,106917,5963,52998,16545,27823,16677,5725,20539,13795,111736,13697,13321,2012-2016
B25063_2_with_cash_rent,17778,77790,102092,214978,78718,41521,188372,102932,5592,51497,15659,26580,16278,5450,19758,13192,108800,12700,12676,2012-2016
B25063_3_less_than_$100,31,289,672,783,424,213,1764,460,0,76,57,112,14,0,136,39,1033,17,23,2012-2016
B25063_4_$100_to_$149,18,571,522,621,326,205,1920,422,28,57,18,79,64,0,80,166,545,23,97,2012-2016
B25063_5_$150_to_$199,98,1051,942,1642,387,344,2119,518,41,200,162,119,48,0,102,181,721,135,70,2012-2016
B25063_6_$200_to_$249,318,1706,2705,3886,1214,1133,6663,2411,84,849,331,266,277,48,596,461,5795,328,389,2012-2016
B25063_7_$250_to_$299,545,2326,3091,4026,1777,1341,6420,2533,87,585,219,292,195,46,376,226,2808,244,476,2012-2016
B25063_8_$300_to_$349,391,1933,2197,3612,1820,795,5092,2032,75,538,282,325,172,104,378,261,3010,288,256,2012-2016
B25063_9_$350_to_$399,270,1391,2443,3055,1487,880,3366,1955,145,467,319,100,214,65,387,137,2609,92,247,2012-2016
B25063_10_$400_to_$449,479,2191,1891,2845,810,987,3408,2243,79,533,148,222,235,65,289,252,1776,185,228,2012-2016
B25063_11_$450_to_$499,229,1918,1322,2507,956,683,2829,2158,62,547,235,176,264,62,150,181,1784,231,431,2012-2016
B25063_12_$500_to_$549,450,2465,1727,2622,995,828,3051,2156,137,417,248,283,256,58,269,123,2098,285,376,2012-2016
B25063_13_$550_to_$599,258,2782,1361,1878,1265,488,2313,2156,62,622,229,197,247,251,481,169,2073,148,257,2012-2016
B25063_14_$600_to_$649,412,3751,1678,2186,887,718,3250,2848,227,652,469,367,438,166,416,259,3520,330,436,2012-2016
B25063_15_$650_to_$699,314,4311,1536,2715,702,539,2610,2736,201,1052,333,512,293,208,415,248,3779,285,365,2012-2016
B25063_16_$700_to_$749,306,4201,2332,2544,836,962,2156,4256,339,1339,766,655,478,213,671,321,4640,295,881,2012-2016
B25063_17_$750_to_$799,370,5081,2596,3301,940,781,2029,5557,346,1828,752,503,719,195,883,153,5303,588,949,2012-2016
B25063_18_$800_to_$899,1158,10079,6156,7285,2725,2176,5815,10636,807,4331,2096,2467,2052,608,1770,881,12939,958,1637,2012-2016
B25063_19_$900_to_$999,1368,8039,8096,10711,3236,3045,6551,11586,578,6141,1892,3025,2665,528,2823,1125,13987,1194,1460,2012-2016
"B25063_20_$1,000_to_$1,249",3409,11640,24017,31995,11777,8307,23366,23394,1138,13899,3597,6689,3834,1618,4090,2661,23031,2917,2399,2012-2016
"B25063_21_$1,250_to_$1,499",3340,6255,17803,35550,13149,7226,25433,12161,660,8501,1623,3930,1909,463,2751,1753,9047,1675,750,2012-2016
"B25063_22_$1,500_to_$1,999",3094,4510,13412,52455,18085,6639,42091,7807,320,7510,1532,4421,1282,492,2262,2004,6492,1608,702,2012-2016
"B25063_23_$2,000_to_$2,499",609,901,4129,22820,8643,2322,18753,1855,130,1037,193,1152,479,167,235,1025,1156,566,170,2012-2016
"B25063_24_$2,500_to_$2,999",190,199,855,9272,3591,421,9064,635,34,237,109,411,104,41,92,291,393,129,77,2012-2016
"B25063_25_$3,000_to_$3,499",27,116,265,4350,1706,261,4795,180,12,31,20,162,33,41,0,174,128,46,0,2012-2016
"B25063_26_$3,500_or_more",94,84,344,2317,980,227,3514,237,0,48,29,115,6,11,106,101,133,133,0,2012-2016
B25063_27_no_cash_rent,1894,2925,3893,6209,3173,2321,4023,3985,371,1501,886,1243,399,275,781,603,2936,997,645,2012-2016
B25071_1_median_gross_rent_as_a_percentage_of_household_income,32.3,29.2,31.5,28.4,29.4,31.3,30.9,29.6,29.1,29.1,29.5,28.2,29.5,32.2,29.8,29.0,30.6,30.1,30.7,2012-2016
B25036_1_total,94351,212933,288291,587735,260061,182252,299658,302794,24464,156114,56790,118672,47779,19299,68661,35268,237459,49553,44261,2012-2016
B25036_2_owner_occupied,74679,132218,182306,366548,178170,138410,107263,195877,18501,103116,40245,90849,31102,13574,48122,21473,125723,35856,30940,2012-2016
B25036_3_built_2014_or_later,158,314,198,920,384,591,143,402,69,286,160,326,51,11,70,63,83,42,0,2012-2016
B25036_4_built_2010_to_2013,748,1441,1964,4789,2205,2207,956,2603,204,1168,606,1679,579,100,194,109,889,522,316,2012-2016
B25036_5_built_2000_to_2009,7027,12260,11692,24263,11095,14456,6876,23030,3591,12454,6096,12708,4726,891,3055,1958,7725,4076,4161,2012-2016
B25036_6_built_1990_to_1999,9606,15858,15902,29938,14882,15014,3092,23978,2107,13012,4573,14077,3177,1244,3907,2054,9161,6161,3246,2012-2016
B25036_7_built_1980_to_1989,17124,17339,21396,35894,18449,17558,6425,27714,3508,22796,8915,20293,6398,1506,5850,2937,12666,6389,5264,2012-2016
B25036_8_built_1970_to_1979,16362,16563,16129,33495,16355,21215,3794,21193,2773,16165,5675,14815,3926,1280,6372,2908,12766,5404,3952,2012-2016
B25036_9_built_1960_to_1969,8307,14002,20918,44138,21694,17576,7494,17077,1376,11643,2887,8290,2783,1930,6590,2393,15973,3803,3435,2012-2016
B25036_10_built_1950_to_1959,6053,15486,23791,53864,31113,16814,8585,24510,895,8622,2457,5889,2848,2442,9853,2664,19700,3125,3157,2012-2016
B25036_11_built_1940_to_1949,2141,6493,10832,21572,13261,5818,6004,10668,775,3091,1204,2214,1452,860,4147,1307,10540,1350,1447,2012-2016
B25036_12_built_1939_or_earlier,7153,32462,59484,117675,48732,27161,63894,44702,3203,13879,7672,10558,5162,3310,8084,5080,36220,4984,5962,2012-2016
B25036_13_renter_occupied,19672,80715,105985,221187,81891,43842,192395,106917,5963,52998,16545,27823,16677,5725,20539,13795,111736,13697,13321,2012-2016
B25036_14_built_2014_or_later,9,71,47,975,241,62,1121,179,0,224,53,84,58,0,0,33,72,13,12,2012-2016
B25036_15_built_2010_to_2013,188,692,1024,3587,1569,818,3256,1183,92,688,165,350,297,16,164,147,573,280,101,2012-2016
B25036_16_built_2000_to_2009,1569,3025,6940,16502,8344,3249,12277,4533,523,3519,1156,2113,1625,213,999,789,5010,1177,551,2012-2016
B25036_17_built_1990_to_1999,1453,4146,4994,12585,5836,2242,8120,5788,546,3646,1338,2603,1332,318,1598,1090,5978,822,798,2012-2016
B25036_18_built_1980_to_1989,3515,6711,9514,20779,8601,4417,13769,10278,1011,10701,3218,5872,2589,431,2202,1396,9868,2023,1652,2012-2016
B25036_19_built_1970_to_1979,4182,9859,12276,28670,14754,8041,19474,14362,675,8687,2442,5683,2049,604,4652,1504,14262,1853,2031,2012-2016
B25036_20_built_1960_to_1969,2494,6279,7823,22452,9121,4709,17217,8571,602,3438,1013,2384,1774,688,2409,1270,9921,1591,1408,2012-2016
B25036_21_built_1950_to_1959,2338,6739,7304,19517,7462,3786,13847,8985,548,3009,809,2113,1196,698,1974,1513,10009,1385,1126,2012-2016
B25036_22_built_1940_to_1949,1013,5340,5671,12389,4810,2527,11973,6798,315,2474,591,1391,750,364,1298,986,7952,1041,874,2012-2016
B25036_23_built_1939_or_earlier,2911,37853,50392,83731,21153,13991,91341,46240,1651,16612,5760,5230,5007,2393,5243,5067,48091,3512,4768,2012-2016
