index,34003,34013,34017,34019,34021,34023,34025,34027,34029,34031,34035,34037,34039,34041,42025,42077,42089,42095,42103,09001,09005,09009,36005,36027,36047,36059,36061,36071,36079,36081,36085,36087,36103,36111,36119,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2007-2011
FILETYPE,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2007-2011
STATE,nj,nj,nj,nj,nj,nj,nj,nj,nj,nj,nj,nj,nj,nj,pa,pa,pa,pa,pa,ct,ct,ct,ny,ny,ny,ny,ny,ny,ny,ny,ny,ny,ny,ny,ny,2007-2011
B25127_58_50_or_more,6259,11610,7442,65,2913,2956,3596,1691,890,2495,1048,393,4528,478,122,2074,54,611,0,4643,477,6448,41835,974,48799,5080,82122,794,29,34934,4479,1383,2308,266,10377,2007-2011
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",58,61,130,0,17,64,279,95,285,18,21,43,59,7,85,133,182,209,114,49,80,186,237,496,155,74,208,197,24,285,54,134,387,417,32,2007-2011
B25127_60_built_1940_to_1959,34387,44708,35016,1221,8802,20447,10325,7453,6255,29184,3726,1426,23629,1599,743,7143,1715,5485,360,21254,2783,19572,99137,5174,143933,28703,108274,4120,1054,156037,8458,4676,18899,3584,36647,2007-2011
"B25127_61_1,_detached__or_attached",6153,4395,1978,596,3478,4506,4419,2635,3601,3601,1240,875,3512,781,413,2734,1107,2868,219,6093,1128,5304,3274,1469,5767,10249,893,2029,606,12618,1355,1652,12840,1505,5708,2007-2011
B25127_62_2_to_4,15369,19973,13784,371,2171,7391,2294,2129,1334,15975,1490,330,10511,409,255,2041,409,1492,107,9117,1180,8172,13354,1954,36719,9973,2450,1194,324,52472,3125,1624,3412,1091,10219,2007-2011
B25127_63_5_to_19,6347,8610,10709,151,1671,5157,2084,1299,878,6033,701,156,3477,335,20,1624,129,688,24,2818,359,2840,10026,1050,21963,2658,15438,659,80,21506,863,753,1292,716,6133,2007-2011
B25127_64_20_to_49,3240,5205,5182,60,256,1896,720,853,214,1763,173,29,2798,42,22,321,12,179,0,1383,40,1527,26036,209,34213,2352,25842,109,44,26761,1150,186,567,41,6149,2007-2011
B25127_65_50_or_more,3159,6507,3290,27,1226,1456,719,486,228,1769,117,36,3254,32,33,416,47,243,10,1810,69,1676,46325,449,45217,3338,63421,100,0,42623,1965,377,684,187,8427,2007-2011
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",119,18,73,16,0,41,89,51,0,43,5,0,77,0,0,7,11,15,0,33,7,53,122,43,54,133,230,29,0,57,0,84,104,44,11,2007-2011
B25127_67_built_1939_or_earlier,20112,34044,57784,2033,10305,12269,10867,6909,2506,18362,3547,1817,12160,3374,2397,12073,2726,10145,573,27448,5642,40390,150370,8569,324876,19704,261501,13245,1450,126922,11619,4313,11213,6994,44222,2007-2011
"B25127_68_1,_detached__or_attached",3575,4571,3371,848,4773,2776,4433,2510,1694,1789,1027,789,2562,1580,1251,5536,1416,4296,371,5575,1867,5324,4490,1885,13458,6390,1832,3058,575,11412,2250,1261,6152,1969,5726,2007-2011
B25127_69_2_to_4,10583,16404,24666,873,3594,6467,3547,2632,491,10263,1815,591,5550,1338,638,4198,827,3589,117,14985,3038,23998,21205,4016,118814,7621,10599,7195,553,49895,6292,1993,3158,3300,17169,2007-2011
B25127_70_5_to_19,2851,6449,17142,261,1078,2014,1759,1255,246,3840,469,267,1627,291,399,1656,285,1725,76,3777,546,5860,18772,1964,86888,2093,72506,2005,212,23812,870,704,1225,1336,9271,2007-2011
B25127_71_20_to_49,1640,3446,9016,29,250,501,654,223,21,1223,109,61,1166,129,94,316,21,324,9,1326,139,2275,49693,365,53929,1344,95878,455,89,19327,422,117,293,126,5470,2007-2011
B25127_72_50_or_more,1418,3151,3526,22,610,497,461,289,42,1237,127,109,1215,36,15,367,177,211,0,1761,52,2906,55913,329,51486,2248,80040,532,21,22382,1785,238,385,263,6567,2007-2011
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",45,23,63,0,0,14,13,0,12,10,0,0,40,0,0,0,0,0,0,24,0,27,297,10,301,8,646,0,0,94,0,0,0,0,19,2007-2011
B11003_1_total,237263,182483,147116,34380,87734,201144,162415,130451,151664,113864,83131,41347,129480,29597,18213,90426,44737,77576,16207,229222,52009,215884,310909,73232,581085,341008,301691,89815,26597,526275,122569,74982,376811,44923,238645,2007-2011
B11003_2_married-couple_family,188431,108207,90704,29691,63763,156076,129528,110243,122477,78125,69643,34754,90289,23181,14376,67561,34207,60969,12654,178916,42316,154992,127444,57554,343987,272662,190862,69459,22018,349290,91986,60460,296890,33771,180037,2007-2011
B11003_3_with_own_children_under_18_years,87711,53332,39891,13863,28604,76032,61519,52883,47235,35161,36124,15493,43547,10175,4841,28313,14710,23635,5120,87118,17146,65172,62346,25223,162033,126421,72745,34523,10796,157806,43935,30831,138864,13267,85702,2007-2011
B11003_4_under_6_years_only,20833,13544,13276,2822,6697,19842,12454,12761,11617,7499,8384,3072,9644,2095,988,6391,2214,5252,521,20274,3490,15758,14421,5130,42771,25213,27799,6863,2092,39426,9652,6744,29740,2762,20031,2007-2011
B11003_5_under_6_years_and_6_to_17_years,16312,10240,7799,2313,5978,13762,10797,9389,10940,7505,6103,2770,8446,1884,892,5085,2797,4161,1212,16352,2884,11828,15057,4740,41066,22822,12012,7687,2114,31585,9495,7460,27431,2491,16762,2007-2011
B11003_6_6_to_17_years_only,50566,29548,18816,8728,15929,42428,38268,30733,24678,20157,21637,9651,25457,6196,2961,16837,9699,14222,3387,50492,10772,37586,32868,15353,78196,78386,32934,19973,6590,86795,24788,16627,81693,8014,48909,2007-2011
B11003_7_no_own_children_under_18_years,100720,54875,50813,15828,35159,80044,68009,57360,75242,42964,33519,19261,46742,13006,9535,39248,19497,37334,7534,91798,25170,89820,65098,32331,181954,146241,118117,34936,11222,191484,48051,29629,158026,20504,94335,2007-2011
B11003_8_other_family,48832,74276,56412,4689,23971,45068,32887,20208,29187,35739,13488,6593,39191,6416,3837,22865,10530,16607,3553,50306,9693,60892,183465,15678,237098,68346,110829,20356,4579,176985,30583,14522,79921,11152,58608,2007-2011
"B11003_9_male_householder,_no_wife_present",12536,17844,15412,1185,6138,12671,9193,5562,8288,8930,3326,2016,10855,1681,1077,5963,2627,4470,1029,12453,2518,13412,35557,4739,52166,17343,23002,5628,1439,51999,7834,4098,22674,3186,13539,2007-2011
B11003_10_with_own_children_under_18_years,4298,8154,6038,664,2825,5180,3976,2161,3367,3586,1309,931,4540,987,375,3060,1567,2165,610,4620,1299,5798,16069,2263,16646,5978,8203,2580,523,15781,2724,1877,10132,1522,4939,2007-2011
B11003_11_under_6_years_only,1064,2340,2331,201,883,1294,1132,572,660,922,257,268,1482,220,110,998,456,544,151,1422,267,1602,4489,626,4930,1331,2241,550,29,4033,622,648,2962,315,1391,2007-2011
B11003_12_under_6_years_and_6_to_17_years,406,1224,839,29,343,900,451,108,376,556,139,67,767,106,34,263,219,276,28,601,145,605,3066,169,2727,1105,1285,449,49,2813,279,238,1603,215,691,2007-2011
B11003_13_6_to_17_years_only,2828,4590,2868,434,1599,2986,2393,1481,2331,2108,913,596,2291,661,231,1799,892,1345,431,2597,887,3591,8514,1468,8989,3542,4677,1581,445,8935,1823,991,5567,992,2857,2007-2011
B11003_14_no_own_children_under_18_years,8238,9690,9374,521,3313,7491,5217,3401,4921,5344,2017,1085,6315,694,702,2903,1060,2305,419,7833,1219,7614,19488,2476,35520,11365,14799,3048,916,36218,5110,2221,12542,1664,8600,2007-2011
"B11003_15_female_householder,_no_husband_present",36296,56432,41000,3504,17833,32397,23694,14646,20899,26809,10162,4577,28336,4735,2760,16902,7903,12137,2524,37853,7175,47480,147908,10939,184932,51003,87827,14728,3140,124986,22749,10424,57247,7966,45069,2007-2011
B11003_16_with_own_children_under_18_years,16602,32259,22292,1894,9624,16364,12332,6991,10062,14483,5026,2547,14654,2500,1460,10349,4587,6777,1377,20952,3908,27811,90699,5876,92502,20367,42131,8427,1539,54128,11538,5320,26884,4470,25034,2007-2011
B11003_17_under_6_years_only,2715,6600,4589,254,1674,2503,2046,876,1865,2455,979,296,2982,550,265,2364,750,1129,188,3788,501,4667,14246,1261,16312,2476,6047,1259,110,9344,2322,1026,3659,965,4001,2007-2011
B11003_18_under_6_years_and_6_to_17_years,1757,6516,4018,271,2104,2509,1572,789,1547,2553,597,194,2807,305,280,2171,920,1289,195,3464,290,5338,20086,891,16789,3071,6290,1452,111,8851,2002,840,3252,683,4030,2007-2011
B11003_19_6_to_17_years_only,12130,19143,13685,1369,5846,11352,8714,5326,6650,9475,3450,2057,8865,1645,915,5814,2917,4359,994,13700,3117,17806,56367,3724,59401,14820,29794,5716,1318,35933,7214,3454,19973,2822,17003,2007-2011
B11003_20_no_own_children_under_18_years,19694,24173,18708,1610,8209,16033,11362,7655,10837,12326,5136,2030,13682,2235,1300,6553,3316,5360,1147,16901,3267,19669,57209,5063,92430,30636,45696,6301,1601,70858,11211,5104,30363,3496,20035,2007-2011
B25075_1_total,222670,129501,81737,40505,87752,185605,176545,136585,182548,89540,90645,47252,113087,31636,20960,90725,48263,83858,18803,233684,60350,214190,94903,75313,271007,362670,166164,88027,29202,347077,114360,69289,401345,48518,214765,2007-2011
"B25075_2_less_than_$10,000",368,356,121,44,151,426,369,124,618,127,93,56,98,49,226,390,240,402,25,231,59,237,1364,370,737,463,895,259,52,1018,166,145,737,171,252,2007-2011
"B25075_3_$10,000_to_$14,999",84,81,53,0,62,281,210,0,558,72,7,34,28,37,280,571,290,465,20,214,56,214,1664,270,386,111,601,201,23,734,19,36,260,394,89,2007-2011
"B25075_4_$15,000_to_$19,999",103,34,64,28,139,280,212,8,826,80,43,76,29,116,134,658,243,540,28,152,186,611,1116,252,568,91,471,318,11,716,39,57,271,393,215,2007-2011
"B25075_5_$20,000_to_$24,999",149,161,164,14,155,304,263,102,993,140,66,79,101,106,250,672,239,271,57,265,84,738,1087,392,665,199,568,398,12,789,127,92,418,404,200,2007-2011
"B25075_6_$25,000_to_$29,999",196,153,53,75,260,379,422,111,631,175,109,59,137,68,313,391,126,313,96,400,97,375,755,250,421,226,322,371,55,455,28,49,502,187,264,2007-2011
"B25075_7_$30,000_to_$34,999",336,132,151,30,209,405,376,180,1033,211,157,61,177,86,248,255,162,193,35,476,29,389,632,295,478,453,329,303,35,748,169,188,894,252,223,2007-2011
"B25075_8_$35,000_to_$39,999",536,129,59,49,248,184,220,137,576,209,93,66,245,54,175,460,94,241,3,279,21,321,211,218,462,677,317,326,76,563,287,163,804,125,146,2007-2011
"B25075_9_$40,000_to_$49,999",718,270,153,44,317,440,616,404,1551,247,122,42,188,32,356,525,248,472,186,554,160,357,630,542,985,1332,455,251,83,1942,451,298,1272,251,473,2007-2011
"B25075_10_$50,000_to_$59,999",498,140,300,134,401,452,553,317,1637,115,134,45,157,59,761,675,460,515,249,539,77,671,1252,267,1090,979,730,426,35,1644,306,279,1164,416,648,2007-2011
"B25075_11_$60,000_to_$69,999",333,186,135,53,879,505,415,257,1350,94,250,45,120,88,896,774,350,466,97,513,170,869,691,347,1162,550,455,337,124,1496,180,101,534,253,664,2007-2011
"B25075_12_$70,000_to_$79,999",361,458,289,26,1232,808,327,340,1996,195,130,85,174,183,885,1335,754,1038,313,689,209,870,1093,446,1609,585,419,370,77,1459,48,180,1075,375,807,2007-2011
"B25075_13_$80,000_to_$89,999",295,458,390,46,1523,640,544,233,1824,253,253,135,316,244,1068,1836,981,1609,169,805,338,1127,1068,299,1006,612,287,407,53,1497,153,379,1108,385,1008,2007-2011
"B25075_14_$90,000_to_$99,999",256,441,184,147,1111,648,417,132,1868,215,195,79,222,227,959,2262,670,1750,173,784,304,1731,810,355,869,569,191,556,105,1421,132,68,768,680,944,2007-2011
"B25075_15_$100,000_to_$124,999",1775,1848,1334,197,3175,2732,2051,725,5993,874,753,648,1195,961,2376,6664,3221,5637,1244,2400,2095,7689,3633,1433,3129,1573,1264,2017,289,5179,711,353,2840,1949,3312,2007-2011
"B25075_16_$125,000_to_$149,999",1486,1877,1050,249,2968,2750,1403,445,6516,703,845,816,1212,912,1846,7030,4143,5312,1412,2623,2704,9329,1929,973,1365,1805,244,1865,180,4312,523,489,2809,1966,3370,2007-2011
"B25075_17_$150,000_to_$174,999",1846,3766,2542,680,3803,4121,2747,984,10337,1179,1460,1670,2462,1624,2407,9817,5823,8425,2356,4925,4271,15129,3149,2140,3889,2793,1149,3783,269,9890,1046,727,4705,4251,5018,2007-2011
"B25075_18_$175,000_to_$199,999",1892,3669,2290,916,4230,4723,2921,1839,9460,1557,1399,2217,2174,2049,1952,9180,5056,7595,1881,5467,5248,16637,1506,2971,3072,2285,473,4689,478,8661,880,569,5109,3552,3810,2007-2011
"B25075_19_$200,000_to_$249,999",7639,10680,7919,2518,11887,18949,12819,5900,26576,6547,6191,7422,8818,5064,2465,15261,9583,15343,3266,14643,9059,36383,4588,10150,9865,7943,2719,13081,1963,21571,3905,3021,19772,9718,9559,2007-2011
"B25075_20_$250,000_to_$299,999",9763,12807,8098,3307,10771,24178,15423,8524,24845,9617,9565,8391,12033,4385,1591,10718,6464,11169,2871,17913,8473,32029,4306,12419,8448,10079,3124,14186,2449,17239,5613,3189,30842,7027,8753,2007-2011
"B25075_21_$300,000_to_$399,999",46247,30190,20975,8724,16937,60456,41888,30776,40963,30491,20459,12784,31000,8328,1182,12419,5849,13052,2487,41714,11269,43144,17488,22515,27908,70030,11527,23740,7880,45947,24852,12746,114802,7646,24739,2007-2011
"B25075_22_$400,000_to_$499,999",49116,21472,14801,8005,10197,32045,30100,26516,18876,19457,14629,5938,20330,4000,235,4714,1741,5038,899,31879,6110,21447,21826,9356,39842,99258,12870,10407,5833,62546,31264,17678,90383,3783,31002,2007-2011
"B25075_23_$500,000_to_$749,999",61015,25716,15108,10826,10672,24323,39567,37044,15588,13421,20581,4729,21217,2432,103,3042,1112,2650,640,46845,5453,16725,20064,6551,97263,103087,34568,7526,6650,113949,33277,21675,78432,2749,63290,2007-2011
"B25075_24_$750,000_to_$999,999",21858,8278,3076,2954,3793,4173,12599,13028,4508,2561,7733,964,6161,325,150,471,194,759,161,24132,1807,3880,2432,1186,38927,29226,24662,1237,1283,33956,6879,4620,23667,945,27263,2007-2011
"B25075_25_$1,000,000_or_more",15800,6199,2428,1439,2632,1403,10083,8459,3425,1000,5378,811,4493,207,102,605,220,603,135,35242,2071,3288,1609,1316,26861,27744,67524,973,1187,9345,3305,2187,18177,646,28716,2007-2011
B03002_1_total,900730,781668,627589,128355,365318,804299,628920,491307,572991,498009,321304,149589,532378,108829,64974,347197,169050,296323,57242,911196,189719,858759,1374593,296842,2486119,1332947,1588257,371833,99662,2213977,466034,308682,1487177,182710,944249,2007-2011
B03002_2_not_hispanic_or_latino,760366,626362,363870,121816,312019,659406,570213,436508,527302,316770,280664,140140,390189,101393,62887,284556,147553,266307,52250,761289,181481,733742,645545,266826,1993623,1144211,1181191,306876,88497,1610662,387796,261942,1250116,167166,744121,2007-2011
B03002_3_white_alone,569881,264177,195468,112890,201812,404049,485705,370613,493842,228441,203792,133119,244929,93467,61050,251397,120142,241760,47724,609542,173539,584928,154240,222589,886855,882383,758922,256245,83062,622684,301599,202957,1074429,149971,548778,2007-2011
B03002_4_black_or_african_american_alone,46254,309372,72414,3351,71404,70987,44354,14698,16423,56667,26844,2644,109513,3847,753,16459,19530,12480,2900,93170,2071,99843,417472,26728,807108,140111,208269,34300,1920,396702,44302,35175,103638,9822,125743,2007-2011
B03002_5_american_indian_and_alaska_native_alone,719,1220,836,50,694,930,443,345,328,526,300,92,561,91,116,155,153,395,48,879,340,853,2981,356,3927,1019,1786,689,0,5951,488,600,2225,329,870,2007-2011
B03002_6_asian_alone,128976,35867,81192,4088,31870,169324,31617,43291,9746,25303,44097,2954,24232,2712,327,10208,3306,7067,463,41248,3006,29889,47497,10704,256869,100904,175224,8941,1857,509213,35500,19798,50752,3160,50624,2007-2011
B03002_7_native_hawaiian_and_other_pacific_islander_alone,67,147,202,24,49,293,21,25,77,0,0,0,243,0,0,61,67,6,73,117,17,390,158,36,1217,49,259,17,0,1455,0,69,68,15,96,2007-2011
B03002_8_some_other_race_alone,3340,5531,4981,214,1345,2457,874,1707,729,1879,923,125,5889,184,71,789,762,381,31,5971,203,3374,10506,930,9606,5681,7066,650,130,36673,1172,971,2442,181,3573,2007-2011
B03002_9_two_or_more_races,11129,10048,8777,1199,4845,11366,7199,5829,6157,3954,4708,1206,4822,1092,570,5487,3593,4218,1011,10362,2305,14465,12691,5483,28041,14064,29665,6034,1528,37984,4735,2372,16562,3688,14437,2007-2011
B03002_10_two_races_including_some_other_race,1372,1686,1601,105,264,1727,431,635,442,515,443,120,638,219,0,330,142,134,69,1187,54,971,3114,320,3472,2353,2170,314,187,9443,296,588,1997,152,1377,2007-2011
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",9757,8362,7176,1094,4581,9639,6768,5194,5715,3439,4265,1086,4184,873,570,5157,3451,4084,942,9175,2251,13494,9577,5163,24569,11711,27495,5720,1341,28541,4439,1784,14565,3536,13060,2007-2011
B03002_12_hispanic_or_latino,140364,155306,263719,6539,53299,144893,58707,54799,45689,181239,40640,9449,142189,7436,2087,62641,21497,30016,4992,149907,8238,125017,729048,30016,492496,188736,407066,64957,11165,603315,78238,46740,237061,15544,200128,2007-2011
B03002_13_white_alone,96584,72282,155022,4403,30803,101573,38784,37075,29066,88823,26450,7008,68414,5311,1409,31779,13837,16614,3520,88658,5460,64904,155085,13668,208755,96030,137577,30812,6281,319742,52818,24077,151812,10554,89460,2007-2011
B03002_14_black_or_african_american_alone,3901,8837,10643,91,2384,4536,2066,780,1048,4554,1062,167,4273,156,55,4431,2767,1765,76,3852,192,5555,59684,2094,44862,6036,38483,2591,53,26176,3307,2378,6016,698,9649,2007-2011
B03002_15_american_indian_and_alaska_native_alone,421,888,1476,32,294,611,1261,695,136,747,176,125,345,0,1,498,81,115,0,328,113,1071,4138,184,3999,1114,3635,345,23,2678,428,176,1425,118,550,2007-2011
B03002_16_asian_alone,872,471,593,12,68,516,152,100,11,299,145,8,225,0,0,8,181,84,0,325,0,282,1248,215,1231,611,1370,106,17,3325,737,283,352,24,484,2007-2011
B03002_17_native_hawaiian_and_other_pacific_islander_alone,0,98,54,9,0,14,13,49,20,80,36,0,105,0,0,0,0,59,0,21,0,43,210,4,301,10,190,0,0,119,0,256,62,0,50,2007-2011
B03002_18_some_other_race_alone,33791,57860,88043,1773,17994,31647,10856,13572,12062,78991,11328,1696,65544,1511,369,23133,3690,8993,1173,51993,1819,46695,475667,12547,218446,73185,196590,26820,3934,227514,17593,17830,68413,2989,89266,2007-2011
B03002_19_two_or_more_races,4795,14870,7888,219,1756,5996,5575,2528,3346,7745,1443,445,3283,458,253,2792,941,2386,223,4730,654,6467,33016,1304,14902,11750,29221,4283,857,23761,3355,1740,8981,1161,10669,2007-2011
B03002_20_two_races_including_some_other_race,2532,3966,4684,141,1131,3364,1701,1920,1936,2865,730,345,2045,322,100,1287,403,1061,128,2736,268,3789,23925,728,9663,6203,12955,2830,642,14727,1849,1024,6177,552,6002,2007-2011
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",2263,10904,3204,78,625,2632,3874,608,1410,4880,713,100,1238,136,153,1505,538,1325,95,1994,386,2678,9091,576,5239,5547,16266,1453,215,9034,1506,716,2804,609,4667,2007-2011
B25063_1_total,110403,146940,158789,6950,42181,92908,56575,42996,40315,71948,23703,8302,71497,10049,5176,42434,11678,28253,3404,98455,16127,116206,377020,31838,636778,80645,567229,36912,5796,426053,49387,28817,95332,21516,131143,2007-2011
B25063_2_with_cash_rent,106602,144084,155890,6472,40825,90575,54035,41305,37037,70120,22903,7704,69638,9298,4658,41152,10927,26714,3081,94811,14611,111224,368630,30145,619700,76330,554991,34860,5366,413693,46398,27936,90397,20245,127008,2007-2011
B25063_3_less_than_$100,98,1476,611,9,280,164,84,61,60,114,14,0,165,24,3,154,0,163,0,171,35,489,693,84,718,45,436,41,0,386,73,12,97,0,79,2007-2011
B25063_4_$100_to_$149,234,1107,565,9,212,198,280,120,66,139,51,18,200,28,26,211,24,160,0,484,133,542,1722,25,1907,219,1982,23,8,631,196,69,177,10,155,2007-2011
B25063_5_$150_to_$199,751,2194,1262,53,497,539,517,214,168,661,60,72,501,81,27,789,81,349,43,1788,236,2271,6043,118,7119,467,5908,49,3,1819,375,321,399,159,688,2007-2011
B25063_6_$200_to_$249,804,4403,3489,35,1146,1077,965,434,463,1405,167,105,681,204,119,823,185,922,5,1989,195,1490,15983,567,20168,1684,17492,507,83,5906,1413,650,1027,210,2326,2007-2011
B25063_7_$250_to_$299,783,2667,1480,43,604,612,796,221,323,781,181,79,661,83,150,671,187,444,23,1353,348,1590,9018,384,10926,865,10416,325,31,3038,797,251,674,314,1343,2007-2011
B25063_8_$300_to_$349,807,1955,1515,35,469,663,745,372,340,766,209,8,794,122,166,659,100,405,15,1341,216,2058,8371,434,12224,1042,9469,288,56,3101,694,211,766,249,1613,2007-2011
B25063_9_$350_to_$399,712,1735,1158,51,515,718,369,229,233,582,64,0,475,137,179,707,117,363,46,966,283,1530,7022,214,8721,737,7336,345,92,2710,867,232,599,209,1369,2007-2011
B25063_10_$400_to_$449,596,1871,1965,32,551,734,639,221,390,704,104,66,598,135,58,628,141,478,54,1505,254,1538,7876,190,9782,1029,9135,274,62,3211,818,279,654,347,1381,2007-2011
B25063_11_$450_to_$499,487,1406,2022,29,384,490,660,204,217,661,113,115,777,47,201,792,151,338,113,1016,267,1243,7094,261,8849,641,8682,250,15,3760,820,361,679,311,1070,2007-2011
B25063_12_$500_to_$549,607,1936,2707,60,582,474,449,213,246,1014,102,65,752,111,456,1179,239,905,66,1552,283,2254,8212,486,12729,707,10283,460,137,4897,801,480,959,524,1617,2007-2011
B25063_13_$550_to_$599,601,1645,2675,0,522,588,516,426,394,716,135,20,971,79,304,1234,332,1088,66,1097,449,1852,8679,461,12727,828,13177,423,18,5035,743,497,955,329,1735,2007-2011
B25063_14_$600_to_$649,640,2713,3095,79,778,635,478,258,340,1197,152,74,906,219,368,1598,519,1141,161,1322,415,2021,8673,531,14477,1142,13061,626,103,6118,552,356,691,560,1989,2007-2011
B25063_15_$650_to_$699,791,3441,3820,101,906,958,912,256,326,1203,231,146,1000,353,391,1853,443,1730,104,1452,628,2424,10041,814,13010,908,12868,789,62,6931,1066,427,673,728,2248,2007-2011
B25063_16_$700_to_$749,1211,4406,4286,263,941,1149,951,403,513,1578,234,233,1967,323,384,2694,459,1231,162,1695,557,3103,12142,898,19142,879,15516,750,55,9069,829,374,1204,1000,2323,2007-2011
B25063_17_$750_to_$799,1428,6041,5121,97,998,1253,825,480,474,1799,313,239,1772,341,427,3425,447,1482,167,2306,999,3925,13373,1265,19057,998,14083,1198,65,10369,915,568,1120,983,2960,2007-2011
B25063_18_$800_to_$899,4388,14100,13384,399,3076,4662,2863,1503,1678,5611,850,507,5961,1457,418,5329,1581,3484,229,5091,2055,10947,33072,2933,43520,2204,28481,3595,225,23503,2662,1167,2647,1981,6810,2007-2011
B25063_19_$900_to_$999,8040,15819,13659,630,4454,7934,5304,2805,3279,7445,1335,927,8101,1339,318,4988,1072,2966,215,5977,1491,13074,40045,3249,52436,3413,25863,4184,453,28390,3496,1638,3464,2626,9106,2007-2011
"B25063_20_$1,000_to_$1,249",27118,32886,31948,1569,10525,25977,13559,12066,7792,18849,5192,1992,17995,1986,424,7567,2290,4570,787,16365,2826,27395,86564,8049,139427,10597,60856,9192,1145,93529,10631,5115,13779,5114,24513,2007-2011
"B25063_21_$1,250_to_$1,499",20718,21391,21255,1215,5278,17086,8728,7327,7011,12905,3779,1171,10779,1132,179,3569,1447,2505,570,15276,1220,15558,43132,4455,90997,12394,46957,5420,991,87160,7466,4877,17367,2430,22277,2007-2011
"B25063_22_$1,500_to_$1,999",19871,16229,21816,1248,5467,18184,8508,7450,8362,9701,5955,1174,11347,786,29,1822,909,1561,208,19198,1061,12234,34525,3170,81532,18512,85684,4592,1134,87218,7816,5633,25575,1796,25882,2007-2011
"B25063_23_$2,000_or_more",15917,4663,18057,515,2640,6480,5887,6042,4362,2289,3662,693,3235,311,31,460,203,429,47,12867,660,3686,6350,1557,40232,17019,157306,1529,628,26912,3368,4418,16891,365,15524,2007-2011
B25063_24_no_cash_rent,3801,2856,2899,478,1356,2333,2540,1691,3278,1828,800,598,1859,751,518,1282,751,1539,323,3644,1516,4982,8390,1693,17078,4315,12238,2052,430,12360,2989,881,4935,1271,4135,2007-2011
B25071_1_median_gross_rent_as_a_percentage_of_household_income,30.1,31.9,28.5,31.5,30.7,28.5,33.4,28.0,38.8,36.8,29.1,36.1,31.8,31.7,28.2,31.7,32.2,29.4,38.6,32.3,30.4,33.2,33.5,32.2,32.3,32.9,27.8,33.3,33.1,32.2,32.4,34.2,34.7,32.8,32.3,2007-2011
B25036_1_total,333073,276441,240526,47455,129933,278513,233120,179581,222863,161488,114348,55554,184584,41685,26136,133159,59941,112111,22207,332139,76477,330396,471923,107151,907785,443315,733393,124939,34998,773130,163747,98106,496677,70034,345908,2007-2011
B25036_2_owner_occupied,222670,129501,81737,40505,87752,185605,176545,136585,182548,89540,90645,47252,113087,31636,20960,90725,48263,83858,18803,233684,60350,214190,94903,75313,271007,362670,166164,88027,29202,347077,114360,69289,401345,48518,214765,2007-2011
B25036_3_built_2005_or_later,4074,2352,4500,1174,2659,5712,6000,3499,7767,1626,2664,1353,1532,972,1328,4192,2426,4060,1228,5287,1758,4955,1567,2006,6995,3847,5720,3598,514,5507,2765,1312,7479,1625,2931,2007-2011
B25036_4_built_2000_to_2004,6453,4184,3566,2979,5723,9552,11477,7602,16617,2910,5993,3322,2438,3094,1097,6876,5455,7217,1925,8597,3481,7731,1684,5076,7137,5116,3437,6809,1559,4942,7802,1977,17444,2865,5552,2007-2011
B25036_5_built_1990_to_1999,10686,5753,3793,6309,9581,20415,24126,17119,26986,5128,17336,4844,3618,4562,2459,9916,9941,10517,3785,15553,6139,17865,4290,7645,8030,8860,3220,11078,2937,7098,14981,6796,30634,4628,11332,2007-2011
B25036_6_built_1980_to_1989,15787,5460,4839,9184,11847,30496,29984,17020,36062,6047,18201,7443,4410,3963,2562,10630,11350,9928,4852,27115,10279,29898,2536,11746,7668,13540,11700,14343,4206,10090,18151,7278,35994,6713,19294,2007-2011
B25036_7_built_1970_to_1979,16915,6970,6058,6394,9553,19009,23702,17832,40136,7029,9589,9334,6995,4011,2597,10699,7081,9657,3173,32405,8072,27834,6809,10893,9298,16265,10659,12054,4437,14803,20136,12866,72919,5389,17276,2007-2011
B25036_8_built_1960_to_1969,33018,14597,8844,3688,11079,30139,25051,22618,25630,14150,12558,6826,15174,3169,1279,9206,3416,7372,1094,38270,6581,28602,18288,11695,26851,43387,32675,9981,4960,43944,15372,17004,92512,5527,30425,2007-2011
