"B25127_18_1,_detached__or_attached",16737,38975,35408,7887,9252,19959,4470,7344,33217,21286,47443,31257,23662,46866,43758,5049,9915,14151,62122,56196,2007-2011
B25127_19_2_to_4,528,574,344,393,171,221,9,0,64,175,422,145,704,532,2674,0,0,9,431,292,2007-2011
B25127_20_5_to_19,637,1078,685,207,46,302,31,72,374,91,319,913,703,839,903,13,28,124,4317,3410,2007-2011
B25127_21_20_to_49,92,219,135,54,0,18,0,0,579,66,167,434,275,535,275,0,0,0,1262,257,2007-2011
B25127_22_50_or_more,642,90,522,154,13,0,14,0,378,48,106,243,513,2472,3663,0,0,64,4856,976,2007-2011
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",936,840,594,434,947,829,454,1247,1032,1061,1585,752,121,701,120,68,230,232,98,291,2007-2011
B25127_24_built_1940_to_1959,11631,21819,35236,6117,8495,14211,4343,4230,32886,19543,41450,18412,64859,58971,113931,1348,2991,4860,47474,39295,2007-2011
"B25127_25_1,_detached__or_attached",10784,21599,34397,5591,8293,13999,4292,4120,32305,19187,41066,18225,63222,57604,108886,1322,2859,4860,45918,38305,2007-2011
B25127_26_2_to_4,510,123,670,445,136,123,48,29,152,234,179,90,1035,344,3185,0,37,0,136,155,2007-2011
B25127_27_5_to_19,120,19,31,55,0,0,0,0,126,11,59,47,206,82,142,0,0,0,668,607,2007-2011
B25127_28_20_to_49,62,0,42,5,0,0,0,0,55,3,14,17,31,119,161,0,0,0,163,77,2007-2011
B25127_29_50_or_more,112,7,53,0,8,0,0,0,209,38,53,12,298,774,1506,0,0,0,515,123,2007-2011
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",43,71,43,21,58,89,3,81,39,70,79,21,67,48,51,26,95,0,74,28,2007-2011
B25127_31_built_1939_or_earlier,8525,13114,24736,4407,5970,8804,3972,2410,13524,27411,16104,15540,32455,38825,131957,1132,1252,6970,13349,9659,2007-2011
"B25127_32_1,_detached__or_attached",7480,12758,23707,3546,5762,8475,3896,2385,13191,26807,15716,15027,31709,37521,124877,1132,1204,6842,13077,9463,2007-2011
B25127_33_2_to_4,736,305,841,778,196,316,42,5,80,534,312,489,671,876,3858,0,48,84,137,42,2007-2011
B25127_34_5_to_19,88,42,115,30,10,0,0,0,113,17,55,10,29,133,1367,0,0,9,61,87,2007-2011
B25127_35_20_to_49,46,0,28,43,0,0,0,0,94,0,9,10,11,129,515,0,0,23,27,47,2007-2011
B25127_36_50_or_more,175,0,22,0,0,0,0,0,46,11,0,0,35,114,1269,0,0,6,40,0,2007-2011
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",0,9,23,10,2,13,34,20,0,42,12,4,0,52,71,0,0,6,7,20,2007-2011
B25127_38_renter_occupied,29748,35778,59242,11525,16060,20278,6744,15916,58986,41663,49828,42973,59200,80618,260914,4868,10035,20460,110937,108540,2007-2011
B25127_39_built_2000_or_later,2298,3385,3788,890,1167,2123,502,3269,4780,2871,3249,5041,2701,6071,10465,856,1586,3477,15280,8608,2007-2011
"B25127_40_1,_detached__or_attached",1113,1419,901,319,735,600,100,1765,1787,703,1051,1631,916,1415,2892,631,476,1216,2210,1709,2007-2011
B25127_41_2_to_4,250,338,524,281,219,299,40,269,379,596,60,486,151,429,1893,0,62,94,251,274,2007-2011
B25127_42_5_to_19,599,923,802,109,63,840,40,703,1737,679,482,1130,210,1402,1049,27,376,1368,3703,2861,2007-2011
B25127_43_20_to_49,108,336,278,11,13,117,39,315,186,98,470,802,387,770,799,65,249,266,1980,677,2007-2011
B25127_44_50_or_more,208,303,1260,170,93,215,254,155,610,645,1147,892,1024,2045,3791,103,372,506,7106,3069,2007-2011
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",20,66,23,0,44,52,29,62,81,150,39,100,13,10,41,30,51,27,30,18,2007-2011
B25127_46_built_1980_to_1999,7513,7781,10622,2353,2435,3937,796,5433,14378,5923,9846,10851,6642,14483,23508,2258,4635,6847,33987,22081,2007-2011
"B25127_47_1,_detached__or_attached",1728,2399,1862,1041,663,922,172,2141,4891,1637,2532,3433,1218,3234,4630,1262,2482,2961,8723,6411,2007-2011
B25127_48_2_to_4,1304,1177,1775,365,506,865,106,608,1129,1046,1750,1088,1184,2554,5107,130,667,211,1085,822,2007-2011
B25127_49_5_to_19,2170,2343,2832,477,505,1271,299,1059,5722,1318,2715,3213,1604,3821,3937,439,849,2831,14166,9858,2007-2011
B25127_50_20_to_49,597,708,1039,91,78,306,44,360,863,598,905,1127,554,1200,2037,109,236,456,2092,1066,2007-2011
B25127_51_50_or_more,1633,1053,3062,379,417,473,149,247,1404,1034,1802,1217,2068,3533,7507,263,305,315,7867,3897,2007-2011
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",81,101,52,0,266,100,26,1018,369,290,142,773,14,141,290,55,96,73,54,27,2007-2011
B25127_53_built_1960_to_1979,9115,15023,21352,3457,5743,7445,2043,4718,19719,10097,23657,12657,16967,26923,52296,910,2625,4755,40706,51353,2007-2011
"B25127_54_1,_detached__or_attached",2282,3653,3404,1547,1417,1414,548,1652,4493,2504,4373,2854,2859,4039,10855,522,1378,2016,7653,7621,2007-2011
B25127_55_2_to_4,2032,2129,3528,766,1241,1486,422,404,1937,1893,5679,1690,4005,5032,15729,139,262,370,1486,2570,2007-2011
B25127_56_5_to_19,2091,6578,7579,478,1620,2525,529,1557,8907,3172,8501,5082,4983,7905,8315,27,478,1799,15345,32581,2007-2011
B25127_57_20_to_49,592,1367,2323,107,388,1157,128,182,975,797,2017,1659,2348,2892,4522,12,283,138,2241,1962,2007-2011
B25127_58_50_or_more,1948,1143,4381,501,715,779,302,266,3087,1402,2891,1107,2680,6858,12720,42,76,257,13962,6512,2007-2011
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",170,153,137,58,362,84,114,657,320,329,196,265,92,197,155,168,148,175,19,107,2007-2011
B25127_60_built_1940_to_1959,5955,4857,13473,2588,3302,4267,1523,1392,10803,7300,7079,4499,19852,15550,80412,454,761,2013,17035,21762,2007-2011
"B25127_61_1,_detached__or_attached",2154,2407,5493,1216,1656,1852,734,796,4861,3788,3585,2476,7959,4908,38448,443,626,1203,6287,5867,2007-2011
B25127_62_2_to_4,1625,1202,3217,1107,831,1065,405,315,2162,1933,1547,780,5681,4570,20981,0,16,478,1026,1592,2007-2011
B25127_63_5_to_19,1085,850,2203,136,423,661,248,175,2374,1049,1185,750,3181,2385,8262,0,85,306,4692,11988,2007-2011
B25127_64_20_to_49,402,272,588,91,68,424,72,0,477,181,303,224,1760,1152,3606,11,6,11,1132,655,2007-2011
B25127_65_50_or_more,640,126,1962,38,310,223,64,74,875,285,431,269,1233,2535,9089,0,28,15,3898,1639,2007-2011
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",49,0,10,0,14,42,0,32,54,64,28,0,38,0,26,0,0,0,0,21,2007-2011
B25127_67_built_1939_or_earlier,4867,4732,10007,2237,3413,2506,1880,1104,9306,15472,5997,9925,13038,17591,94233,390,428,3368,3929,4736,2007-2011
"B25127_68_1,_detached__or_attached",1586,2077,4700,791,1876,1171,1211,801,4824,7832,2722,3738,5865,6421,47099,264,298,1943,1852,2034,2007-2011
B25127_69_2_to_4,1628,1536,2846,1157,1095,946,458,212,2949,4526,2101,3471,4306,6647,23936,88,54,1051,620,505,2007-2011
B25127_70_5_to_19,947,841,1321,178,232,245,171,91,994,2192,972,1801,1471,2824,11136,21,18,331,799,1707,2007-2011
B25127_71_20_to_49,247,231,357,45,120,100,0,0,167,414,67,425,837,901,3578,17,8,31,57,143,2007-2011
B25127_72_50_or_more,454,47,772,66,87,44,30,0,372,464,135,449,559,798,8468,0,0,12,601,347,2007-2011
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",5,0,11,0,3,0,10,0,0,44,0,41,0,0,16,0,50,0,0,0,2007-2011
B11003_1_total,67468,116248,127897,29768,35333,75291,17267,40837,134758,107040,165703,129189,138133,209017,312755,23272,38005,61292,242848,199493,2007-2011
B11003_2_married-couple_family,47389,90437,88667,22654,23196,57928,12436,29684,96585,81297,136178,108503,99626,169554,162669,18601,27372,49539,189719,119311,2007-2011
B11003_3_with_own_children_under_18_years,19756,40203,38792,7499,8968,26206,4655,11806,41227,31606,57270,51696,43451,74657,63295,8983,12544,23712,90761,53276,2007-2011
B11003_4_under_6_years_only,4181,8780,8820,1829,1570,5443,804,2917,9594,6484,11246,12385,10215,17689,16131,1612,1695,5199,23498,11407,2007-2011
B11003_5_under_6_years_and_6_to_17_years,4365,7131,7214,1474,1985,5703,1024,2552,8302,6637,10479,10283,7840,13417,13294,1437,2690,4505,17703,11611,2007-2011
B11003_6_6_to_17_years_only,11210,24292,22758,4196,5413,15060,2827,6337,23331,18485,35545,29028,25396,43551,33870,5934,8159,14008,49560,30258,2007-2011
B11003_7_no_own_children_under_18_years,27633,50234,49875,15155,14228,31722,7781,17878,55358,49691,78908,56807,56175,94897,99374,9618,14828,25827,98958,66035,2007-2011
B11003_8_other_family,20079,25811,39230,7114,12137,17363,4831,11153,38173,25743,29525,20686,38507,39463,150086,4671,10633,11753,53129,80182,2007-2011
"B11003_9_male_householder,_no_wife_present",4933,6694,9511,2432,3281,4543,1372,2564,9793,7403,8561,6184,9671,10730,31348,1335,2554,3316,13682,19782,2007-2011
B11003_10_with_own_children_under_18_years,2194,2872,4447,1328,1804,2125,717,1387,4948,4106,3639,3058,4099,5087,13292,530,1387,1664,5455,9076,2007-2011
B11003_11_under_6_years_only,430,866,1186,632,484,471,133,556,1327,939,876,830,920,1353,4073,111,343,607,1616,3145,2007-2011
B11003_12_under_6_years_and_6_to_17_years,344,326,740,99,392,262,192,201,673,584,508,355,427,612,2196,25,259,245,832,1205,2007-2011
B11003_13_6_to_17_years_only,1420,1680,2521,597,928,1392,392,630,2948,2583,2255,1873,2752,3122,7023,394,785,812,3007,4726,2007-2011
B11003_14_no_own_children_under_18_years,2739,3822,5064,1104,1477,2418,655,1177,4845,3297,4922,3126,5572,5643,18056,805,1167,1652,8227,10706,2007-2011
"B11003_15_female_householder,_no_husband_present",15146,19117,29719,4682,8856,12820,3459,8589,28380,18340,20964,14502,28836,28733,118738,3336,8079,8437,39447,60400,2007-2011
B11003_16_with_own_children_under_18_years,8695,9924,16142,2688,5306,6888,1844,5043,16187,11935,10320,7509,15485,15059,63274,1700,4684,4569,22019,31931,2007-2011
B11003_17_under_6_years_only,1643,1377,3099,300,1055,1184,496,1087,3066,2444,1493,1319,2791,2994,11494,184,744,822,3629,5635,2007-2011
B11003_18_under_6_years_and_6_to_17_years,1492,1487,3450,364,1248,1139,348,995,2746,2216,1147,996,2523,1945,14568,275,820,639,3042,4948,2007-2011
B11003_19_6_to_17_years_only,5560,7060,9593,2024,3003,4565,1000,2961,10375,7275,7680,5194,10171,10120,37212,1241,3120,3108,15348,21348,2007-2011
B11003_20_no_own_children_under_18_years,6451,9193,13577,1994,3550,5932,1615,3546,12193,6405,10644,6993,13351,13674,55464,1636,3395,3868,17428,28469,2007-2011
B25075_1_total,71670,129949,131095,33263,34808,83270,18260,41713,140936,112117,180127,139759,147396,226980,317211,25513,40270,64588,244497,193551,2007-2011
"B25075_2_less_than_$10,000",181,372,370,84,364,244,168,1426,1283,676,530,484,272,348,2897,56,418,162,295,516,2007-2011
"B25075_3_$10,000_to_$14,999",311,402,468,88,270,220,147,761,683,889,478,417,758,317,3228,8,43,66,123,186,2007-2011
"B25075_4_$15,000_to_$19,999",364,680,619,44,362,317,140,492,839,860,714,498,490,455,3512,0,41,101,220,359,2007-2011
"B25075_5_$20,000_to_$24,999",181,422,485,120,279,347,87,427,709,862,647,440,511,548,3577,43,86,111,190,467,2007-2011
"B25075_6_$25,000_to_$29,999",308,388,496,100,87,163,57,166,720,899,659,565,490,491,3677,37,151,113,161,602,2007-2011
"B25075_7_$30,000_to_$34,999",279,328,332,117,259,172,128,333,491,1283,649,336,492,554,4902,65,63,71,290,592,2007-2011
"B25075_8_$35,000_to_$39,999",205,238,261,54,236,142,72,263,309,732,386,311,327,404,4071,11,20,97,310,364,2007-2011
"B25075_9_$40,000_to_$49,999",370,305,743,194,394,287,30,193,279,1702,709,469,911,589,9929,0,18,40,545,385,2007-2011
"B25075_10_$50,000_to_$59,999",274,408,1351,114,543,214,115,282,580,2314,634,498,1338,672,11821,35,35,39,321,347,2007-2011
"B25075_11_$60,000_to_$69,999",298,409,1065,92,648,159,329,287,486,2831,383,477,2299,776,13940,53,33,84,412,388,2007-2011
"B25075_12_$70,000_to_$79,999",607,842,1793,157,739,534,238,448,592,2999,556,400,2047,1009,14596,22,115,80,319,454,2007-2011
"B25075_13_$80,000_to_$89,999",802,909,2556,145,943,890,421,394,1019,3553,649,649,3348,1594,17943,17,97,158,416,840,2007-2011
"B25075_14_$90,000_to_$99,999",721,1449,2887,186,1140,1239,499,487,1124,3264,571,566,3882,1627,15195,10,91,290,476,633,2007-2011
"B25075_15_$100,000_to_$124,999",2612,4266,6874,839,2815,3249,1255,2192,4755,9794,2318,2616,9573,5222,33467,150,367,1067,2139,3368,2007-2011
"B25075_16_$125,000_to_$149,999",2989,5037,7080,596,3219,3886,1494,2444,5641,11121,2255,2816,9813,6344,25200,251,511,889,1765,4156,2007-2011
"B25075_17_$150,000_to_$174,999",5785,9048,12697,1109,4617,7707,2060,4379,9765,12776,6943,5485,13584,10452,30376,348,1001,2509,3705,8301,2007-2011
"B25075_18_$175,000_to_$199,999",5504,10300,12175,1858,4363,8976,1986,4609,12155,11232,8011,6346,9823,12808,21857,497,1090,3106,4433,9187,2007-2011
"B25075_19_$200,000_to_$249,999",12640,23366,26799,4508,5499,17867,3096,7642,27226,17713,28567,18927,19774,36288,39069,2547,5473,8226,13222,26358,2007-2011
"B25075_20_$250,000_to_$299,999",10676,17924,19465,3877,2898,12637,1879,5872,20587,10945,25785,17212,17562,34449,18903,3285,5607,9206,17408,31999,2007-2011
"B25075_21_$300,000_to_$399,999",13228,26757,18630,7259,3008,15115,2413,5354,28612,9512,44013,30995,23573,51296,18784,6294,11823,16506,46400,56699,2007-2011
"B25075_22_$400,000_to_$499,999",5593,12831,7169,3880,1015,5483,828,1712,12873,2801,23753,20637,10755,26159,8594,5093,6601,10967,41624,25695,2007-2011
"B25075_23_$500,000_to_$749,999",5084,9672,4378,4070,594,2585,582,1041,6963,2242,22347,19046,9964,22496,7199,5061,5312,8833,62254,17712,2007-2011
"B25075_24_$750,000_to_$999,999",1289,2235,1485,1657,209,406,163,251,1796,530,5086,5453,3242,6390,2186,1053,816,1075,26882,2625,2007-2011
"B25075_25_$1,000,000_or_more",1369,1361,917,2115,307,431,73,258,1449,587,3484,4116,2568,5692,2288,577,458,792,20587,1318,2007-2011
B03002_1_total,273674,448095,513582,97265,156142,287036,65984,159936,536478,409624,624351,495651,557648,794921,1514456,88329,145508,231725,959738,858539,2007-2011
B03002_2_not_hispanic_or_latino,228793,420120,442523,91549,115250,273871,61689,150961,491292,345326,598658,464935,541817,762604,1332976,85851,139283,215185,800924,734085,2007-2011
B03002_3_white_alone,161285,318379,312295,84853,79727,233633,50788,105374,334185,317605,544367,409072,400042,632740,561441,70554,72172,181260,480156,132621,2007-2011
B03002_4_black_or_african_american_alone,41254,70973,93388,4616,29403,27222,9107,36822,123979,16138,21873,29368,106535,66299,645267,11923,57683,19146,160575,545650,2007-2011
B03002_5_american_indian_and_alaska_native_alone,541,307,1009,238,1195,254,112,708,953,303,485,423,366,499,2634,161,1058,583,1383,1405,2007-2011
B03002_6_asian_alone,20172,19144,25361,823,1984,7471,572,3418,22994,5181,23614,18327,25794,49496,94472,1185,4301,8995,131693,34854,2007-2011
B03002_7_native_hawaiian_and_other_pacific_islander_alone,149,56,151,11,30,41,6,167,72,139,130,90,76,168,145,0,0,141,55,194,2007-2011
B03002_8_some_other_race_alone,1251,1368,1214,67,175,310,160,443,658,1118,909,1172,500,1344,5680,45,225,657,4147,2250,2007-2011
B03002_9_two_or_more_races,4141,9893,9105,941,2736,4940,944,4029,8451,4842,7280,6483,8504,12058,23337,1983,3844,4403,22915,17111,2007-2011
B03002_10_two_races_including_some_other_race,357,577,696,79,246,135,5,98,311,141,570,374,556,638,1080,9,97,91,1477,1004,2007-2011
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",3784,9316,8409,862,2490,4805,939,3931,8140,4701,6710,6109,7948,11420,22257,1974,3747,4312,21438,16107,2007-2011
B03002_12_hispanic_or_latino,44881,27975,71059,5716,40892,13165,4295,8975,45186,64298,25693,30716,15831,32317,181480,2478,6225,16540,158814,124454,2007-2011
B03002_13_white_alone,18266,15948,22406,3642,21840,5951,2451,5843,30670,28608,19156,23899,9577,23970,67123,1609,3491,10246,74313,55628,2007-2011
B03002_14_black_or_african_american_alone,3183,1813,3058,174,2044,736,408,737,2132,2699,774,382,1322,1328,15728,193,660,493,4398,6266,2007-2011
B03002_15_american_indian_and_alaska_native_alone,392,126,833,282,637,133,89,60,504,242,150,80,56,118,1376,0,104,374,1615,1030,2007-2011
B03002_16_asian_alone,140,154,163,22,14,127,2,177,108,107,203,12,125,300,513,1,81,36,772,206,2007-2011
B03002_17_native_hawaiian_and_other_pacific_islander_alone,18,24,0,0,0,0,0,0,172,0,0,0,0,25,171,0,18,0,35,242,2007-2011
B03002_18_some_other_race_alone,19049,7557,38592,1264,13952,4649,1092,1507,9122,28813,4256,4953,3995,4941,86335,581,1120,4045,69350,56692,2007-2011
B03002_19_two_or_more_races,3833,2353,6007,332,2405,1569,253,651,2478,3829,1154,1390,756,1635,10234,94,751,1346,8331,4390,2007-2011
B03002_20_two_races_including_some_other_race,2394,1152,3604,245,1499,706,156,216,1094,2329,751,562,287,888,6035,47,295,701,4536,2256,2007-2011
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",1439,1201,2403,87,906,863,97,435,1384,1500,403,828,469,747,4199,47,456,645,3795,2134,2007-2011
B25063_1_total,29748,35778,59242,11525,16060,20278,6744,15916,58986,41663,49828,42973,59200,80618,260914,4868,10035,20460,110937,108540,2007-2011
B25063_2_with_cash_rent,28612,34134,57434,10210,15359,19068,6379,14948,57019,39187,47795,41077,56456,77381,249195,4502,9414,19249,107406,106027,2007-2011
B25063_3_less_than_$100,210,21,245,59,86,56,61,109,120,227,29,64,207,209,1803,21,20,18,260,106,2007-2011
B25063_4_$100_to_$149,332,43,298,29,158,161,50,140,122,197,82,113,106,256,1626,30,66,80,223,189,2007-2011
B25063_5_$150_to_$199,558,164,917,78,269,221,107,157,963,405,283,316,347,365,4935,76,84,129,1036,767,2007-2011
B25063_6_$200_to_$249,877,119,1505,224,558,456,293,225,832,1052,436,306,336,690,5768,41,127,206,864,534,2007-2011
B25063_7_$250_to_$299,680,247,955,152,411,303,158,194,579,720,524,408,474,562,4038,15,124,107,547,589,2007-2011
B25063_8_$300_to_$349,532,153,1008,250,333,241,154,370,628,611,254,359,473,541,3505,12,40,208,387,379,2007-2011
B25063_9_$350_to_$399,449,104,839,71,268,327,91,175,557,643,475,338,475,542,3938,18,70,125,434,324,2007-2011
B25063_10_$400_to_$449,400,93,1083,62,296,145,59,216,658,1131,382,318,680,682,5288,26,31,105,555,662,2007-2011
B25063_11_$450_to_$499,336,264,955,160,209,157,100,240,640,1033,589,511,708,535,5765,86,162,204,399,355,2007-2011
B25063_12_$500_to_$549,464,285,1070,372,471,385,102,489,535,2006,629,454,1099,996,8065,15,77,264,475,587,2007-2011
B25063_13_$550_to_$599,541,412,1197,264,527,203,173,304,859,2368,666,542,1131,1269,9182,95,210,351,466,471,2007-2011
B25063_14_$600_to_$649,557,555,1287,226,492,259,154,455,1101,2399,810,888,2009,1526,11659,39,271,270,740,688,2007-2011
B25063_15_$650_to_$699,653,626,2128,378,320,686,243,507,1446,2865,1434,736,3042,2271,12980,65,144,350,760,674,2007-2011
B25063_16_$700_to_$749,1057,642,3130,403,474,629,148,752,2288,2394,1645,1175,4250,2935,14405,43,169,408,993,1306,2007-2011
B25063_17_$750_to_$799,1170,1186,3411,374,864,800,444,833,3324,2378,1945,1635,3030,3021,15343,153,81,407,1041,1643,2007-2011
B25063_18_$800_to_$899,2703,3223,6875,934,1728,2161,630,1480,7625,5117,4318,3733,7422,8125,32443,191,225,1623,2556,6814,2007-2011
B25063_19_$900_to_$999,2924,3950,6598,1065,1511,2486,759,1528,7161,4478,6573,3901,7294,8437,26441,338,663,1675,3752,12161,2007-2011
"B25063_20_$1,000_to_$1,249",6201,8762,11960,1988,3537,4408,1451,3152,12928,5795,11866,9751,11953,18406,42988,780,1245,4213,15842,34392,2007-2011
"B25063_21_$1,250_to_$1,499",3861,5036,5984,1097,1543,2094,572,2088,7918,1968,5929,6356,5003,11572,17402,734,1875,3467,25083,19708,2007-2011
"B25063_22_$1,500_to_$1,999",3128,5796,3999,1670,1094,1989,468,1320,5269,922,5852,5704,3813,9776,14329,1305,2485,3685,29582,14321,2007-2011
"B25063_23_$2,000_or_more",979,2453,1990,354,210,901,162,214,1466,478,3074,3469,2604,4665,7292,419,1245,1354,21411,9357,2007-2011
B25063_24_no_cash_rent,1136,1644,1808,1315,701,1210,365,968,1967,2476,2033,1896,2744,3237,11719,366,621,1211,3531,2513,2007-2011
B25071_1_median_gross_rent_as_a_percentage_of_household_income,33.8,31.6,33.2,33.1,35.2,33.1,33.6,32.0,31.4,30.3,30.8,27.8,32.2,28.8,34.1,33.5,33.4,28.9,30.6,30.1,2007-2011
B25036_1_total,101418,165727,190337,44788,50868,103548,25004,57629,199922,153780,229955,182732,206596,307598,578125,30381,50305,85048,355434,302091,2007-2011
B25036_2_owner_occupied,71670,129949,131095,33263,34808,83270,18260,41713,140936,112117,180127,139759,147396,226980,317211,25513,40270,64588,244497,193551,2007-2011
B25036_3_built_2005_or_later,4223,3517,3389,1675,1777,5139,735,5200,5849,4142,5372,8029,3106,6393,4229,1277,2892,3632,7651,8405,2007-2011
B25036_4_built_2000_to_2004,7975,10512,4204,2478,1963,8293,872,7096,10206,9267,11325,14739,3869,13811,2673,3525,5788,8783,15974,14236,2007-2011
B25036_5_built_1990_to_1999,8264,19151,10314,3553,3286,13043,1525,8538,23126,16198,27609,24434,8147,30229,4413,7491,9189,14903,30310,31680,2007-2011
B25036_6_built_1980_to_1989,11480,20060,15528,5904,2888,12451,1835,5576,19701,12829,28225,24861,8982,26806,8615,5610,7985,10860,56653,28854,2007-2011
B25036_7_built_1970_to_1979,11191,22361,18881,5252,4762,12442,2679,5401,15777,13652,28877,19523,10473,25961,16664,3881,6946,9764,38185,26553,2007-2011
B25036_8_built_1960_to_1969,8381,19415,18807,3877,5667,8887,2299,3262,19867,9075,21165,14221,15505,25984,34729,1249,3227,4816,34901,34869,2007-2011
B25036_9_built_1950_to_1959,8308,17282,23807,4381,5659,10117,2643,3090,23671,12978,35307,14495,43148,43316,63802,767,1898,3413,33853,27135,2007-2011
B25036_10_built_1940_to_1949,3323,4537,11429,1736,2836,4094,1700,1140,9215,6565,6143,3917,21711,15655,50129,581,1093,1447,13621,12160,2007-2011
B25036_11_built_1939_or_earlier,8525,13114,24736,4407,5970,8804,3972,2410,13524,27411,16104,15540,32455,38825,131957,1132,1252,6970,13349,9659,2007-2011
B25036_12_renter_occupied,29748,35778,59242,11525,16060,20278,6744,15916,58986,41663,49828,42973,59200,80618,260914,4868,10035,20460,110937,108540,2007-2011
B25036_13_built_2005_or_later,1080,1633,1501,436,577,902,258,1824,2318,948,1304,1703,1486,3045,5755,186,906,1532,5758,4179,2007-2011
B25036_14_built_2000_to_2004,1218,1752,2287,454,590,1221,244,1445,2462,1923,1945,3338,1215,3026,4710,670,680,1945,9522,4429,2007-2011
B25036_15_built_1990_to_1999,2186,3405,3809,633,846,1455,272,2765,6099,2740,3415,4394,2592,5730,10560,1574,2155,3454,13590,9920,2007-2011
B25036_16_built_1980_to_1989,5327,4376,6813,1720,1589,2482,524,2668,8279,3183,6431,6457,4050,8753,12948,684,2480,3393,20397,12161,2007-2011
B25036_17_built_1970_to_1979,4870,9126,11935,1486,2648,4797,1306,2675,10302,5945,14301,8245,8389,14516,24298,648,1638,3361,22450,24079,2007-2011
B25036_18_built_1960_to_1969,4245,5897,9417,1971,3095,2648,737,2043,9417,4152,9356,4412,8578,12407,27998,262,987,1394,18256,27274,2007-2011
B25036_19_built_1950_to_1959,3544,3589,7109,1653,1936,2745,983,841,6387,4134,4882,3004,11232,9560,40225,204,528,1211,12252,14953,2007-2011
B25036_20_built_1940_to_1949,2411,1268,6364,935,1366,1522,540,551,4416,3166,2197,1495,8620,5990,40187,250,233,802,4783,6809,2007-2011
B25036_21_built_1939_or_earlier,4867,4732,10007,2237,3413,2506,1880,1104,9306,15472,5997,9925,13038,17591,94233,390,428,3368,3929,4736,2007-2011
