B25127_22_50_or_more,0,0,1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,2007-2011
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",497,253,1613,747,364,153,581,1903,971,155,784,1127,541,243,276,1022,40,37,1616,452,385,2007-2011
B25127_24_built_1940_to_1959,3044,1510,99515,2873,2712,1344,4345,1400,701,1077,2186,2661,1300,1748,1432,2003,606,187,57826,1452,1239,2007-2011
"B25127_25_1,_detached__or_attached",3031,1487,97799,2817,2688,1280,4340,1322,666,1071,2111,2637,1285,1725,1368,1950,606,187,57508,1446,1199,2007-2011
B25127_26_2_to_4,13,0,457,0,0,44,0,0,0,0,0,0,0,0,10,0,0,0,133,0,7,2007-2011
B25127_27_5_to_19,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,2007-2011
B25127_28_20_to_49,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2007-2011
B25127_29_50_or_more,0,0,248,9,0,0,0,0,0,0,0,0,0,17,0,0,0,0,29,0,0,2007-2011
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",0,23,393,47,24,20,5,78,35,6,75,24,15,6,54,53,0,0,56,6,33,2007-2011
B25127_31_built_1939_or_earlier,1491,540,19903,1313,2184,982,3180,724,185,633,786,1472,708,1097,788,1265,216,134,14366,710,864,2007-2011
"B25127_32_1,_detached__or_attached",1471,530,19266,1313,2181,979,3167,717,185,633,782,1461,708,1089,788,1265,216,134,14053,707,858,2007-2011
B25127_33_2_to_4,0,10,305,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,167,0,6,2007-2011
B25127_34_5_to_19,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2007-2011
B25127_35_20_to_49,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2007-2011
B25127_36_50_or_more,20,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,2007-2011
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",0,0,179,0,3,3,0,7,0,0,4,11,0,4,0,0,0,0,48,0,0,2007-2011
B25127_38_renter_occupied,82099,4442,385266,78101,11736,3082,14212,6929,4752,3622,8715,12557,7513,5050,3231,8549,4478,867,238347,3719,5574,2007-2011
B25127_39_built_2000_or_later,22997,813,55676,22518,2640,244,1480,890,1100,561,1249,2971,2093,487,400,2557,1738,71,48891,869,975,2007-2011
"B25127_40_1,_detached__or_attached",6118,244,8447,5229,1132,87,615,376,632,275,291,1153,1055,152,123,729,1249,36,11537,301,389,2007-2011
B25127_41_2_to_4,1373,254,4941,1242,400,80,195,158,56,64,218,748,444,122,42,674,0,0,5370,115,210,2007-2011
B25127_42_5_to_19,7842,100,16451,6402,520,15,345,31,27,106,311,166,296,35,42,326,172,35,16738,41,278,2007-2011
B25127_43_20_to_49,2610,58,7017,6291,163,2,103,3,71,31,106,102,18,48,0,92,93,0,7188,45,9,2007-2011
B25127_44_50_or_more,4665,9,17996,2966,176,0,84,17,135,54,165,104,44,0,13,146,182,0,7146,49,30,2007-2011
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",389,148,824,388,249,60,138,305,179,31,158,698,236,130,180,590,42,0,912,318,59,2007-2011
B25127_46_built_1980_to_1999,47100,1009,131272,39906,4153,997,4172,2886,1937,1119,3247,3931,2614,1219,455,2788,1840,459,92969,1286,1782,2007-2011
"B25127_47_1,_detached__or_attached",6789,513,18551,6016,1446,331,1017,801,537,440,809,1227,814,292,127,1095,803,143,18270,308,775,2007-2011
B25127_48_2_to_4,3708,118,12695,3225,616,242,744,598,231,99,327,754,564,160,75,406,253,39,13670,167,178,2007-2011
B25127_49_5_to_19,24821,10,58143,18239,737,90,1297,434,276,241,941,498,535,174,7,299,394,13,38949,111,201,2007-2011
B25127_50_20_to_49,5064,76,18029,7378,135,6,193,66,15,104,106,69,106,48,51,76,77,0,9837,48,123,2007-2011
B25127_51_50_or_more,5830,23,21218,2965,248,11,387,48,85,22,309,119,101,63,21,72,57,0,10050,21,37,2007-2011
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",888,269,2636,2083,971,317,534,939,793,213,755,1264,494,482,174,840,256,264,2193,631,468,2007-2011
B25127_53_built_1960_to_1979,9498,1299,138561,12091,3102,901,5079,2288,1436,1216,2372,3823,1897,2033,1013,1975,499,159,63533,1029,1568,2007-2011
"B25127_54_1,_detached__or_attached",4092,723,32418,4142,1677,586,2148,1208,561,674,1233,1649,1255,1037,709,679,198,21,20688,531,815,2007-2011
B25127_55_2_to_4,1208,294,14523,1575,657,181,946,151,265,84,183,818,191,490,63,158,36,13,10979,175,159,2007-2011
B25127_56_5_to_19,2164,85,60992,4051,470,70,1170,145,83,234,362,441,197,325,84,484,180,108,21392,35,253,2007-2011
B25127_57_20_to_49,680,20,15876,1164,72,0,312,93,26,45,121,149,110,39,24,101,32,17,3989,28,30,2007-2011
B25127_58_50_or_more,1025,24,13952,656,65,9,231,85,44,46,238,56,7,51,0,28,14,0,5472,0,62,2007-2011
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",329,153,800,503,161,55,272,606,457,133,235,710,137,91,133,525,39,0,1013,260,249,2007-2011
B25127_60_built_1940_to_1959,1512,773,46969,2511,1188,430,2248,723,146,487,1366,1327,534,885,1053,774,267,139,24578,344,967,2007-2011
"B25127_61_1,_detached__or_attached",1154,717,28461,1838,935,305,1801,434,146,341,822,1176,367,590,845,650,263,139,17393,292,875,2007-2011
B25127_62_2_to_4,122,52,4337,229,180,65,253,132,0,42,147,93,91,185,95,83,0,0,2640,17,31,2007-2011
B25127_63_5_to_19,142,4,8221,209,46,60,104,59,0,72,321,37,37,0,76,23,0,0,2363,2,45,2007-2011
B25127_64_20_to_49,19,0,2800,128,3,0,48,0,0,26,32,6,39,10,12,0,0,0,1170,33,0,2007-2011
B25127_65_50_or_more,64,0,2962,69,9,0,15,0,0,6,20,15,0,93,25,0,0,0,924,0,16,2007-2011
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",11,0,188,38,15,0,27,98,0,0,24,0,0,7,0,18,4,0,88,0,0,2007-2011
B25127_67_built_1939_or_earlier,992,548,12788,1075,653,510,1233,142,133,239,481,505,375,426,310,455,134,39,8376,191,282,2007-2011
"B25127_68_1,_detached__or_attached",663,478,6511,721,538,415,1054,122,122,228,422,462,375,350,225,455,74,39,6076,191,258,2007-2011
B25127_69_2_to_4,175,10,1639,116,98,42,112,0,0,11,42,0,0,46,57,0,0,0,1042,0,15,2007-2011
B25127_70_5_to_19,134,0,1680,233,17,40,51,16,0,0,8,0,0,30,10,0,0,0,745,0,0,2007-2011
B25127_71_20_to_49,12,52,1013,0,0,0,16,4,0,0,9,21,0,0,7,0,0,0,114,0,9,2007-2011
B25127_72_50_or_more,8,8,1865,5,0,13,0,0,0,0,0,22,0,0,11,0,60,0,383,0,0,2007-2011
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",0,0,80,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,16,0,0,2007-2011
B11003_1_total,203629,10380,548715,163545,39440,8412,32030,21018,15272,9805,21275,39287,26891,12263,7626,31836,20729,2114,447495,15672,10659,2007-2011
B11003_2_married-couple_family,166236,8201,368637,131123,30925,6546,23893,16508,12729,7720,16634,30820,20870,9092,5719,26062,17251,1723,324767,13054,7887,2007-2011
B11003_3_with_own_children_under_18_years,90723,3190,181988,69573,14398,2463,8884,5287,4254,2692,6030,13031,9458,3397,2137,11336,8992,748,160827,5562,3074,2007-2011
B11003_4_under_6_years_only,22285,577,42771,17520,2888,388,1567,893,937,506,1267,2209,1939,599,506,2479,1950,118,37089,1109,710,2007-2011
B11003_5_under_6_years_and_6_to_17_years,19671,802,46987,15828,3152,600,2028,1347,943,657,1373,3566,2199,864,536,2206,1852,117,39530,1084,651,2007-2011
B11003_6_6_to_17_years_only,48767,1811,92230,36225,8358,1475,5289,3047,2374,1529,3390,7256,5320,1934,1095,6651,5190,513,84208,3369,1713,2007-2011
B11003_7_no_own_children_under_18_years,75513,5011,186649,61550,16527,4083,15009,11221,8475,5028,10604,17789,11412,5695,3582,14726,8259,975,163940,7492,4813,2007-2011
B11003_8_other_family,37393,2179,180078,32422,8515,1866,8137,4510,2543,2085,4641,8467,6021,3171,1907,5774,3478,391,122728,2618,2772,2007-2011
"B11003_9_male_householder,_no_wife_present",10951,672,47153,9089,2454,593,2368,1152,639,627,1252,3063,1604,791,500,2039,1213,112,31500,655,661,2007-2011
B11003_10_with_own_children_under_18_years,5406,312,21704,4704,1174,249,1246,565,332,232,546,1529,894,375,242,1083,694,97,15268,341,376,2007-2011
B11003_11_under_6_years_only,1185,63,6634,1195,252,44,314,96,96,20,244,463,334,120,51,283,32,0,4607,83,97,2007-2011
B11003_12_under_6_years_and_6_to_17_years,897,0,4226,549,258,105,96,176,64,28,84,238,133,45,45,72,157,0,2143,9,48,2007-2011
B11003_13_6_to_17_years_only,3324,249,10844,2960,664,100,836,293,172,184,218,828,427,210,146,728,505,97,8518,249,231,2007-2011
B11003_14_no_own_children_under_18_years,5545,360,25449,4385,1280,344,1122,587,307,395,706,1534,710,416,258,956,519,15,16232,314,285,2007-2011
"B11003_15_female_householder,_no_husband_present",26442,1507,132925,23333,6061,1273,5769,3358,1904,1458,3389,5404,4417,2380,1407,3735,2265,279,91228,1963,2111,2007-2011
B11003_16_with_own_children_under_18_years,17186,927,80159,14947,3644,703,3442,1678,1054,840,1982,3318,2546,1465,867,2068,1485,138,57765,955,1268,2007-2011
B11003_17_under_6_years_only,2676,230,15809,2967,625,58,958,343,167,285,431,533,279,311,205,287,250,14,12887,113,286,2007-2011
B11003_18_under_6_years_and_6_to_17_years,2651,132,16368,2382,827,102,561,409,179,145,239,795,413,270,98,441,362,23,11029,183,256,2007-2011
B11003_19_6_to_17_years_only,11859,565,47982,9598,2192,543,1923,926,708,410,1312,1990,1854,884,564,1340,873,101,33849,659,726,2007-2011
B11003_20_no_own_children_under_18_years,9256,580,52766,8386,2417,570,2327,1680,850,618,1407,2086,1871,915,540,1667,780,141,33463,1008,843,2007-2011
B25075_1_total,194135,10000,455397,153254,37497,8735,31666,23623,16164,9578,21909,38663,26501,12249,7506,33030,21239,2279,405570,16276,10780,2007-2011
"B25075_2_less_than_$10,000",491,92,3711,916,398,187,449,670,126,116,488,319,210,313,246,730,88,30,2363,222,299,2007-2011
"B25075_3_$10,000_to_$14,999",474,148,2528,1085,327,97,301,528,515,117,282,167,273,210,174,430,92,0,2308,194,290,2007-2011
"B25075_4_$15,000_to_$19,999",761,158,2515,977,159,178,540,662,229,153,308,398,230,256,113,278,72,13,2499,157,374,2007-2011
"B25075_5_$20,000_to_$24,999",608,159,2079,481,257,327,569,728,159,244,423,553,220,414,340,493,30,65,2209,255,317,2007-2011
"B25075_6_$25,000_to_$29,999",621,217,2399,667,300,187,555,1185,220,256,518,335,285,513,290,119,37,63,2031,94,200,2007-2011
"B25075_7_$30,000_to_$34,999",344,207,3857,504,510,322,787,813,389,300,710,564,286,327,355,563,50,80,3067,392,310,2007-2011
"B25075_8_$35,000_to_$39,999",475,134,3255,508,388,293,751,814,340,342,505,435,334,444,230,456,174,9,2467,359,260,2007-2011
"B25075_9_$40,000_to_$49,999",1012,535,9111,899,626,635,1763,1033,579,507,1059,1382,698,915,352,850,121,61,7705,821,470,2007-2011
"B25075_10_$50,000_to_$59,999",1181,354,11969,819,1037,653,1946,1760,521,490,1697,1533,1164,1136,530,1029,85,50,9612,484,643,2007-2011
"B25075_11_$60,000_to_$69,999",1378,477,16613,1165,1668,612,1720,1310,603,793,1557,2051,1384,865,493,937,278,40,13385,805,830,2007-2011
"B25075_12_$70,000_to_$79,999",1829,711,22382,1511,1695,555,1863,1452,689,553,1292,2636,1120,818,526,1411,222,54,18039,781,833,2007-2011
"B25075_13_$80,000_to_$89,999",2147,652,32077,2822,2059,675,2403,1217,682,692,1764,3060,1406,848,660,1483,262,138,25458,957,799,2007-2011
"B25075_14_$90,000_to_$99,999",3049,666,33657,3192,1738,443,1819,836,658,604,1194,3117,1234,664,475,1852,450,92,27078,965,684,2007-2011
"B25075_15_$100,000_to_$124,999",10214,1085,72741,14926,5061,1014,3976,2348,1084,1178,2543,5142,3811,1074,773,2680,1502,304,60040,1992,1056,2007-2011
"B25075_16_$125,000_to_$149,999",19152,882,50773,21208,5435,366,2508,1602,1262,727,1743,3683,3460,781,330,3203,2396,251,55015,1414,955,2007-2011
"B25075_17_$150,000_to_$174,999",28220,628,41664,21657,4298,630,3071,1738,1723,577,1732,3860,3000,761,339,3155,2975,100,46305,1481,875,2007-2011
"B25075_18_$175,000_to_$199,999",23702,524,24849,15330,2420,323,1226,858,1166,433,1234,2068,1728,314,237,1989,2485,61,28014,1028,404,2007-2011
"B25075_19_$200,000_to_$249,999",34592,702,34343,21297,3521,466,1883,1406,1581,587,1025,2990,2363,591,265,3266,3416,175,34343,1536,438,2007-2011
"B25075_20_$250,000_to_$299,999",21003,708,21078,13752,1994,227,1068,706,1099,269,748,1398,1498,328,243,2587,2200,392,19466,937,301,2007-2011
"B25075_21_$300,000_to_$399,999",22364,400,24775,15768,2172,313,1017,973,1279,329,620,1298,994,261,258,2901,2155,91,19969,797,247,2007-2011
"B25075_22_$400,000_to_$499,999",9225,188,11557,6391,554,59,503,411,624,53,109,579,397,178,76,1117,934,99,9718,321,73,2007-2011
"B25075_23_$500,000_to_$749,999",7290,240,12179,5332,562,111,565,213,449,125,171,707,316,184,99,825,618,85,8703,194,73,2007-2011
"B25075_24_$750,000_to_$999,999",2019,58,5632,1239,165,37,190,193,127,82,52,40,12,23,23,332,297,6,2875,56,22,2007-2011
"B25075_25_$1,000,000_or_more",1984,75,9653,808,153,25,193,167,60,51,135,348,78,31,79,344,300,20,2901,34,27,2007-2011
B03002_1_total,764424,38344,2348702,648470,146997,33853,119949,78394,50569,34869,85390,149681,101197,47621,27977,114764,76349,8320,1780700,58703,41865,2007-2011
B03002_2_not_hispanic_or_latino,653153,32541,1462392,532128,112971,30669,106816,70124,45469,29732,73934,123240,84258,36661,23100,102785,64295,6829,1312925,49039,39786,2007-2011
B03002_3_white_alone,487331,30252,794597,422472,96796,27387,94864,63554,43912,26442,63915,115180,71122,28770,21922,97741,56832,6625,934506,47077,31065,2007-2011
B03002_4_black_or_african_american_alone,61233,1007,506879,51242,12597,2421,6652,5066,293,2651,7515,4070,9905,7031,650,1975,4050,116,256684,686,658,2007-2011
B03002_5_american_indian_and_alaska_native_alone,3411,341,5187,1915,778,228,1450,444,392,217,451,828,428,140,133,718,235,0,6314,584,2072,2007-2011
B03002_6_asian_alone,84491,223,116785,41408,939,50,990,225,275,205,896,1060,633,277,137,593,1788,9,80871,238,222,2007-2011
B03002_7_native_hawaiian_and_other_pacific_islander_alone,501,17,1011,528,109,24,59,57,0,10,50,302,198,0,0,0,504,0,3140,36,15,2007-2011
B03002_8_some_other_race_alone,1844,110,5460,886,62,19,106,49,129,11,86,7,47,0,7,99,34,29,3864,9,8,2007-2011
B03002_9_two_or_more_races,14342,591,32473,13677,1690,540,2695,729,468,196,1021,1793,1925,443,251,1659,852,50,27546,409,5746,2007-2011
B03002_10_two_races_including_some_other_race,979,3,2089,352,40,19,110,17,92,0,19,102,19,18,21,136,0,0,1285,41,0,2007-2011
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",13363,588,30384,13325,1650,521,2585,712,376,196,1002,1691,1906,425,230,1523,852,50,26261,368,5746,2007-2011
B03002_12_hispanic_or_latino,111271,5803,886310,116342,34026,3184,13133,8270,5100,5137,11456,26441,16939,10960,4877,11979,12054,1491,467775,9664,2079,2007-2011
B03002_13_white_alone,86353,3576,548750,82917,23297,2288,6200,5754,1904,3989,5916,22750,13462,6890,2362,8533,8300,523,301933,6910,643,2007-2011
B03002_14_black_or_african_american_alone,748,41,6541,1103,221,27,43,120,0,94,29,68,227,126,37,0,49,0,4648,14,10,2007-2011
B03002_15_american_indian_and_alaska_native_alone,401,131,5273,622,1645,6,64,40,13,0,1,178,71,1087,75,160,217,93,3120,0,65,2007-2011
B03002_16_asian_alone,325,34,879,418,23,0,21,40,0,0,0,0,0,0,86,0,52,0,831,49,0,2007-2011
B03002_17_native_hawaiian_and_other_pacific_islander_alone,0,0,215,54,0,0,0,0,0,0,0,0,6,0,0,7,0,0,187,0,0,2007-2011
B03002_18_some_other_race_alone,18722,1810,304121,19864,7751,690,6003,2038,3107,929,5149,2957,2580,2513,2105,2854,3136,875,144336,2188,1153,2007-2011
B03002_19_two_or_more_races,4722,211,20531,11364,1089,173,802,278,76,125,361,488,593,344,212,425,300,0,12720,503,208,2007-2011
B03002_20_two_races_including_some_other_race,3055,152,14361,3838,722,63,647,173,76,48,156,388,467,230,84,321,228,0,8928,230,110,2007-2011
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",1667,59,6170,7526,367,110,155,105,0,77,205,100,126,114,128,104,72,0,3792,273,98,2007-2011
B25063_1_total,82099,4442,385266,78101,11736,3082,14212,6929,4752,3622,8715,12557,7513,5050,3231,8549,4478,867,238347,3719,5574,2007-2011
B25063_2_with_cash_rent,79970,4064,374746,75965,10662,2576,12912,5765,4074,3120,8083,11457,6905,4460,2701,7488,4309,773,230994,3136,4850,2007-2011
B25063_3_less_than_$100,50,29,1447,78,46,4,57,44,0,75,0,16,10,3,0,0,0,0,740,0,23,2007-2011
B25063_4_$100_to_$149,110,27,937,181,10,36,48,14,0,10,25,59,25,12,0,17,0,5,466,11,78,2007-2011
B25063_5_$150_to_$199,178,129,2744,87,101,13,199,200,0,23,110,94,36,52,9,35,0,76,1479,16,30,2007-2011
B25063_6_$200_to_$249,264,60,2494,131,80,91,205,56,51,40,122,143,61,193,82,62,15,25,1576,14,14,2007-2011
B25063_7_$250_to_$299,253,59,2101,171,105,134,227,35,90,63,166,210,157,47,14,158,53,48,1152,47,97,2007-2011
B25063_8_$300_to_$349,246,74,2358,100,134,87,173,132,151,46,199,203,59,145,22,177,6,0,1409,50,158,2007-2011
B25063_9_$350_to_$399,260,151,2764,187,101,57,262,100,29,65,313,58,63,107,85,74,9,47,1233,89,184,2007-2011
B25063_10_$400_to_$449,385,102,3732,641,173,86,346,433,103,301,262,296,135,232,171,119,16,64,2543,57,285,2007-2011
B25063_11_$450_to_$499,452,86,6622,859,178,66,334,361,114,182,432,319,81,265,166,168,40,31,4491,135,615,2007-2011
B25063_12_$500_to_$549,689,159,12271,1553,361,222,862,461,121,219,359,304,204,285,215,392,29,30,8529,115,472,2007-2011
B25063_13_$550_to_$599,1068,208,19684,3255,556,108,773,518,213,86,447,294,214,450,268,408,38,12,12605,164,394,2007-2011
B25063_14_$600_to_$649,2001,230,24522,3646,292,286,1171,454,257,292,513,655,519,337,142,365,44,65,14588,154,430,2007-2011
B25063_15_$650_to_$699,2866,284,26270,5032,550,220,872,346,185,315,575,910,534,465,88,275,93,22,15309,126,472,2007-2011
B25063_16_$700_to_$749,3911,430,27491,4648,946,202,1283,351,195,242,776,990,396,360,294,439,196,13,15892,192,254,2007-2011
B25063_17_$750_to_$799,5088,323,25593,5685,794,222,1058,331,187,118,575,755,487,247,111,428,153,40,16564,165,328,2007-2011
B25063_18_$800_to_$899,12222,555,47585,11339,1190,301,1624,653,626,352,903,1359,917,387,336,1288,265,98,30786,534,316,2007-2011
B25063_19_$900_to_$999,10363,496,41464,9298,974,109,930,509,623,348,719,948,807,335,237,1100,764,52,25775,327,226,2007-2011
"B25063_20_$1,000_to_$1,249",18556,343,62487,13317,2115,274,1757,534,602,225,1046,2379,907,354,329,1141,761,105,40241,556,423,2007-2011
"B25063_21_$1,250_to_$1,499",9984,248,29999,7784,1143,34,458,205,229,50,338,861,647,153,119,316,782,31,18796,268,28,2007-2011
"B25063_22_$1,500_to_$1,999",7603,71,22966,5839,603,17,139,16,162,50,133,544,550,18,13,308,791,9,12356,59,0,2007-2011
"B25063_23_$2,000_or_more",3421,0,9215,2134,210,7,134,12,136,18,70,60,96,13,0,218,254,0,4464,57,23,2007-2011
B25063_24_no_cash_rent,2129,378,10520,2136,1074,506,1300,1164,678,502,632,1100,608,590,530,1061,169,94,7353,583,724,2007-2011
B25071_1_median_gross_rent_as_a_percentage_of_household_income,27.3,28.0,29.6,28.3,30.4,29.6,27.9,29.0,28.3,28.0,32.9,27.4,31.3,29.0,30.7,27.2,26.7,23.9,29.7,24.3,27.4,2007-2011
B25036_1_total,276234,14442,840663,231355,49233,11817,45878,30552,20916,13200,30624,51220,34014,17299,10737,41579,25717,3146,643917,19995,16354,2007-2011
B25036_2_owner_occupied,194135,10000,455397,153254,37497,8735,31666,23623,16164,9578,21909,38663,26501,12249,7506,33030,21239,2279,405570,16276,10780,2007-2011
B25036_3_built_2005_or_later,28336,493,21678,22201,5028,503,1689,1361,1944,684,1578,4088,4640,811,451,4157,4094,235,42213,1387,839,2007-2011
B25036_4_built_2000_to_2004,42980,1243,36283,37012,6235,916,3317,2402,2730,824,2624,6408,5927,1245,504,5633,5737,261,58587,2577,950,2007-2011
B25036_5_built_1990_to_1999,58196,1672,50694,39695,8171,1342,4742,4628,3489,1661,4106,7594,5145,1639,801,7471,4742,634,63566,4006,1738,2007-2011
B25036_6_built_1980_to_1989,34749,1507,75288,28586,6734,1335,4501,5707,3808,1912,3986,7155,4814,2147,1135,6341,3611,554,72892,2969,2120,2007-2011
B25036_7_built_1970_to_1979,19599,2014,78704,17258,4433,1229,5166,5470,2668,1698,3831,6136,2540,2098,1084,4169,1783,188,56995,2223,2247,2007-2011
B25036_8_built_1960_to_1969,5740,1021,73332,4316,2000,1084,4726,1931,639,1089,2812,3149,1427,1464,1311,1991,450,86,39125,952,783,2007-2011
B25036_9_built_1950_to_1959,2159,1060,74699,1904,1839,678,2761,950,500,674,1515,2013,831,1334,854,1370,396,147,42156,1040,814,2007-2011
B25036_10_built_1940_to_1949,885,450,24816,969,873,666,1584,450,201,403,671,648,469,414,578,633,210,40,15670,412,425,2007-2011
B25036_11_built_1939_or_earlier,1491,540,19903,1313,2184,982,3180,724,185,633,786,1472,708,1097,788,1265,216,134,14366,710,864,2007-2011
B25036_12_renter_occupied,82099,4442,385266,78101,11736,3082,14212,6929,4752,3622,8715,12557,7513,5050,3231,8549,4478,867,238347,3719,5574,2007-2011
B25036_13_built_2005_or_later,10582,430,23080,8223,1329,138,699,287,658,125,500,1163,854,197,89,979,979,47,20081,386,427,2007-2011
B25036_14_built_2000_to_2004,12415,383,32596,14295,1311,106,781,603,442,436,749,1808,1239,290,311,1578,759,24,28810,483,548,2007-2011
B25036_15_built_1990_to_1999,26341,465,47649,15439,1909,555,1780,1024,823,528,1455,1846,1318,640,142,1249,678,128,34465,711,724,2007-2011
B25036_16_built_1980_to_1989,20759,544,83623,24467,2244,442,2392,1862,1114,591,1792,2085,1296,579,313,1539,1162,331,58504,575,1058,2007-2011
B25036_17_built_1970_to_1979,6993,812,85019,8352,1984,582,2819,1518,1145,719,1103,2650,1348,1370,546,1659,386,110,41271,574,1236,2007-2011
B25036_18_built_1960_to_1969,2505,487,53542,3739,1118,319,2260,770,291,497,1269,1173,549,663,467,316,113,49,22262,455,332,2007-2011
B25036_19_built_1950_to_1959,975,514,33755,1612,845,278,1641,523,73,366,837,743,328,537,531,467,232,139,16945,198,628,2007-2011
B25036_20_built_1940_to_1949,537,259,13214,899,343,152,607,200,73,121,529,584,206,348,522,307,35,0,7633,146,339,2007-2011
B25036_21_built_1939_or_earlier,992,548,12788,1075,653,510,1233,142,133,239,481,505,375,426,310,455,134,39,8376,191,282,2007-2011
