estimate_year,index,DC_001,MD_009,MD_017,MD_021,MD_031,MD_033,VA_013,VA_043,VA_047,VA_059,VA_061,VA_107,VA_153,VA_157,VA_177,VA_179,VA_187,VA_510,VA_600,VA_610,VA_630,VA_683,VA_685,WV_037
2006-2010,B11003_3_with_own_children_under_18_years,19648,9031,12502,23723,92214,54004,13248,1247,4543,107209,5659,36503,40892,624,12503,13754,3391,7876,1890,1270,1115,3437,1282,4733
2006-2010,B11003_4_under_6_years_only,8040,1753,2011,5370,24409,11810,5545,281,837,28090,959,10579,10334,179,2316,2467,756,3518,455,276,324,562,428,1175
2006-2010,B11003_5_under_6_years_and_6_to_17_years,3220,1409,2748,4396,18087,12005,1896,179,1083,20564,1164,7654,9745,95,2739,2972,670,1526,384,189,376,718,335,1033
2006-2010,B11003_6_6_to_17_years_only,8388,5869,7743,13957,49718,30189,5807,787,2623,58555,3536,18270,20813,350,7448,8315,1965,2832,1051,805,415,2157,519,2525
2006-2010,B11003_7_no_own_children_under_18_years,37385,9412,14710,25609,98576,65818,18710,2049,5075,111720,8052,24314,33780,1205,12505,12983,4299,13388,2558,1055,1741,3086,1039,6414
2006-2010,B11003_8_other_family,52138,4765,10731,11185,52160,78693,8821,542,2316,47651,2865,10371,21769,322,7148,5883,2075,7746,1181,605,1634,2254,935,2443
2006-2010,"B11003_9_male_householder,_no_wife_present",9437,1336,2470,3279,13450,19561,2631,248,753,14319,1067,2990,6022,124,1916,1853,542,2035,497,122,419,731,274,850
2006-2010,B11003_10_with_own_children_under_18_years,3747,499,1165,1750,5205,8948,947,141,432,5401,579,1665,3429,97,1244,1088,286,752,87,74,170,421,147,354
2006-2010,B11003_11_under_6_years_only,867,108,314,600,1246,3303,305,64,135,1627,168,367,1186,44,427,386,91,506,28,0,69,210,14,147
2006-2010,B11003_12_under_6_years_and_6_to_17_years,414,6,146,340,919,1231,26,12,100,783,65,217,394,0,24,249,17,44,0,0,39,56,0,17
2006-2010,B11003_13_6_to_17_years_only,2466,385,705,810,3040,4414,616,65,197,2991,346,1081,1849,53,793,453,178,202,59,74,62,155,133,190
2006-2010,B11003_14_no_own_children_under_18_years,5690,837,1305,1529,8245,10613,1684,107,321,8918,488,1325,2593,27,672,765,256,1283,410,48,249,310,127,496
2006-2010,"B11003_15_female_householder,_no_husband_present",42701,3429,8261,7906,38710,59132,6190,294,1563,33332,1798,7381,15747,198,5232,4030,1533,5711,684,483,1215,1523,661,1593
2006-2010,B11003_16_with_own_children_under_18_years,21635,1825,5109,4577,21996,31992,3547,178,875,18292,988,4326,9367,83,3468,2576,774,3159,297,304,757,1067,292,840
2006-2010,B11003_17_under_6_years_only,3665,242,844,979,3533,5873,1174,60,154,3459,107,745,1796,10,547,526,203,734,9,82,159,271,48,182
2006-2010,B11003_18_under_6_years_and_6_to_17_years,3931,332,867,468,3002,4744,232,0,137,2424,132,580,1679,38,695,375,111,504,11,0,31,267,164,137
2006-2010,B11003_19_6_to_17_years_only,14039,1251,3398,3130,15461,21375,2141,118,584,12409,749,3001,5892,35,2226,1675,460,1921,277,222,567,529,80,521
2006-2010,B11003_20_no_own_children_under_18_years,21066,1604,3152,3329,16714,27140,2643,116,688,15040,810,3055,6380,115,1764,1454,759,2552,387,179,458,456,369,753
2006-2010,B25075_1_total,111879,25754,40454,64112,244815,194047,43168,4195,11498,274448,17633,77022,93372,2294,32759,31502,10591,29103,6148,3006,3592,8003,2993,14903
2006-2010,"B25075_2_less_than_$10,000",141,41,304,163,287,442,29,0,147,438,65,110,310,0,227,178,42,44,0,0,4,43,0,144
2006-2010,"B25075_3_$10,000_to_$14,999",54,10,29,85,117,140,19,0,24,213,54,11,315,0,53,126,20,12,0,0,8,98,0,105
2006-2010,"B25075_4_$15,000_to_$19,999",15,0,45,145,191,203,8,0,0,228,43,34,145,0,102,131,17,22,50,0,0,27,0,67
2006-2010,"B25075_5_$20,000_to_$24,999",105,39,69,67,115,398,41,28,7,327,42,76,53,0,80,123,81,51,0,0,0,0,11,80
2006-2010,"B25075_6_$25,000_to_$29,999",241,25,118,137,84,426,0,0,46,208,12,23,80,0,171,108,23,82,0,0,0,78,5,156
2006-2010,"B25075_7_$30,000_to_$34,999",116,70,56,71,305,561,27,0,17,296,48,78,124,0,63,36,13,48,4,0,0,0,0,104
2006-2010,"B25075_8_$35,000_to_$39,999",68,35,19,106,337,311,19,22,50,257,35,34,71,15,101,53,11,21,0,0,28,27,0,113
2006-2010,"B25075_9_$40,000_to_$49,999",289,9,19,64,682,303,72,6,9,658,12,81,213,0,39,100,90,56,18,0,0,16,0,23
2006-2010,"B25075_10_$50,000_to_$59,999",178,18,41,39,372,319,112,12,73,647,0,87,189,28,96,59,73,67,49,12,0,0,27,85
2006-2010,"B25075_11_$60,000_to_$69,999",205,39,37,92,347,319,119,14,11,512,10,48,79,0,43,65,66,29,20,0,20,71,0,166
2006-2010,"B25075_12_$70,000_to_$79,999",218,31,115,47,318,346,99,0,19,481,128,85,153,18,134,74,88,88,0,11,80,0,32,197
2006-2010,"B25075_13_$80,000_to_$89,999",360,42,125,138,394,527,36,1,83,598,50,154,231,0,98,35,230,85,0,0,21,36,0,428
2006-2010,"B25075_14_$90,000_to_$99,999",393,0,67,305,349,786,48,50,155,447,53,167,488,27,90,117,126,51,20,10,36,41,26,270
2006-2010,"B25075_15_$100,000_to_$124,999",1507,151,390,703,1618,2891,201,0,341,2041,197,403,1213,67,640,386,322,319,8,19,33,176,243,508
2006-2010,"B25075_16_$125,000_to_$149,999",1093,305,471,866,1414,3793,230,69,403,2015,169,597,1508,87,658,384,417,143,71,28,67,182,44,904
2006-2010,"B25075_17_$150,000_to_$174,999",1716,287,857,2075,2815,7076,393,187,695,2712,429,780,2549,161,1599,1140,721,499,50,13,173,379,193,1282
2006-2010,"B25075_18_$175,000_to_$199,999",2786,542,950,2669,3668,7982,481,114,555,2938,379,928,2165,35,1826,975,711,551,133,33,143,474,120,949
2006-2010,"B25075_19_$200,000_to_$249,999",8518,2471,4868,8016,12200,24505,1625,387,1575,12221,1386,2724,8680,143,4867,2710,2119,1966,296,111,408,984,428,1645
2006-2010,"B25075_20_$250,000_to_$299,999",9042,3080,4849,7992,14791,29077,1958,575,1279,14200,1828,4086,9033,217,5032,4106,1419,2197,281,35,385,850,338,1958
2006-2010,"B25075_21_$300,000_to_$399,999",22017,6117,12182,16735,46378,60309,6421,946,2894,42920,4264,14384,24550,268,9192,8766,1976,4558,878,281,1090,2017,865,2731
2006-2010,"B25075_22_$400,000_to_$499,999",15900,4847,7021,11309,42957,28496,5302,715,1710,50101,2962,14337,17580,282,4077,6161,1051,4220,1346,317,507,1318,375,1474
2006-2010,"B25075_23_$500,000_to_$749,999",22739,5547,6270,10039,65868,20308,15155,720,1052,89172,3384,25637,19003,486,2750,4279,615,7902,2288,1115,324,1025,286,1036
2006-2010,"B25075_24_$750,000_to_$999,999",12798,1381,1027,1402,28006,3063,7157,132,136,31807,1108,8217,3276,269,541,935,130,3725,339,806,117,96,0,234
2006-2010,"B25075_25_$1,000,000_or_more",11380,667,525,847,21202,1466,3616,217,217,19011,975,3941,1364,191,280,455,230,2367,297,215,148,65,0,244
2006-2010,B03002_1_total,584400,87891,143912,229205,947230,854722,197467,14013,45749,1048554,64546,291653,379415,7376,120212,124587,37044,133647,22058,11465,23375,36067,13195,52033
2006-2010,B03002_2_not_hispanic_or_latino,533099,85487,137953,213651,795388,735457,168108,13517,41894,895581,60604,257508,303609,7273,111464,113677,35765,113590,18863,10487,21213,25380,8855,49744
2006-2010,B03002_3_white_alone,194910,70495,73268,181041,482754,135276,126061,12366,33077,591054,53119,187588,189455,6650,87595,85747,33032,73316,13862,8557,14672,18361,5820,44684
2006-2010,B03002_4_black_or_african_american_alone,305427,11816,55713,18318,156096,545084,16668,735,7148,92436,5374,20321,72489,449,18136,20750,1491,28478,1019,516,5368,4481,1602,3374
2006-2010,B03002_5_american_indian_and_alaska_native_alone,1269,134,964,595,1272,1261,416,32,83,1964,263,297,875,31,234,538,119,349,108,12,109,24,8,82
2006-2010,B03002_6_asian_alone,20160,1183,3909,8893,129852,34464,18612,114,570,180829,872,40793,27691,12,2884,3404,242,7800,3372,1211,617,1394,988,571
2006-2010,B03002_7_native_hawaiian_and_other_pacific_islander_alone,362,0,14,151,335,204,76,0,0,801,0,174,447,0,144,44,71,218,32,0,14,0,0,0
2006-2010,B03002_8_some_other_race_alone,1722,53,251,542,4296,2054,1817,31,80,4246,162,730,1708,21,296,381,29,362,36,39,127,71,13,16
2006-2010,B03002_9_two_or_more_races,9249,1806,3834,4111,20783,17114,4458,239,936,24251,814,7605,10944,110,2175,2813,781,3067,434,152,306,1049,424,1017
2006-2010,B03002_10_two_races_including_some_other_race,666,10,88,74,1233,724,309,0,12,1518,16,477,499,30,107,83,0,141,22,9,0,78,16,18
2006-2010,"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",8583,1796,3746,4037,19550,16390,4149,239,924,22733,798,7128,10445,80,2068,2730,781,2926,412,143,306,971,408,999
2006-2010,B03002_12_hispanic_or_latino,51301,2404,5959,15554,151842,119265,29359,496,3855,152973,3942,34145,75806,103,8748,10910,1279,20057,3195,978,2162,10687,4340,2289
2006-2010,B03002_13_white_alone,27465,1548,3707,8908,70325,53278,12518,295,1875,89350,3132,20125,34253,77,4081,3688,1090,11449,2206,417,638,6062,1915,1387
2006-2010,B03002_14_black_or_african_american_alone,3621,199,612,394,4266,5475,203,0,216,2521,61,574,2130,0,581,354,10,900,0,14,95,75,68,15
2006-2010,B03002_15_american_indian_and_alaska_native_alone,356,17,108,274,1595,782,284,0,0,3159,0,95,495,0,0,186,0,238,0,0,0,40,49,0
2006-2010,B03002_16_asian_alone,163,0,101,27,770,331,156,0,13,1068,65,199,152,0,9,48,0,109,9,61,0,0,0,39
2006-2010,B03002_17_native_hawaiian_and_other_pacific_islander_alone,0,0,12,0,89,358,82,0,0,17,0,15,21,0,67,20,0,0,0,0,18,0,0,18
2006-2010,B03002_18_some_other_race_alone,18299,560,1009,4920,67556,55029,13283,201,1429,47754,439,11404,35475,26,3749,5525,161,6255,807,477,1395,3984,2099,717
2006-2010,B03002_19_two_or_more_races,1397,80,410,1031,7241,4012,2833,0,322,9104,245,1733,3280,0,261,1089,18,1106,173,9,16,526,209,113
2006-2010,B03002_20_two_races_including_some_other_race,818,41,215,526,4189,2189,2054,0,293,5244,148,1067,2349,0,148,823,18,634,129,9,16,476,150,102
2006-2010,"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",579,39,195,505,3052,1823,779,0,29,3860,97,666,931,0,113,266,0,472,44,0,0,50,59,11
2006-2010,B25063_1_total,145438,4559,9444,19343,108362,107859,48724,1340,4336,107320,4736,18308,31507,869,8250,8681,3569,34635,2376,1700,5614,3729,1213,4261
2006-2010,B25063_2_with_cash_rent,141442,4185,8600,18226,104743,105425,47719,1086,3994,104165,3821,17525,30595,636,7569,8244,3341,33955,2349,1608,5547,3652,1168,3893
2006-2010,B25063_3_less_than_$100,1631,20,0,37,333,160,121,0,12,392,0,0,0,0,19,0,0,86,8,0,0,0,0,0
2006-2010,B25063_4_$100_to_$149,1453,28,38,78,211,274,81,0,0,146,59,2,31,0,0,0,11,59,0,0,47,0,0,70
2006-2010,B25063_5_$150_to_$199,3743,159,103,158,1048,709,530,0,0,1094,0,110,148,0,56,9,24,227,6,68,29,0,0,125
2006-2010,B25063_6_$200_to_$249,2074,18,133,216,803,481,231,0,89,665,84,21,185,0,56,11,116,85,42,32,48,0,0,130
2006-2010,B25063_7_$250_to_$299,2356,14,53,42,439,607,175,0,40,450,10,36,151,0,60,30,11,162,0,26,111,11,0,34
2006-2010,B25063_8_$300_to_$349,2177,14,29,211,445,299,97,0,57,456,33,27,10,0,0,24,56,133,8,14,46,0,62,85
2006-2010,B25063_9_$350_to_$399,1648,39,62,162,471,408,92,0,51,362,27,79,21,0,120,77,29,148,0,0,18,0,58,114
2006-2010,B25063_10_$400_to_$449,1688,56,67,219,432,445,81,53,77,411,40,33,32,14,69,12,34,103,0,33,44,0,0,136
2006-2010,B25063_11_$450_to_$499,1824,68,100,182,417,426,154,0,147,608,8,50,120,15,67,22,232,118,6,0,38,0,0,129
2006-2010,B25063_12_$500_to_$549,2965,33,147,341,701,645,247,15,31,787,25,87,154,0,220,22,131,209,0,0,111,62,0,100
2006-2010,B25063_13_$550_to_$599,2733,54,213,256,465,526,141,48,137,628,47,33,97,16,106,35,109,361,7,0,146,26,0,86
2006-2010,B25063_14_$600_to_$649,3612,37,272,272,819,844,297,20,131,552,64,75,312,0,128,128,119,206,14,9,112,0,0,220
2006-2010,B25063_15_$650_to_$699,4292,120,181,398,729,944,230,2,149,869,96,55,184,22,89,61,232,175,38,0,17,58,0,141
2006-2010,B25063_16_$700_to_$749,4502,97,103,454,1120,1624,359,7,245,551,85,125,411,49,123,155,203,327,41,0,195,164,0,180
2006-2010,B25063_17_$750_to_$799,5194,121,90,650,1044,2003,288,109,150,821,38,117,542,31,104,268,194,405,19,19,30,140,13,315
2006-2010,B25063_18_$800_to_$899,12617,254,562,1563,3203,8457,1284,144,406,2230,416,496,1480,174,378,256,344,1869,14,32,676,72,0,562
2006-2010,B25063_19_$900_to_$999,10362,299,418,1565,4655,14506,2728,267,439,3260,322,795,1725,20,898,644,409,2101,86,86,837,325,34,456
2006-2010,"B25063_20_$1,000_to_$1,249",23335,810,1333,4350,18853,34442,7461,236,843,15954,997,2747,7422,128,1816,2176,514,7843,332,257,2259,1043,278,386
2006-2010,"B25063_21_$1,250_to_$1,499",17059,814,1733,2937,24187,17847,8760,75,504,22556,678,3541,6427,48,1502,1618,223,7415,592,281,328,662,368,279
2006-2010,"B25063_22_$1,500_to_$1,999",18637,878,2123,3075,26646,12372,12923,96,298,30361,492,5404,6565,106,1159,1582,282,8180,680,369,341,774,290,222
2006-2010,"B25063_23_$2,000_or_more",17540,252,840,1060,17722,7406,11439,14,188,21012,300,3692,4578,13,599,1114,68,3743,456,382,114,315,65,123
2006-2010,B25063_24_no_cash_rent,3996,374,844,1117,3619,2434,1005,254,342,3155,915,783,912,233,681,437,228,680,27,92,67,77,45,368
2006-2010,B25071_1_median_gross_rent_as_a_percentage_of_household_income,29.6,32.8,31.3,27.8,30.4,29.7,25.8,28.8,30.6,27.8,30.2,29.4,29.5,26.3,31.3,28.7,29.9,26.8,29.8,29.0,36.4,37.2,31.7,25.6
2006-2010,B25036_1_total,257317,30313,49898,83455,353177,301906,91892,5535,15834,381768,22369,95330,124879,3163,41009,40183,14160,63738,8524,4706,9206,11732,4206,19164
2006-2010,B25036_2_owner_occupied,111879,25754,40454,64112,244815,194047,43168,4195,11498,274448,17633,77022,93372,2294,32759,31502,10591,29103,6148,3006,3592,8003,2993,14903
2006-2010,B25036_3_built_2005_or_later,3241,1013,2233,2759,5947,6723,1628,186,1199,7224,914,10249,9180,44,1984,2340,489,820,160,113,460,98,242,755
2006-2010,B25036_4_built_2000_to_2004,2944,3777,5851,9054,16436,14868,1766,486,2059,18603,1856,20868,19280,151,6223,6221,1323,2051,494,143,149,625,356,2541
2006-2010,B25036_5_built_1990_to_1999,2160,7440,9827,14730,30797,31412,2934,535,2468,43532,3249,23851,17230,325,10421,9033,2150,3929,566,220,117,1475,780,2952
2006-2010,B25036_6_built_1980_to_1989,3627,5652,7826,11255,57340,29460,4966,684,1703,69682,4606,9810,19294,399,6954,6132,1817,2643,302,112,206,2979,176,2448
2006-2010,B25036_7_built_1970_to_1979,4936,3823,7031,10022,38590,26924,3158,653,1597,56558,3203,5443,15401,462,4726,4211,1729,4773,836,324,449,1408,179,2547
2006-2010,B25036_8_built_1960_to_1969,8860,1536,3289,4453,34746,35384,4180,365,860,38321,1052,3199,8562,153,1091,1538,870,2653,1446,334,494,732,315,1280
2006-2010,B25036_9_built_1950_to_1959,13475,819,1837,3444,33488,27709,8302,467,563,30050,899,971,2622,48,553,957,717,4206,1988,698,477,363,919,552
2006-2010,B25036_10_built_1940_to_1949,16518,591,1110,1407,14238,11641,10062,230,288,6850,304,375,811,114,324,424,706,3945,171,667,268,137,14,343
2006-2010,B25036_11_built_1939_or_earlier,56118,1103,1450,6988,13233,9926,6172,589,761,3628,1550,2256,992,598,483,646,790,4083,185,395,972,186,12,1485
2006-2010,B25036_12_renter_occupied,145438,4559,9444,19343,108362,107859,48724,1340,4336,107320,4736,18308,31507,869,8250,8681,3569,34635,2376,1700,5614,3729,1213,4261
2006-2010,B25036_13_built_2005_or_later,4020,103,553,1091,4174,2768,2443,18,229,4780,117,1920,3037,10,414,508,177,1184,61,129,115,32,120,185
2006-2010,B25036_14_built_2000_to_2004,5434,524,576,1811,9430,4415,4427,72,460,9223,164,4346,4892,54,1233,1671,54,2047,51,46,491,273,340,245
2006-2010,B25036_15_built_1990_to_1999,4273,1603,1729,3364,13247,10142,5481,105,609,18036,895,4870,5763,81,1906,2214,544,3445,183,89,612,698,140,547
2006-2010,B25036_16_built_1980_to_1989,7246,630,2831,3110,20194,12189,6299,186,619,20953,803,2817,6707,88,2006,1769,557,3709,257,162,967,1222,123,1046
2006-2010,B25036_17_built_1970_to_1979,15568,695,1488,3282,22699,23515,6350,228,560,25407,693,2135,5536,133,1159,1201,485,7167,617,291,1235,485,182,873
2006-2010,B25036_18_built_1960_to_1969,23842,267,917,1574,18504,28687,8035,110,593,15550,408,843,3315,118,671,444,421,7512,743,479,926,551,146,441
2006-2010,B25036_19_built_1950_to_1959,26343,150,488,1258,12094,14987,7715,77,525,8290,383,339,1465,72,325,272,293,4328,334,206,520,284,145,271
2006-2010,B25036_20_built_1940_to_1949,21723,239,285,712,4580,6539,5956,112,299,3162,188,180,293,0,300,204,395,3288,107,208,132,29,0,162
2006-2010,B25036_21_built_1939_or_earlier,36989,348,577,3141,3440,4617,2018,432,442,1919,1085,858,499,313,236,398,643,1955,23,90,616,155,17,491
